Date/Time (PST),Battery Voltage (v),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Speed Maximum (mph),Wind Direction (deg.)
2019-06-24 10:00,11.69,0.0,1.622,7.38,259.7
2019-06-24 09:00,11.69,0.0,1.184,6.065,289.4
2019-06-24 08:00,11.69,0.0,1.019,6.211,340.1
2019-06-24 07:00,11.69,0.0,1.222,6.43,274.3
2019-06-24 06:00,11.69,0.0,1.677,9.79,288.6
2019-06-24 05:00,11.69,0.0,2.341,9.57,278.5
2019-06-24 04:00,11.7,0.0,2.667,8.84,277.5
2019-06-24 03:00,11.7,0.0,2.572,9.64,268.3
2019-06-24 02:00,11.7,0.0,2.279,9.06,268.3
2019-06-24 01:00,11.7,0.0,1.544,7.672,246.9
2019-06-24 00:00,11.7,0.0,2.539,12.64,255.6
2019-06-23 23:00,11.7,0.0,3.652,13.08,285.3
2019-06-23 22:00,11.7,0.0,4.79,17.68,295.8
2019-06-23 21:00,11.7,0.0,4.013,15.27,281.9
2019-06-23 20:00,11.7,0.0,3.099,12.35,291.6
2019-06-23 19:00,11.7,0.0,2.735,12.06,313.6
2019-06-23 18:00,11.7,0.0,4.405,13.15,296.1
2019-06-23 17:00,11.71,0.0,4.45,13.08,298.4
2019-06-23 16:00,11.71,0.0,2.687,11.76,239.8
2019-06-23 15:00,11.71,0.0,3.099,14.1,301.1
2019-06-23 14:00,11.71,0.0,2.346,10.01,288.3
2019-06-23 13:00,11.74,0.0,2.611,11.69,274.5
2019-06-23 12:00,11.77,0.0,2.941,14.47,285.2
2019-06-23 11:00,11.84,0.0,3.536,17.46,296.8
2019-06-23 10:00,11.78,0.0,4.303,15.86,274.2
2019-06-23 09:00,11.7,0.0,3.499,15.71,260.8
2019-06-23 08:00,11.7,0.0,3.915,15.78,284.3
2019-06-23 07:00,11.71,0.0,3.868,13.59,301.3
2019-06-23 06:00,11.71,0.0,4.321,15.42,301.3
2019-06-23 05:00,11.71,0.0,4.046,16.73,306.9
2019-06-23 04:00,11.71,0.0,3.054,22.5,296.9
2019-06-23 03:00,11.71,0.0,3.573,15.93,304.8
2019-06-23 02:00,11.71,0.0,3.71,13.08,301.2
2019-06-23 01:00,11.71,0.0,3.425,13.59,314.4
2019-06-23 00:00,11.71,0.0,4.25,18.56,316.0
2019-06-22 23:00,11.71,0.0,2.899,13.3,291.0
2019-06-22 22:00,11.71,0.0,3.005,13.37,280.4
2019-06-22 21:00,11.71,0.0,3.238,14.32,285.1
2019-06-22 20:00,11.71,0.0,2.96,14.32,275.2
2019-06-22 19:00,11.72,0.0,2.939,15.05,281.4
2019-06-22 18:00,11.72,0.0,3.985,14.54,292.7
2019-06-22 17:00,11.71,0.0,3.525,16.66,277.0
2019-06-22 16:00,11.71,0.0,3.398,15.34,288.0
2019-06-22 15:00,11.72,0.0,4.384,15.27,319.0
2019-06-22 14:00,11.78,0.0,2.659,11.98,312.8
2019-06-22 13:00,11.79,0.0,1.795,10.23,335.7
2019-06-22 12:00,11.72,0.0,1.657,8.77,241.3
2019-06-22 11:00,11.72,0.0,1.216,7.891,230.7
2019-06-22 10:00,11.72,0.0,0.585,6.795,107.0
2019-06-22 09:00,11.71,0.0,1.251,7.672,189.4
2019-06-22 08:00,11.71,0.0,1.374,8.55,222.0
2019-06-22 07:00,11.71,0.0,1.172,7.234,215.3
2019-06-22 06:00,11.71,0.0,1.917,8.69,246.1
2019-06-22 05:00,11.71,0.0,2.256,9.57,260.3
2019-06-22 04:00,11.71,0.0,1.245,7.234,220.8
2019-06-22 03:00,11.71,0.0,1.174,6.576,223.2
2019-06-22 02:00,11.71,0.0,1.118,6.649,207.0
2019-06-22 01:00,11.71,0.0,0.999,9.21,179.2
2019-06-22 00:00,11.71,0.0,1.16,6.138,231.2
2019-06-21 23:00,11.71,0.0,0.524,6.722,174.0
2019-06-21 22:00,11.71,0.0,0.55,5.261,208.0
2019-06-21 21:00,11.71,0.0,1.217,10.08,222.7
2019-06-21 20:00,11.71,0.0,1.828,10.3,236.6
2019-06-21 19:00,11.71,0.0,1.324,7.38,244.9
2019-06-21 18:00,11.71,0.0,1.222,5.991,199.1
2019-06-21 17:00,11.71,0.0,0.967,6.284,139.4
2019-06-21 16:00,11.71,0.0,1.047,6.065,174.5
2019-06-21 15:00,11.71,0.0,1.105,7.014,197.2
2019-06-21 14:00,11.71,0.0,0.902,6.284,229.4
2019-06-21 13:00,11.71,0.0,1.181,7.526,233.7
2019-06-21 12:00,11.71,0.0,1.08,8.4,210.1
2019-06-21 11:00,11.71,0.0,1.528,9.35,216.3
2019-06-21 10:00,11.71,0.0,1.373,8.91,175.4
2019-06-21 09:00,11.71,0.0,0.942,5.699,152.6
2019-06-21 08:00,11.71,0.0,1.03,6.284,224.6
2019-06-21 07:00,11.72,0.0,1.916,8.69,276.9
2019-06-21 06:00,11.72,0.0,1.914,8.55,253.4
2019-06-21 05:00,11.72,0.0,1.736,9.21,245.1
2019-06-21 04:00,11.72,0.0,0.984,7.964,212.1
2019-06-21 03:00,11.72,0.0,1.663,9.21,222.8
2019-06-21 02:00,11.72,0.0,2.741,10.74,261.8
2019-06-21 01:00,11.72,0.0,3.692,15.49,293.1
2019-06-21 00:00,11.72,0.0,2.812,9.72,300.6
2019-06-20 23:00,11.72,0.0,2.93,11.84,289.2
2019-06-20 22:00,11.72,0.0,3.058,11.98,283.5
2019-06-20 21:00,11.72,0.0,3.395,13.37,293.7
2019-06-20 20:00,11.73,0.0,4.092,15.34,286.4
2019-06-20 19:00,11.73,0.0,4.0,17.17,285.0
2019-06-20 18:00,11.73,0.0,3.847,20.6,278.1
2019-06-20 17:00,11.73,0.0,4.202,18.78,289.1
2019-06-20 16:00,11.73,0.0,4.123,17.97,281.3
2019-06-20 15:00,11.73,0.0,4.103,16.44,281.1
2019-06-20 14:00,11.73,0.0,4.152,15.78,288.3
2019-06-20 13:00,11.73,0.0,3.804,17.54,280.7
2019-06-20 12:00,11.8,0.0,3.971,13.37,295.1
2019-06-20 11:00,11.78,0.0,3.963,17.17,302.2
2019-06-20 10:00,11.74,0.0,2.831,11.33,299.1
2019-06-20 09:00,11.74,0.0,3.022,10.89,294.9
2019-06-20 08:00,11.73,0.0,3.672,13.52,306.0
2019-06-20 07:00,11.73,0.0,2.104,9.57,294.1
2019-06-20 06:00,11.73,0.0,1.96,7.891,277.4
2019-06-20 05:00,11.73,0.0,1.968,10.67,261.9
2019-06-20 04:00,11.74,0.0,1.472,9.79,261.9
2019-06-20 03:00,11.74,0.0,1.387,8.33,256.3
2019-06-20 02:00,11.74,0.0,3.529,13.15,293.6
2019-06-20 01:00,11.74,0.0,5.726,18.27,313.0
2019-06-20 00:00,11.74,0.0,5.991,20.24,314.0
2019-06-19 23:00,11.74,0.0,5.917,23.16,298.7
2019-06-19 22:00,11.74,0.0,5.309,19.36,292.3
2019-06-19 21:00,11.74,0.0,6.354,22.94,300.3
2019-06-19 20:00,11.74,0.0,5.418,17.83,310.9
2019-06-19 19:00,11.75,0.0,4.565,21.63,313.5
2019-06-19 18:00,11.75,0.0,3.349,14.69,299.4
2019-06-19 17:00,11.75,0.0,2.265,11.84,282.7
2019-06-19 16:00,11.75,0.0,3.601,17.76,284.0
2019-06-19 15:00,11.75,0.0,3.32,14.54,309.8
2019-06-19 14:00,11.76,0.0,4.957,17.17,293.2
2019-06-19 13:00,11.84,0.0,5.067,20.82,303.9
2019-06-19 12:00,11.79,0.0,6.837,19.51,310.1
2019-06-19 11:00,11.77,0.0,5.856,19.51,293.3
2019-06-19 10:00,11.79,0.0,4.573,18.49,295.0
2019-06-19 09:00,11.75,0.0,3.5,16.29,304.5
2019-06-19 08:00,11.76,0.0,3.825,16.44,285.7
2019-06-19 07:00,11.76,0.0,3.798,15.86,258.4
2019-06-19 06:00,11.76,0.0,3.057,12.13,256.1
2019-06-19 05:00,11.76,0.0,3.031,14.54,261.0
2019-06-19 04:00,11.76,0.0,3.553,14.98,268.6
2019-06-19 03:00,11.76,0.0,4.195,17.61,268.7
2019-06-19 02:00,11.76,0.0,4.391,19.44,285.4
2019-06-19 01:00,11.77,0.0,5.45,18.41,288.2
2019-06-19 00:00,11.77,0.0,5.718,23.02,298.3
2019-06-18 23:00,11.77,0.0,5.221,23.38,318.5
2019-06-18 22:00,11.77,0.0,7.419,23.38,325.7
2019-06-18 21:00,11.77,0.0,4.496,19.29,320.7
2019-06-18 20:00,11.77,0.0,4.745,20.97,301.6
2019-06-18 19:00,11.78,0.0,4.897,17.61,296.9
2019-06-18 18:00,11.78,0.0,5.564,18.56,278.9
2019-06-18 17:00,11.78,0.0,3.893,19.65,293.7
2019-06-18 16:00,11.78,0.0,4.112,16.0,303.0
2019-06-18 15:00,11.78,0.0,4.561,17.39,291.0
2019-06-18 14:00,11.78,0.0,3.709,14.91,303.1
2019-06-18 13:00,11.82,0.0,2.511,13.08,270.8
2019-06-18 12:00,11.86,0.0,2.584,13.81,215.9
2019-06-18 11:00,11.79,0.0,2.93,12.42,263.7
2019-06-18 10:00,11.8,0.0,2.677,14.1,279.3
2019-06-18 09:00,11.81,0.0,3.104,12.86,285.3
2019-06-18 08:00,11.79,0.0,4.036,12.71,306.9
2019-06-18 07:00,11.78,0.0,1.427,10.52,311.9
2019-06-18 06:00,11.78,0.0,2.295,12.57,310.1
2019-06-18 05:00,11.78,0.0,3.55,13.37,286.2
2019-06-18 04:00,11.78,0.0,2.817,14.98,307.3
2019-06-18 03:00,11.78,0.0,3.06,12.28,316.2
2019-06-18 02:00,11.78,0.0,2.857,14.25,306.0
2019-06-18 01:00,11.78,0.0,2.645,11.47,288.6
2019-06-18 00:00,11.78,0.0,2.481,10.08,271.4
2019-06-17 23:00,11.78,0.0,4.638,15.49,291.1
2019-06-17 22:00,11.79,0.0,3.082,13.23,265.2
2019-06-17 21:00,11.79,0.0,2.836,12.79,264.9
2019-06-17 20:00,11.79,0.0,3.073,13.74,273.2
2019-06-17 19:00,11.79,0.0,4.058,14.03,272.7
2019-06-17 18:00,11.79,0.0,2.787,16.07,279.2
2019-06-17 17:00,11.79,0.0,3.446,14.03,290.3
2019-06-17 16:00,11.79,0.0,2.808,14.17,297.7
2019-06-17 15:00,11.79,0.0,2.679,14.03,346.9
2019-06-17 14:00,11.78,0.0,2.944,13.01,346.7
2019-06-17 13:00,11.81,0.0,2.305,8.77,318.1
2019-06-17 12:00,11.81,0.0,2.216,13.52,228.8
2019-06-17 11:00,11.82,0.0,2.562,9.35,251.1
2019-06-17 10:00,11.87,0.0,2.5,9.5,269.0
2019-06-17 09:00,11.85,0.0,2.348,8.55,269.6
2019-06-17 08:00,11.85,0.0,1.799,10.23,204.3
2019-06-17 07:00,11.86,0.0,1.332,7.818,129.1
2019-06-17 06:00,11.78,0.0,0.845,5.845,137.9
2019-06-17 05:00,11.78,0.0,1.075,6.868,202.5
2019-06-17 04:00,11.79,0.0,0.967,4.969,169.2
2019-06-17 03:00,11.79,0.0,0.808,4.822,189.6
2019-06-17 02:00,11.79,0.0,0.81,5.188,219.2
2019-06-17 01:00,11.79,0.0,0.534,3.361,155.9
2019-06-17 00:00,11.79,0.0,0.888,6.43,211.5
2019-06-16 23:00,11.8,0.0,0.778,5.699,204.1
2019-06-16 22:00,11.8,0.0,1.503,7.087,186.1
2019-06-16 21:00,11.8,0.0,1.949,8.77,232.3
2019-06-16 20:00,11.8,0.0,1.556,10.01,225.3
2019-06-16 19:00,11.8,0.0,1.65,12.71,229.1
2019-06-16 18:00,11.81,0.0,2.576,13.3,298.3
2019-06-16 17:00,11.81,0.0,3.653,20.17,303.1
2019-06-16 16:00,11.83,0.0,3.874,16.66,314.4
2019-06-16 15:00,11.84,0.0,2.999,14.25,333.5
2019-06-16 14:00,11.87,0.0,3.254,13.81,338.7
2019-06-16 13:00,12.0,0.0,2.811,11.4,309.5
2019-06-16 12:00,12.05,0.0,2.69,10.96,294.2
2019-06-16 11:00,11.97,0.0,3.181,9.5,270.8
2019-06-16 10:00,11.82,0.0,2.521,9.57,285.5
2019-06-16 09:00,11.86,0.0,1.326,6.138,333.7
2019-06-16 08:00,11.79,0.0,0.391,4.822,54.85
2019-06-16 07:00,11.79,0.0,1.56,8.18,229.9
2019-06-16 06:00,11.79,0.0,2.356,10.16,260.4
2019-06-16 05:00,11.79,0.0,2.172,10.08,271.1
2019-06-16 04:00,11.79,0.0,1.452,8.4,280.3
2019-06-16 03:00,11.8,0.0,1.524,7.672,283.2
2019-06-16 02:00,11.8,0.0,1.703,7.307,269.0
2019-06-16 01:00,11.8,0.0,1.843,8.04,272.9
2019-06-16 00:00,11.8,0.0,1.205,7.453,277.8
2019-06-15 23:00,11.8,0.0,0.494,5.626,289.5
2019-06-15 22:00,11.8,0.0,0.485,5.334,273.1
2019-06-15 21:00,11.8,0.0,1.04,6.357,232.5
2019-06-15 20:00,11.8,0.0,2.014,9.35,280.0
2019-06-15 19:00,11.8,0.0,1.419,8.84,83.2
2019-06-15 18:00,11.8,0.0,1.751,8.99,32.81
2019-06-15 17:00,11.8,0.0,1.655,11.18,276.1
2019-06-15 16:00,11.8,0.0,1.824,10.45,296.9
2019-06-15 15:00,11.81,0.0,2.079,11.69,269.8
2019-06-15 14:00,11.81,0.0,2.156,12.86,250.0
2019-06-15 13:00,11.86,0.0,1.921,8.11,289.7
2019-06-15 12:00,11.87,0.0,2.812,12.64,286.0
2019-06-15 11:00,11.89,0.0,3.245,7.891,288.5
2019-06-15 10:00,11.86,0.0,3.415,9.28,277.9
2019-06-15 09:00,12.0,0.0,3.535,9.64,276.4
2019-06-15 08:00,12.04,0.0,2.186,7.599,267.5
2019-06-15 07:00,11.83,0.0,1.574,6.649,295.5
2019-06-15 06:00,11.8,0.0,0.996,7.307,308.0
2019-06-15 05:00,11.8,0.0,1.869,9.64,282.6
2019-06-15 04:00,11.8,0.0,1.906,9.43,277.6
2019-06-15 03:00,11.8,0.0,1.276,8.4,244.2
2019-06-15 02:00,11.8,0.0,2.437,9.64,277.7
2019-06-15 01:00,11.8,0.0,2.253,8.69,273.9
2019-06-15 00:00,11.8,0.0,2.594,9.72,264.4
2019-06-14 23:00,11.81,0.0,3.136,9.57,271.0
2019-06-14 22:00,11.81,0.0,1.869,10.45,243.8
2019-06-14 21:00,11.81,0.0,1.825,9.72,226.8
2019-06-14 20:00,11.81,0.0,1.245,7.526,199.3
2019-06-14 19:00,11.81,0.0,1.589,7.161,198.6
2019-06-14 18:00,11.81,0.0,1.62,7.087,222.5
2019-06-14 17:00,11.82,0.0,1.791,7.526,212.0
2019-06-14 16:00,11.82,0.0,1.743,9.5,171.0
2019-06-14 15:00,11.85,0.0,1.709,7.818,87.0
2019-06-14 14:00,11.92,0.0,2.063,10.52,304.0
2019-06-14 13:00,12.01,0.0,1.63,9.21,249.0
2019-06-14 12:00,11.87,0.0,1.882,9.13,275.9
2019-06-14 11:00,11.84,0.0,1.49,10.59,292.4
2019-06-14 10:00,11.82,0.0,1.633,8.18,232.2
2019-06-14 09:00,11.81,0.0,1.333,8.84,221.2
2019-06-14 08:00,11.81,0.0,1.428,7.014,183.8
2019-06-14 07:00,11.81,0.0,1.46,7.234,196.2
2019-06-14 06:00,11.82,0.0,1.129,5.626,187.3
2019-06-14 05:00,11.82,0.0,2.492,11.54,241.1
2019-06-14 04:00,11.82,0.0,3.546,13.15,253.2
2019-06-14 03:00,11.82,0.0,3.054,13.01,255.8
2019-06-14 02:00,11.82,0.0,2.395,11.47,248.6
2019-06-14 01:00,11.82,0.0,1.386,6.722,211.6
2019-06-14 00:00,11.83,0.0,2.472,13.37,288.1
2019-06-13 23:00,11.83,0.0,2.974,14.1,283.0
2019-06-13 22:00,11.83,0.0,4.462,16.29,303.3
2019-06-13 21:00,11.84,0.0,6.698,21.04,298.6
2019-06-13 20:00,11.84,0.0,6.425,19.29,296.4
2019-06-13 19:00,11.84,0.0,6.901,20.97,292.6
2019-06-13 18:00,11.85,0.0,5.026,18.49,283.3
2019-06-13 17:00,11.86,0.0,4.135,15.86,314.5
2019-06-13 16:00,11.87,0.0,4.066,16.22,309.6
2019-06-13 15:00,11.88,0.0,4.03,18.85,316.4
2019-06-13 14:00,11.89,0.0,4.251,18.85,317.6
2019-06-13 13:00,11.94,0.0,3.705,14.1,331.5
2019-06-13 12:00,11.95,0.0,4.037,15.05,332.9
2019-06-13 11:00,12.01,0.0,3.694,12.13,333.4
2019-06-13 10:00,11.92,0.0,2.988,12.06,304.4
2019-06-13 09:00,12.12,0.0,2.505,10.38,280.9
2019-06-13 08:00,12.22,0.0,1.871,8.91,292.0
2019-06-13 07:00,11.97,0.0,1.225,7.087,15.08
2019-06-13 06:00,11.83,0.0,0.403,4.165,127.9
2019-06-13 05:00,11.83,0.0,0.936,6.43,273.8
2019-06-13 04:00,11.83,0.0,1.312,8.91,259.5
2019-06-13 03:00,11.83,0.0,2.338,11.11,287.3
2019-06-13 02:00,11.83,0.0,2.807,10.45,289.0
2019-06-13 01:00,11.83,0.0,3.546,12.06,297.0
2019-06-13 00:00,11.84,0.0,2.783,9.79,287.5
2019-06-12 23:00,11.84,0.0,1.033,5.772,239.6
2019-06-12 22:00,11.84,0.0,1.556,4.822,272.4
2019-06-12 21:00,11.84,0.0,2.04,7.014,271.2
2019-06-12 20:00,11.84,0.0,1.132,5.991,232.6
2019-06-12 19:00,11.84,0.0,0.903,5.772,145.9
2019-06-12 18:00,11.85,0.0,1.369,8.69,160.9
2019-06-12 17:00,11.86,0.0,2.425,12.64,329.3
2019-06-12 16:00,11.87,0.0,2.855,12.06,347.4
2019-06-12 15:00,11.89,0.0,2.594,13.37,341.8
2019-06-12 14:00,11.9,0.0,2.817,11.11,358.1
2019-06-12 13:00,12.01,0.0,3.055,9.28,70.34
2019-06-12 12:00,12.0,0.0,3.872,11.25,138.5
2019-06-12 11:00,11.91,0.877,6.432,12.93,132.7
2019-06-12 10:00,11.93,1.681,7.558,12.79,136.6
2019-06-12 09:00,12.1,2.85,8.01,14.98,139.0
2019-06-12 08:00,12.12,2.046,7.256,13.52,154.2
2019-06-12 07:00,11.87,0.804,4.422,9.21,158.9
2019-06-12 06:00,11.82,1.023,2.821,7.087,186.5
2019-06-12 05:00,11.82,1.169,4.011,9.06,181.1
2019-06-12 04:00,11.83,1.534,4.803,10.08,176.1
2019-06-12 03:00,11.83,1.827,6.269,11.54,170.6
2019-06-12 02:00,11.83,1.534,5.635,11.62,174.6
2019-06-12 01:00,11.83,1.096,3.42,8.26,181.4
2019-06-12 00:00,11.83,1.242,4.949,12.57,179.2
2019-06-11 23:00,11.83,0.0,5.019,14.17,179.9
2019-06-11 22:00,11.83,0.658,2.961,7.672,185.8
2019-06-11 21:00,11.83,0.292,2.729,6.503,175.1
2019-06-11 20:00,11.84,0.292,3.376,8.33,162.5
2019-06-11 19:00,11.84,1.096,4.739,10.08,141.0
2019-06-11 18:00,11.84,2.119,6.386,10.96,134.6
2019-06-11 17:00,11.84,3.142,7.973,14.98,141.3
2019-06-11 16:00,11.85,0.804,7.191,14.03,145.4
2019-06-11 15:00,11.86,0.146,5.562,11.33,128.1
2019-06-11 14:00,11.87,0.0,4.893,11.84,144.6
2019-06-11 13:00,11.91,0.877,5.319,12.13,138.6
2019-06-11 12:00,11.93,0.438,5.544,12.42,132.7
2019-06-11 11:00,11.96,3.069,8.05,14.03,135.4
2019-06-11 10:00,11.92,3.507,9.47,16.51,136.0
2019-06-11 09:00,12.1,2.63,8.98,16.66,143.9
2019-06-11 08:00,12.23,1.461,6.749,14.25,157.7
2019-06-11 07:00,11.95,1.169,4.975,10.08,160.1
2019-06-11 06:00,11.81,0.585,4.685,11.25,176.2
2019-06-11 05:00,11.81,0.731,3.745,9.21,180.3
2019-06-11 04:00,11.82,0.0,3.559,8.91,169.4
2019-06-11 03:00,11.82,0.0,1.583,3.799,286.2
2019-06-11 02:00,11.82,0.0,2.191,5.407,292.4
2019-06-11 01:00,11.82,0.0,1.21,4.603,263.1
2019-06-11 00:00,11.82,0.0,0.766,3.069,243.1
2019-06-10 23:00,11.82,0.0,0.861,4.092,249.2
2019-06-10 22:00,11.82,0.0,1.042,4.895,259.3
2019-06-10 21:00,11.82,0.0,1.864,6.43,255.5
2019-06-10 20:00,11.82,0.0,1.557,9.06,254.0
2019-06-10 19:00,11.83,0.0,1.554,9.13,277.8
2019-06-10 18:00,11.83,0.0,2.886,9.72,286.7
2019-06-10 17:00,11.83,0.0,3.222,12.28,287.4
2019-06-10 16:00,11.84,0.0,4.15,16.66,290.9
2019-06-10 15:00,11.86,0.0,4.013,15.49,292.1
2019-06-10 14:00,11.91,0.0,4.507,16.95,278.6
2019-06-10 13:00,12.02,0.0,4.332,16.37,300.6
2019-06-10 12:00,11.95,0.0,3.294,14.47,309.5
2019-06-10 11:00,11.9,0.0,2.469,8.91,262.3
2019-06-10 10:00,11.84,0.0,4.137,13.08,289.4
2019-06-10 09:00,11.93,0.0,2.45,7.818,274.7
2019-06-10 08:00,11.99,0.0,1.184,5.48,223.1
2019-06-10 07:00,11.84,0.0,0.688,5.626,195.4
2019-06-10 06:00,11.81,0.0,0.315,3.361,230.3
2019-06-10 05:00,11.81,0.0,0.924,6.138,252.4
2019-06-10 04:00,11.81,0.0,0.823,3.288,251.0
2019-06-10 03:00,11.82,0.0,0.769,4.165,245.5
2019-06-10 02:00,11.82,0.0,0.905,3.873,242.7
2019-06-10 01:00,11.82,0.0,1.441,5.991,247.8
2019-06-10 00:00,11.82,0.0,1.197,6.138,252.6
2019-06-09 23:00,11.82,0.0,0.604,4.238,242.5
2019-06-09 22:00,11.82,0.0,0.602,4.749,248.3
2019-06-09 21:00,11.83,0.0,0.634,4.092,256.4
2019-06-09 20:00,11.83,0.0,0.771,5.48,251.6
2019-06-09 19:00,11.83,0.0,0.826,4.676,263.6
2019-06-09 18:00,11.84,0.0,1.391,8.91,289.3
2019-06-09 17:00,11.85,0.0,1.841,9.35,301.5
2019-06-09 16:00,11.86,0.0,3.254,13.59,333.3
2019-06-09 15:00,11.9,0.0,3.069,10.89,334.5
2019-06-09 14:00,11.89,0.0,3.315,12.64,5.292
2019-06-09 13:00,12.0,0.0,2.84,9.5,359.7
2019-06-09 12:00,12.1,0.0,2.529,7.014,354.4
2019-06-09 11:00,11.97,0.0,2.646,8.18,39.68
2019-06-09 10:00,11.88,1.388,5.566,11.25,139.5
2019-06-09 09:00,11.93,1.9,5.645,11.62,145.1
2019-06-09 08:00,12.21,1.242,3.798,7.891,140.4
2019-06-09 07:00,11.95,0.658,2.712,5.115,137.6
2019-06-09 06:00,11.8,0.0,1.079,4.092,144.5
2019-06-09 05:00,11.81,0.0,1.717,4.457,276.2
2019-06-09 04:00,11.81,0.0,1.246,4.53,272.8
2019-06-09 03:00,11.8,0.0,1.588,4.895,267.7
2019-06-09 02:00,11.8,0.0,1.454,3.58,285.7
2019-06-09 01:00,11.81,0.0,0.829,3.653,291.9
2019-06-09 00:00,11.81,0.0,1.107,4.676,272.6
2019-06-08 23:00,11.81,0.0,3.066,6.795,278.9
2019-06-08 22:00,11.81,0.0,1.897,6.43,277.1
2019-06-08 21:00,11.81,0.0,1.583,7.087,263.9
2019-06-08 20:00,11.81,0.0,1.238,6.357,251.8
2019-06-08 19:00,11.81,0.0,1.249,6.868,265.2
2019-06-08 18:00,11.81,0.0,3.094,11.4,287.8
2019-06-08 17:00,11.81,0.0,2.162,10.74,265.0
2019-06-08 16:00,11.81,0.0,1.564,9.72,342.1
2019-06-08 15:00,11.81,0.0,1.338,7.599,327.0
2019-06-08 14:00,11.82,0.0,1.152,7.964,311.2
2019-06-08 13:00,11.88,0.0,1.334,6.868,142.1
2019-06-08 12:00,11.85,0.0,1.318,6.211,126.2
2019-06-08 11:00,11.86,0.0,1.088,5.188,164.5
2019-06-08 10:00,11.81,0.0,1.404,8.55,244.9
2019-06-08 09:00,11.81,0.0,2.314,10.96,277.8
2019-06-08 08:00,11.81,0.0,1.532,8.04,290.2
2019-06-08 07:00,11.81,0.0,1.349,7.087,297.4
2019-06-08 06:00,11.81,0.0,1.37,8.91,304.2
2019-06-08 05:00,11.81,0.0,1.575,8.18,282.0
2019-06-08 04:00,11.82,0.0,1.894,7.453,281.1
2019-06-08 03:00,11.82,0.0,1.649,8.62,272.6
2019-06-08 02:00,11.82,0.0,1.737,7.014,253.2
2019-06-08 01:00,11.82,0.0,2.642,8.99,268.1
2019-06-08 00:00,11.82,0.0,1.608,9.35,248.0
2019-06-07 23:00,11.82,0.0,1.804,9.64,251.6
2019-06-07 22:00,11.82,0.0,1.906,9.43,282.4
2019-06-07 21:00,11.82,0.0,1.939,9.5,284.2
2019-06-07 20:00,11.83,0.0,3.553,12.35,295.6
2019-06-07 19:00,11.83,0.0,3.359,14.98,295.3
2019-06-07 18:00,11.84,0.0,3.229,13.15,294.4
2019-06-07 17:00,11.86,0.0,2.972,16.29,289.4
2019-06-07 16:00,11.88,0.0,2.373,13.81,296.5
2019-06-07 15:00,11.91,0.0,3.595,20.24,319.9
2019-06-07 14:00,11.94,0.0,2.737,13.08,322.0
2019-06-07 13:00,12.1,0.0,3.779,16.29,323.0
2019-06-07 12:00,12.14,0.0,3.594,15.12,299.7
2019-06-07 11:00,11.93,0.0,1.715,10.3,354.7
2019-06-07 10:00,11.9,0.0,1.955,8.77,344.3
2019-06-07 09:00,11.84,0.0,1.49,10.3,308.7
2019-06-07 08:00,11.82,0.0,1.424,7.891,275.2
2019-06-07 07:00,11.82,0.0,1.429,8.99,233.3
2019-06-07 06:00,11.83,0.0,0.892,5.48,209.3
2019-06-07 05:00,11.83,0.0,2.154,11.47,270.8
2019-06-07 04:00,11.83,0.0,1.638,8.99,252.4
2019-06-07 03:00,11.83,0.0,3.602,14.03,295.9
2019-06-07 02:00,11.83,0.0,4.452,12.86,292.3
2019-06-07 01:00,11.83,0.0,3.989,14.76,289.1
2019-06-07 00:00,11.83,0.0,2.824,13.15,277.0
2019-06-06 23:00,11.83,0.0,5.095,16.66,295.2
2019-06-06 22:00,11.83,0.0,5.927,18.85,296.1
2019-06-06 21:00,11.84,0.0,4.104,20.82,306.6
2019-06-06 20:00,11.84,0.0,5.239,24.04,295.9
2019-06-06 19:00,11.84,0.0,4.405,13.74,296.3
2019-06-06 18:00,11.84,0.0,4.222,15.2,289.0
2019-06-06 17:00,11.85,0.0,3.646,16.59,319.1
2019-06-06 16:00,11.87,0.0,4.739,17.39,305.7
2019-06-06 15:00,11.9,0.0,3.381,14.54,303.1
2019-06-06 14:00,11.97,0.0,3.606,16.29,331.7
2019-06-06 13:00,12.06,0.0,4.485,14.54,310.1
2019-06-06 12:00,12.02,0.0,3.395,13.37,318.7
2019-06-06 11:00,11.92,0.0,2.607,10.38,306.8
2019-06-06 10:00,11.92,0.0,2.11,9.94,329.6
2019-06-06 09:00,11.85,0.0,1.4,6.722,31.94
2019-06-06 08:00,11.86,0.0,1.538,9.13,7.302
2019-06-06 07:00,11.84,0.0,1.553,8.91,325.2
2019-06-06 06:00,11.85,0.0,2.093,10.67,319.5
2019-06-06 05:00,11.85,0.0,3.394,17.68,302.5
2019-06-06 04:00,11.85,0.0,5.146,16.07,313.0
2019-06-06 03:00,11.85,0.0,3.261,15.93,287.4
2019-06-06 02:00,11.85,0.0,3.42,14.32,288.4
2019-06-06 01:00,11.85,0.0,2.136,10.74,292.9
2019-06-06 00:00,11.85,0.0,1.915,10.3,344.0
2019-06-05 23:00,11.85,0.0,2.299,13.3,282.7
2019-06-05 22:00,11.85,0.0,5.726,23.02,296.8
2019-06-05 21:00,11.86,0.0,6.005,22.65,298.1
2019-06-05 20:00,11.86,0.0,6.311,22.72,290.5
2019-06-05 19:00,11.87,0.0,3.528,18.34,284.2
2019-06-05 18:00,11.87,0.0,2.378,12.42,295.6
