Date/Time (PST),""" - 2700' - Berne",""" - 3950' - Stevens Pass - Schmidt Haus",""" - 4800' - Stevens Pass - Brooks Precipitation"
2019-02-17 23:00,0.267,0.196,0.324
2019-02-17 22:00,0.265,0.199,0.324
2019-02-17 21:00,0.266,0.201,0.324
2019-02-17 20:00,0.266,0.202,0.33
2019-02-17 19:00,0.14,0.201,0.337
2019-02-17 18:00,0.271,0.202,0.339
2019-02-17 17:00,0.271,0.202,0.341
2019-02-17 16:00,0.205,0.071,0.214
2019-02-17 15:00,0.14,0.005,0.08
2019-02-17 14:00,0.205,0.071,0.08
2019-02-17 13:00,0.271,0.071,-0.054
2019-02-17 12:00,0.14,0.069,0.078
2019-02-17 11:00,0.14,0.07,0.072
2019-02-17 10:00,0.136,0.133,0.072
2019-02-17 09:00,0.134,0.199,0.203
2019-02-17 08:00,0.134,0.196,0.331
2019-02-17 07:00,0.134,0.198,0.329
2019-02-17 06:00,1.443,0.198,1.067
2019-02-17 05:00,1.312,1.582,1.005
2019-02-17 04:00,1.574,1.649,0.87
2019-02-17 03:00,1.705,1.714,0.874
2019-02-17 02:00,1.639,1.519,0.407
2019-02-17 01:00,1.836,1.649,0.339
2019-02-17 00:00,1.642,1.516,0.475
2019-02-16 23:00,1.053,1.255,1.012
2019-02-16 22:00,0.726,0.993,1.08
2019-02-16 21:00,1.184,0.795,1.012
2019-02-16 20:00,1.182,0.727,1.281
2019-02-16 19:00,1.053,0.466,1.08
2019-02-16 18:00,0.991,0.86,0.883
2019-02-16 17:00,0.991,0.4,0.215
2019-02-16 16:00,0.991,0.203,0.222
2019-02-16 15:00,0.86,0.066,0.23
2019-02-16 14:00,0.794,-0.001,0.163
2019-02-16 13:00,0.79,-0.003,0.096
2019-02-16 12:00,1.311,-0.003,-0.053
2019-02-16 11:00,1.306,0.129,0.073
2019-02-16 10:00,1.306,0.129,0.192
2019-02-16 09:00,0.914,0.063,0.308
2019-02-16 08:00,0.652,0.063,0.441
2019-02-16 07:00,1.176,0.195,0.439
2019-02-16 06:00,1.311,1.777,0.443
2019-02-16 05:00,1.312,1.843,2.056
2019-02-16 04:00,1.443,1.777,2.467
2019-02-16 03:00,1.574,1.777,1.795
2019-02-16 02:00,1.574,1.843,2.467
2019-02-16 01:00,1.708,1.778,2.602
2019-02-16 00:00,1.643,1.778,2.34
2019-02-15 23:00,1.708,1.91,2.332
2019-02-15 22:00,1.706,1.783,2.609
2019-02-15 21:00,1.707,1.981,2.625
2019-02-15 20:00,1.707,1.916,2.49
2019-02-15 19:00,1.71,2.048,2.49
2019-02-15 18:00,1.71,1.915,2.491
2019-02-15 17:00,1.841,1.982,2.23
2019-02-15 16:00,1.579,1.916,1.565
2019-02-15 15:00,0.663,1.191,1.364
2019-02-15 14:00,0.794,1.123,1.439
2019-02-15 13:00,0.663,1.19,1.17
2019-02-15 12:00,0.402,1.184,1.036
2019-02-15 11:00,0.791,1.119,1.558
2019-02-15 10:00,0.788,1.252,1.684
2019-02-15 09:00,0.919,1.25,1.54
2019-02-15 08:00,0.526,1.118,1.411
2019-02-15 07:00,0.264,0.854,1.332
2019-02-15 06:00,2.488,0.261,0.324
2019-02-15 05:00,1.964,3.889,0.324
2019-02-15 04:00,2.292,3.888,2.072
2019-02-15 03:00,2.292,3.757,2.206
2019-02-15 02:00,2.228,3.888,2.273
2019-02-15 01:00,2.294,3.888,2.206
2019-02-15 00:00,2.294,3.887,2.209
2019-02-14 23:00,2.359,3.888,2.341
2019-02-14 22:00,2.359,3.953,2.208
2019-02-14 21:00,2.294,4.085,2.342
2019-02-14 20:00,1.705,3.558,2.073
2019-02-14 19:00,1.838,2.438,1.137
2019-02-14 18:00,1.707,2.701,0.329
2019-02-14 17:00,2.233,2.832,1.011
2019-02-14 16:00,1.906,1.579,0.339
2019-02-14 15:00,1.71,2.041,0.339
2019-02-14 14:00,0.792,1.975,0.34
2019-02-14 13:00,0.855,2.041,0.404
2019-02-14 12:00,0.792,2.041,0.324
2019-02-14 11:00,0.527,2.041,0.257
2019-02-14 10:00,0.134,2.305,0.319
2019-02-14 09:00,0.134,2.371,1.257
2019-02-14 08:00,0.265,2.041,1.117
2019-02-14 07:00,0.134,1.843,0.981
2019-02-14 06:00,2.616,0.327,0.51
2019-02-14 05:00,1.306,1.645,0.712
2019-02-14 04:00,0.717,1.382,0.712
2019-02-14 03:00,0.979,1.382,0.575
2019-02-14 02:00,0.783,1.382,0.575
2019-02-14 01:00,0.521,1.382,0.704
2019-02-14 00:00,0.717,1.382,0.577
2019-02-13 23:00,0.783,1.382,0.574
2019-02-13 22:00,0.652,1.253,0.577
2019-02-13 21:00,0.783,1.252,0.451
2019-02-13 20:00,0.658,1.254,0.457
2019-02-13 19:00,0.789,1.257,0.459
2019-02-13 18:00,0.856,1.257,0.462
2019-02-13 17:00,0.794,1.257,0.475
2019-02-13 16:00,0.663,1.257,0.499
2019-02-13 15:00,0.793,1.125,-0.148
2019-02-13 14:00,0.663,0.992,-0.366
2019-02-13 13:00,0.53,1.253,-0.046
2019-02-13 12:00,0.395,1.251,0.091
2019-02-13 11:00,0.128,1.184,0.214
2019-02-13 10:00,19.63,1.514,-0.063
2019-02-13 09:00,19.63,1.517,0.067
2019-02-13 08:00,19.17,0.196,0.324
2019-02-13 07:00,18.98,0.195,0.459
2019-02-13 06:00,18.85,0.195,0.329
2019-02-13 05:00,19.24,11.67,0.333
2019-02-13 04:00,19.37,10.61,9.6
2019-02-13 03:00,19.24,9.82,8.39
2019-02-13 02:00,19.44,9.95,7.649
2019-02-13 01:00,19.37,9.95,6.373
2019-02-13 00:00,6.019,9.69,7.452
2019-02-12 23:00,5.953,9.49,7.188
2019-02-12 22:00,5.823,9.36,6.385
2019-02-12 21:00,6.281,9.36,7.596
2019-02-12 20:00,6.15,9.03,5.714
2019-02-12 19:00,5.823,8.37,7.192
2019-02-12 18:00,4.317,8.9,7.193
2019-02-12 17:00,4.448,8.17,6.185
2019-02-12 16:00,4.317,7.71,4.371
2019-02-12 15:00,19.83,6.722,4.088
2019-02-12 14:00,19.83,5.865,3.132
2019-02-12 13:00,19.83,5.404,2.863
2019-02-12 12:00,19.96,5.601,2.997
2019-02-12 11:00,20.02,5.931,2.591
2019-02-12 10:00,20.02,5.865,1.784
2019-02-12 09:00,19.63,4.942,1.64
2019-02-12 08:00,19.24,4.349,28.33
2019-02-12 07:00,19.24,3.755,1.099
2019-02-12 06:00,19.43,0.195,0.696
2019-02-12 05:00,19.43,13.38,0.291
2019-02-12 04:00,10.01,13.78,15.62
2019-02-12 03:00,19.43,13.38,15.08
2019-02-12 02:00,19.43,13.78,14.88
2019-02-12 01:00,19.17,13.78,14.68
2019-02-12 00:00,19.11,13.78,14.54
2019-02-11 23:00,8.24,13.58,14.54
2019-02-11 22:00,7.72,13.25,14.54
2019-02-11 21:00,6.669,12.39,13.86
2019-02-11 20:00,6.604,11.54,13.46
2019-02-11 19:00,19.11,10.48,12.65
2019-02-11 18:00,19.11,9.16,11.71
2019-02-11 17:00,3.92,7.51,10.5
2019-02-11 16:00,3.069,5.338,9.43
2019-02-11 15:00,19.17,4.349,8.09
2019-02-11 14:00,19.96,3.426,3.248
2019-02-11 13:00,19.96,2.832,2.848
2019-02-11 12:00,19.96,2.041,2.181
2019-02-11 11:00,19.96,1.777,1.922
2019-02-11 10:00,20.02,0.986,1.659
2019-02-11 09:00,20.02,0.92,1.518
2019-02-11 08:00,19.5,0.392,0.172
2019-02-11 07:00,19.24,0.326,0.441
2019-02-11 06:00,5.359,0.195,0.166
2019-02-11 05:00,3.526,11.54,0.158
2019-02-11 04:00,35.21,11.4,0.343
2019-02-11 03:00,5.49,11.47,10.64
2019-02-11 02:00,5.228,11.47,11.04
2019-02-11 01:00,19.43,11.4,10.23
2019-02-11 00:00,19.43,10.61,9.69
2019-02-10 23:00,19.43,47.34,7.676
2019-02-10 22:00,19.24,8.11,7.272
2019-02-10 21:00,19.37,7.45,6.734
2019-02-10 20:00,19.24,5.997,5.26
2019-02-10 19:00,1.958,3.887,46.76
2019-02-10 18:00,19.17,1.645,46.76
2019-02-10 17:00,1.044,0.986,0.845
2019-02-10 16:00,0.128,0.327,0.174
2019-02-10 15:00,0.131,2.832,0.308
2019-02-10 14:00,19.11,2.898,0.175
2019-02-10 13:00,-0.003,2.832,0.043
2019-02-10 12:00,19.24,2.964,0.108
2019-02-10 11:00,0.318,2.964,0.106
2019-02-10 10:00,19.56,2.964,0.292
2019-02-10 09:00,19.76,2.898,0.289
2019-02-10 08:00,19.76,2.832,30.21
2019-02-10 07:00,19.83,2.964,0.007
2019-02-10 06:00,19.63,2.964,0.411
2019-02-10 05:00,19.37,2.964,2.293
2019-02-10 04:00,0.646,2.964,2.227
2019-02-10 03:00,0.646,3.096,2.16
2019-02-10 02:00,0.319,2.832,2.294
2019-02-10 01:00,0.646,3.096,2.294
2019-02-10 00:00,19.17,3.096,2.295
2019-02-09 23:00,0.519,3.096,2.302
2019-02-09 22:00,0.194,3.228,2.296
2019-02-09 21:00,0.128,3.228,2.302
2019-02-09 20:00,0.128,3.228,2.302
2019-02-09 19:00,0.259,3.294,2.307
2019-02-09 18:00,0.586,3.36,2.444
2019-02-09 17:00,0.652,3.36,2.387
2019-02-09 16:00,0.521,3.491,2.325
2019-02-09 15:00,0.521,3.36,2.325
2019-02-09 14:00,0.587,3.162,2.326
2019-02-09 13:00,0.522,3.162,2.191
2019-02-09 12:00,0.259,3.228,2.325
2019-02-09 11:00,19.17,3.294,2.051
2019-02-09 10:00,19.63,3.36,1.772
2019-02-09 09:00,19.83,3.294,1.772
2019-02-09 08:00,19.83,3.426,0.897
2019-02-09 07:00,19.96,3.096,0.158
2019-02-09 06:00,19.83,0.788,0.292
2019-02-09 05:00,19.83,8.57,0.292
2019-02-09 04:00,19.83,8.7,10.78
2019-02-09 03:00,19.96,8.9,10.78
2019-02-09 02:00,19.83,9.03,10.91
2019-02-09 01:00,19.96,9.43,10.78
2019-02-09 00:00,19.96,9.36,10.44
2019-02-08 23:00,19.89,8.96,10.51
2019-02-08 22:00,20.03,8.9,10.24
2019-02-08 21:00,19.96,8.77,46.76
2019-02-08 20:00,19.83,8.57,46.76
2019-02-08 19:00,19.63,8.3,8.77
2019-02-08 18:00,4.317,7.78,8.5
2019-02-08 17:00,4.317,7.45,7.42
2019-02-08 16:00,4.055,6.327,5.943
2019-02-08 15:00,3.924,4.151,4.464
2019-02-08 14:00,19.44,3.162,1.653
2019-02-08 13:00,19.83,1.909,1.922
2019-02-08 12:00,20.03,0.726,0.054
2019-02-08 11:00,20.03,0.393,0.737
2019-02-08 10:00,19.83,0.392,0.257
2019-02-08 09:00,0.515,0.129,0.459
2019-02-08 08:00,19.44,0.195,0.19
2019-02-08 07:00,19.17,0.195,0.324
2019-02-08 06:00,19.17,0.195,0.321
2019-02-08 05:00,0.515,0.129,0.45
2019-02-08 04:00,0.515,0.195,0.314
2019-02-08 03:00,0.646,0.327,0.181
2019-02-08 02:00,0.646,0.327,0.316
2019-02-08 01:00,19.17,0.195,0.316
2019-02-08 00:00,19.17,0.327,0.313
2019-02-07 23:00,19.24,0.392,0.308
2019-02-07 22:00,0.122,0.195,0.308
2019-02-07 21:00,0.128,0.327,0.308
2019-02-07 20:00,0.39,0.393,0.308
2019-02-07 19:00,0.128,0.195,0.443
2019-02-07 18:00,0.128,0.263,0.308
2019-02-07 17:00,0.131,0.195,0.184
2019-02-07 16:00,0.396,0.328,0.064
2019-02-07 15:00,18.98,0.196,0.192
2019-02-07 14:00,0.525,0.195,0.056
2019-02-07 13:00,0.521,0.195,0.052
2019-02-07 12:00,19.11,0.261,0.174
2019-02-07 11:00,19.24,0.195,0.158
2019-02-07 10:00,19.17,0.327,0.156
2019-02-07 09:00,19.56,0.392,0.284
2019-02-07 08:00,19.76,0.327,0.15
2019-02-07 07:00,19.76,0.327,0.285
2019-02-07 06:00,19.89,0.195,0.283
2019-02-07 05:00,19.89,0.327,0.15
2019-02-07 04:00,19.89,0.327,0.281
2019-02-07 03:00,19.82,0.195,0.147
2019-02-07 02:00,19.83,0.063,0.276
2019-02-07 01:00,19.83,0.195,0.142
2019-02-07 00:00,19.89,0.327,0.142
2019-02-06 23:00,19.83,0.327,0.417
2019-02-06 22:00,19.63,0.195,0.284
2019-02-06 21:00,19.5,0.195,0.214
2019-02-06 20:00,19.5,0.195,0.28
2019-02-06 19:00,19.57,0.195,0.285
2019-02-06 18:00,0.259,0.328,0.292
2019-02-06 17:00,0.128,0.196,0.308
2019-02-06 16:00,0.128,0.328,0.065
2019-02-06 15:00,19.37,0.063,-0.197
2019-02-06 14:00,19.37,-0.003,-0.6
2019-02-06 13:00,0.128,0.195,-0.346
2019-02-06 12:00,19.11,0.195,0.169
2019-02-06 11:00,-0.201,0.195,0.28
2019-02-06 10:00,-0.009,0.327,0.142
2019-02-06 09:00,19.96,0.195,0.276
2019-02-06 08:00,19.63,0.195,0.276
2019-02-06 07:00,19.63,0.195,0.276
2019-02-06 06:00,19.63,0.195,0.276
2019-02-06 05:00,19.44,0.195,0.154
2019-02-06 04:00,19.37,0.327,0.158
2019-02-06 03:00,19.37,0.327,0.292
2019-02-06 02:00,19.17,0.196,0.158
2019-02-06 01:00,19.43,0.13,0.158
2019-02-06 00:00,0.389,0.195,0.225
2019-02-05 23:00,0.521,0.197,0.292
2019-02-05 22:00,0.324,0.195,0.159
2019-02-05 21:00,0.128,0.329,0.305
2019-02-05 20:00,0.194,0.328,0.169
2019-02-05 19:00,0.128,0.328,0.308
2019-02-05 18:00,0.128,0.328,0.171
2019-02-05 17:00,0.39,0.327,0.174
2019-02-05 16:00,19.76,0.197,0.312
2019-02-05 15:00,19.7,0.195,0.19
2019-02-05 14:00,19.7,0.195,0.19
2019-02-05 13:00,19.83,0.195,0.204
2019-02-05 12:00,19.76,0.195,-0.077
2019-02-05 11:00,19.96,0.195,0.19
2019-02-05 10:00,19.83,0.194,0.039
2019-02-05 09:00,0.324,0.189,0.172
2019-02-05 08:00,0.519,0.327,0.16
2019-02-05 07:00,19.43,0.327,0.158
2019-02-05 06:00,19.43,0.327,0.292
2019-02-05 05:00,19.5,0.327,0.291
2019-02-05 04:00,19.43,0.392,-0.111
2019-02-05 03:00,0.453,0.327,0.429
2019-02-05 02:00,0.649,0.195,0.293
2019-02-05 01:00,19.04,0.195,0.561
2019-02-05 00:00,0.455,0.327,0.427
2019-02-04 23:00,0.324,0.392,0.298
2019-02-04 22:00,0.39,0.327,0.574
2019-02-04 21:00,0.324,0.392,0.575
2019-02-04 20:00,0.324,0.327,0.577
2019-02-04 19:00,0.324,0.327,0.51
2019-02-04 18:00,0.325,0.392,0.519
2019-02-04 17:00,0.393,0.195,0.459
2019-02-04 16:00,19.44,0.063,0.33
2019-02-04 15:00,19.64,0.195,0.336
2019-02-04 14:00,19.44,0.129,0.2
2019-02-04 13:00,19.31,-0.003,0.328
2019-02-04 12:00,19.5,0.129,0.324
2019-02-04 11:00,19.7,0.195,0.321
2019-02-04 10:00,19.5,0.195,0.179
2019-02-04 09:00,19.5,0.327,0.308
2019-02-04 08:00,0.259,0.327,0.443
2019-02-04 07:00,0.128,0.327,0.308
2019-02-04 06:00,0.13,0.327,0.308
2019-02-04 05:00,0.132,0.854,1.387
2019-02-04 04:00,0.265,0.855,1.391
2019-02-04 03:00,18.46,0.458,1.394
2019-02-04 02:00,19.18,0.722,1.4
2019-02-04 01:00,19.18,0.92,1.064
2019-02-04 00:00,0.134,0.46,0.593
2019-02-03 23:00,0.134,0.394,0.728
2019-02-03 22:00,0.134,0.196,0.392
2019-02-03 21:00,0.134,0.195,0.324
2019-02-03 20:00,0.136,0.197,0.324
2019-02-03 19:00,0.14,0.199,0.324
2019-02-03 18:00,0.14,0.266,0.329
2019-02-03 17:00,0.14,0.331,0.341
2019-02-03 16:00,0.14,0.198,0.341
2019-02-03 15:00,0.14,0.199,0.206
2019-02-03 14:00,0.14,0.068,0.341
2019-02-03 13:00,0.14,0.197,0.072
2019-02-03 12:00,0.14,0.132,0.071
2019-02-03 11:00,43.72,0.328,0.339
2019-02-03 10:00,50.2,0.327,0.341
2019-02-03 09:00,65.97,0.261,0.341
2019-02-03 08:00,70.7,0.393,0.34
2019-02-03 07:00,76.3,0.327,0.34
2019-02-03 06:00,77.6,0.328,0.338
2019-02-03 05:00,77.9,0.328,0.341
2019-02-03 04:00,84.2,0.329,0.341
2019-02-03 03:00,108.1,0.331,0.341
2019-02-03 02:00,125.2,0.331,0.341
2019-02-03 01:00,117.0,0.331,0.272
2019-02-03 00:00,107.9,0.331,0.34
2019-02-02 23:00,110.2,0.202,0.341
2019-02-02 22:00,99.1,0.335,0.324
2019-02-02 21:00,80.9,0.335,0.341
2019-02-02 20:00,76.2,0.203,0.341
2019-02-02 19:00,76.9,0.203,0.342
2019-02-02 18:00,78.9,0.334,0.214
2019-02-02 17:00,75.7,0.335,0.229
2019-02-02 16:00,68.52,0.202,0.17
2019-02-02 15:00,62.23,0.202,0.235
2019-02-02 14:00,57.0,0.069,0.234
2019-02-02 13:00,81.8,0.068,0.228
2019-02-02 12:00,58.37,0.2,0.228
2019-02-02 11:00,57.39,0.068,0.215
2019-02-02 10:00,49.87,0.069,0.347
2019-02-02 09:00,60.01,0.071,0.346
2019-02-02 08:00,60.6,0.0,0.349
2019-02-02 07:00,60.53,0.064,0.351
2019-02-02 06:00,58.57,0.198,0.349
2019-02-02 05:00,56.35,3.366,0.357
2019-02-02 04:00,57.65,3.432,6.132
2019-02-02 03:00,57.33,3.365,6.132
2019-02-02 02:00,55.43,2.971,5.796
2019-02-02 01:00,53.99,2.444,5.058
2019-02-02 00:00,53.73,1.983,4.655
2019-02-01 23:00,53.01,0.862,4.257
2019-02-01 22:00,56.54,1.125,3.721
2019-02-01 21:00,53.73,0.794,2.245
2019-02-01 20:00,52.35,0.465,2.446
2019-02-01 19:00,51.37,0.795,1.305
2019-02-01 18:00,47.9,0.73,1.305
2019-02-01 17:00,49.34,0.729,1.305
2019-02-01 16:00,47.51,0.593,1.044
2019-02-01 15:00,44.11,0.595,0.91
2019-02-01 14:00,42.47,0.728,0.91
2019-02-01 13:00,42.8,0.46,0.91
2019-02-01 12:00,45.68,0.591,0.909
2019-02-01 11:00,47.91,0.458,0.64
2019-02-01 10:00,48.82,0.394,0.904
2019-02-01 09:00,48.17,0.196,0.633
2019-02-01 08:00,50.79,0.195,0.499
2019-02-01 07:00,50.53,0.195,0.373
2019-02-01 06:00,52.16,0.327,0.381
2019-02-01 05:00,51.44,0.327,0.385
2019-02-01 04:00,50.39,0.327,0.382
2019-02-01 03:00,47.38,0.327,0.515
2019-02-01 02:00,40.77,0.327,0.247
2019-02-01 01:00,39.66,0.327,0.247
2019-02-01 00:00,38.94,0.327,0.247
2019-01-31 23:00,37.63,0.195,0.448
2019-01-31 22:00,35.67,0.195,0.249
2019-01-31 21:00,34.29,0.261,0.387
2019-01-31 20:00,31.28,0.393,0.251
2019-01-31 19:00,29.32,0.328,0.389
2019-01-31 18:00,26.57,0.329,0.389
2019-01-31 17:00,27.36,0.198,0.258
2019-01-31 16:00,30.5,0.196,0.336
2019-01-31 15:00,33.31,0.195,0.279
2019-01-31 14:00,35.28,0.195,0.279
2019-01-31 13:00,37.37,0.195,0.145
2019-01-31 12:00,40.12,0.195,0.279
2019-01-31 11:00,45.75,0.195,0.27
2019-01-31 10:00,50.07,0.195,0.388
2019-01-31 09:00,53.21,0.195,0.38
2019-01-31 08:00,54.19,0.327,0.381
2019-01-31 07:00,60.41,0.327,0.389
2019-01-31 06:00,58.58,0.327,0.389
2019-01-31 05:00,49.74,0.195,0.255
2019-01-31 04:00,47.12,0.195,0.389
2019-01-31 03:00,44.37,0.261,0.517
2019-01-31 02:00,43.0,0.195,0.385
2019-01-31 01:00,39.6,0.263,0.381
2019-01-31 00:00,35.21,0.262,0.381
2019-01-30 23:00,30.7,0.328,0.381
2019-01-30 22:00,27.62,0.327,0.249
2019-01-30 21:00,24.54,0.332,0.384
2019-01-30 20:00,22.45,0.201,0.388
2019-01-30 19:00,20.75,0.198,0.255
2019-01-30 18:00,20.1,0.2,0.389
2019-01-30 17:00,23.11,0.201,0.397
2019-01-30 16:00,29.32,0.064,0.399
2019-01-30 15:00,30.76,0.195,0.271
2019-01-30 14:00,32.72,0.195,0.279
2019-01-30 13:00,34.23,0.063,0.136
2019-01-30 12:00,43.65,0.129,0.268
2019-01-30 11:00,57.14,0.195,0.255
2019-01-30 10:00,70.9,0.195,0.231
2019-01-30 09:00,88.6,0.195,0.491
2019-01-30 08:00,100.8,0.195,0.491
2019-01-30 07:00,87.4,0.195,0.232
2019-01-30 06:00,90.5,0.129,0.416
2019-01-30 05:00,102.2,0.063,0.475
2019-01-30 04:00,105.3,0.129,0.459
2019-01-30 03:00,109.0,0.129,0.324
2019-01-30 02:00,115.0,0.129,0.324
2019-01-30 01:00,118.5,0.195,0.324
2019-01-30 00:00,121.0,-0.003,0.324
2019-01-29 23:00,116.4,0.129,0.324
2019-01-29 22:00,117.2,0.063,0.324
2019-01-29 21:00,107.9,0.195,0.324
2019-01-29 20:00,96.9,0.195,0.196
2019-01-29 19:00,79.6,0.195,0.34
2019-01-29 18:00,52.29,0.196,0.341
2019-01-29 17:00,34.88,0.131,0.341
2019-01-29 16:00,22.91,0.13,0.216
2019-01-29 15:00,25.92,-0.003,0.363
2019-01-29 14:00,24.54,0.063,0.226
2019-01-29 13:00,31.81,0.063,0.206
2019-01-29 12:00,47.91,0.129,0.34
2019-01-29 11:00,55.17,0.129,0.392
2019-01-29 10:00,97.3,0.195,0.459
2019-01-29 09:00,102.9,0.129,0.328
2019-01-29 08:00,107.9,0.129,0.332
2019-01-29 07:00,103.5,0.129,0.33
2019-01-29 06:00,95.1,0.392,0.331
2019-01-29 05:00,83.5,0.129,0.332
2019-01-29 04:00,81.0,0.195,0.33
2019-01-29 03:00,71.7,0.195,0.326
2019-01-29 02:00,53.15,0.195,0.461
2019-01-29 01:00,35.8,0.063,0.33
2019-01-29 00:00,20.22,0.129,0.326
2019-01-28 23:00,9.69,0.063,0.332
2019-01-28 22:00,6.024,0.195,0.333
2019-01-28 21:00,4.061,0.261,0.341
2019-01-28 20:00,2.949,0.129,0.339
2019-01-28 19:00,5.832,0.066,0.475
2019-01-28 18:00,8.91,0.129,0.341
2019-01-28 17:00,12.96,0.134,0.281
2019-01-28 16:00,20.23,-0.001,0.351
2019-01-28 15:00,27.16,0.196,0.225
2019-01-28 14:00,29.91,0.063,0.23
2019-01-28 13:00,35.93,0.063,0.349
2019-01-28 12:00,42.08,0.063,0.349
2019-01-28 11:00,56.87,0.195,0.213
2019-01-28 10:00,78.0,0.327,0.34
2019-01-28 09:00,105.1,0.261,0.071
2019-01-28 08:00,118.1,0.195,0.406
2019-01-28 07:00,121.0,0.195,0.341
2019-01-28 06:00,117.0,0.195,0.34
2019-01-28 05:00,112.7,0.327,0.34
2019-01-28 04:00,105.2,0.195,0.341
2019-01-28 03:00,103.0,0.327,0.408
2019-01-28 02:00,110.2,0.195,0.341
2019-01-28 01:00,97.2,0.198,0.482
2019-01-28 00:00,89.9,0.133,0.349
2019-01-27 23:00,83.9,0.07,0.483
2019-01-27 22:00,78.5,0.071,0.352
2019-01-27 21:00,71.4,0.268,0.492
2019-01-27 20:00,38.35,0.071,0.231
2019-01-27 19:00,18.13,0.203,0.507
2019-01-27 18:00,14.47,0.071,0.38
2019-01-27 17:00,14.27,0.071,0.381
2019-01-27 16:00,19.05,0.203,0.255
2019-01-27 15:00,24.22,0.203,0.267
2019-01-27 14:00,22.98,0.071,0.268
2019-01-27 13:00,20.88,0.2,0.254
2019-01-27 12:00,21.54,0.197,0.448
2019-01-27 11:00,34.49,0.069,0.381
2019-01-27 10:00,26.84,0.002,0.381
2019-01-27 09:00,31.29,0.134,0.38
2019-01-27 08:00,35.8,0.07,0.381
2019-01-27 07:00,35.73,0.066,0.383
2019-01-27 06:00,36.72,0.068,0.384
2019-01-27 05:00,31.74,0.202,0.381
2019-01-27 04:00,28.93,0.137,0.384
2019-01-27 03:00,29.45,0.201,0.388
2019-01-27 02:00,27.88,0.07,0.389
2019-01-27 01:00,28.21,0.203,0.389
2019-01-27 00:00,28.67,0.335,0.255
2019-01-26 23:00,29.45,0.202,0.389
2019-01-26 22:00,29.19,0.335,0.456
2019-01-26 21:00,26.97,0.334,0.389
2019-01-26 20:00,21.8,0.335,0.389
2019-01-26 19:00,20.69,0.203,0.254
2019-01-26 18:00,19.71,0.335,0.389
2019-01-26 17:00,18.27,0.335,0.389
2019-01-26 16:00,25.4,0.071,0.389
2019-01-26 15:00,28.15,0.203,0.399
2019-01-26 14:00,25.53,0.202,0.265
2019-01-26 13:00,25.33,0.199,0.12
2019-01-26 12:00,35.41,0.066,0.381
2019-01-26 11:00,40.18,0.065,0.515
2019-01-26 10:00,30.96,0.195,0.507
2019-01-26 09:00,33.9,0.064,0.104
2019-01-26 08:00,35.41,0.065,0.104
2019-01-26 07:00,35.41,0.197,0.507
2019-01-26 06:00,34.75,0.07,0.373
2019-01-26 05:00,33.64,0.129,0.507
2019-01-26 04:00,32.79,0.196,0.507
2019-01-26 03:00,30.57,0.195,0.507
2019-01-26 02:00,28.54,0.068,0.499
2019-01-26 01:00,30.7,0.132,0.491
2019-01-26 00:00,32.53,0.198,0.222
2019-01-25 23:00,34.1,0.201,0.228
2019-01-25 22:00,32.27,0.201,0.495
2019-01-25 21:00,33.58,0.203,0.499
2019-01-25 20:00,34.62,0.203,0.494
2019-01-25 19:00,35.34,0.136,0.226
2019-01-25 18:00,41.17,0.335,0.499
2019-01-25 17:00,41.23,0.335,0.365
2019-01-25 16:00,31.15,0.203,0.373
2019-01-25 15:00,30.83,0.202,0.373
2019-01-25 14:00,29.32,0.003,0.373
2019-01-25 13:00,26.44,0.001,0.237
2019-01-25 12:00,24.81,0.003,0.499
2019-01-25 11:00,28.67,0.198,0.363
2019-01-25 10:00,35.93,0.331,0.355
2019-01-25 09:00,38.42,0.327,0.349
2019-01-25 08:00,38.81,0.195,0.483
2019-01-25 07:00,36.98,0.195,0.884
2019-01-25 06:00,35.15,0.328,0.617
2019-01-25 05:00,31.74,0.197,0.616
2019-01-25 04:00,32.33,0.199,0.752
2019-01-25 03:00,37.11,0.202,0.752
2019-01-25 02:00,34.56,0.201,0.752
2019-01-25 01:00,36.98,0.134,0.617
2019-01-25 00:00,42.47,0.202,0.744
2019-01-24 23:00,43.0,0.068,0.744
2019-01-24 22:00,41.95,0.071,0.752
2019-01-24 21:00,41.17,0.202,0.752
2019-01-24 20:00,40.64,0.203,0.752
2019-01-24 19:00,45.81,0.071,0.619
2019-01-24 18:00,46.14,0.203,0.619
2019-01-24 17:00,43.85,0.203,0.625
2019-01-24 16:00,46.14,0.203,0.625
2019-01-24 15:00,48.3,0.203,0.564
2019-01-24 14:00,53.53,0.203,0.633
2019-01-24 13:00,51.37,0.202,0.633
2019-01-24 12:00,54.58,0.331,0.633
2019-01-24 11:00,52.81,0.333,0.633
2019-01-24 10:00,53.4,0.196,0.625
2019-01-24 09:00,54.91,0.198,0.491
2019-01-24 08:00,59.55,0.197,0.355
2019-01-24 07:00,60.27,0.197,0.353
2019-01-24 06:00,61.65,0.069,0.351
2019-01-24 05:00,59.42,0.201,1.968
2019-01-24 04:00,59.55,0.202,1.834
2019-01-24 03:00,60.08,0.203,1.7
2019-01-24 02:00,61.32,0.267,1.432
2019-01-24 01:00,62.89,0.203,1.431
2019-01-24 00:00,65.96,0.201,1.566
2019-01-23 23:00,67.01,0.202,1.438
2019-01-23 22:00,69.24,0.203,1.439
2019-01-23 21:00,70.2,0.202,1.707
2019-01-23 20:00,74.4,0.203,1.64
