Date/Time (PST),""" - 2700' - Berne",""" - 3950' - Stevens Pass - Schmidt Haus",""" - 4800' - Stevens Pass - Brooks Precipitation"
2019-01-23 19:00,77.2,0.071,1.64
2019-01-23 18:00,84.0,0.203,1.708
2019-01-23 17:00,98.9,0.269,1.708
2019-01-23 16:00,107.6,0.203,1.644
2019-01-23 15:00,103.7,0.203,1.715
2019-01-23 14:00,95.8,0.335,1.714
2019-01-23 13:00,72.2,0.203,1.85
2019-01-23 12:00,51.31,0.334,1.847
2019-01-23 11:00,45.42,0.333,1.909
2019-01-23 10:00,45.55,10.35,1.843
2019-01-23 09:00,46.33,10.61,1.439
2019-01-23 08:00,45.94,10.88,0.768
2019-01-23 07:00,48.82,10.88,1.037
2019-01-23 06:00,45.42,11.93,0.768
2019-01-23 05:00,45.16,10.62,0.502
2019-01-23 04:00,44.24,10.75,10.84
2019-01-23 03:00,42.54,10.88,11.11
2019-01-23 02:00,47.25,10.95,11.11
2019-01-23 01:00,10.22,11.14,11.24
2019-01-23 00:00,10.61,11.34,11.24
2019-01-22 23:00,10.61,11.41,11.24
2019-01-22 22:00,35.21,10.09,9.89
2019-01-22 21:00,7.66,8.38,8.42
2019-01-22 20:00,6.487,7.85,7.878
2019-01-22 19:00,5.832,6.993,6.804
2019-01-22 18:00,4.131,5.409,4.252
2019-01-22 17:00,3.084,2.769,3.917
2019-01-22 16:00,1.972,2.772,2.575
2019-01-22 15:00,0.402,-0.79,1.64
2019-01-22 14:00,0.14,0.395,0.768
2019-01-22 13:00,0.271,0.592,0.633
2019-01-22 12:00,0.14,0.593,0.625
2019-01-22 11:00,0.336,0.657,0.618
2019-01-22 10:00,0.204,0.393,0.483
2019-01-22 09:00,0.27,0.328,0.341
2019-01-22 08:00,0.269,0.195,0.339
2019-01-22 07:00,0.074,0.195,0.475
2019-01-22 06:00,0.662,0.195,0.877
2019-01-22 05:00,0.662,0.195,0.474
2019-01-22 04:00,0.661,0.195,0.474
2019-01-22 03:00,0.66,0.195,0.475
2019-01-22 02:00,0.659,0.195,0.609
2019-01-22 01:00,0.593,0.261,0.604
2019-01-22 00:00,0.66,0.195,0.46
2019-01-21 23:00,0.66,0.197,0.459
2019-01-21 22:00,0.659,0.195,0.459
2019-01-21 21:00,0.658,0.132,0.459
2019-01-21 20:00,0.659,0.132,0.456
2019-01-21 19:00,0.663,0.199,0.593
2019-01-21 18:00,0.663,0.133,0.475
2019-01-21 17:00,0.598,0.202,0.475
2019-01-21 16:00,0.598,0.202,0.475
2019-01-21 15:00,0.598,0.069,0.477
2019-01-21 14:00,0.663,0.068,0.483
2019-01-21 13:00,0.663,0.065,0.349
2019-01-21 12:00,0.598,0.196,0.477
2019-01-21 11:00,0.598,0.064,0.475
2019-01-21 10:00,0.661,0.13,0.473
2019-01-21 09:00,0.658,0.063,0.459
2019-01-21 08:00,0.788,0.129,0.459
2019-01-21 07:00,0.658,0.195,0.466
2019-01-21 06:00,0.658,0.195,0.338
2019-01-21 05:00,0.658,0.327,0.475
2019-01-21 04:00,0.659,0.327,0.609
2019-01-21 03:00,0.789,0.394,0.609
2019-01-21 02:00,0.593,0.459,0.609
2019-01-21 01:00,0.595,0.327,0.475
2019-01-21 00:00,0.595,0.329,0.475
2019-01-20 23:00,0.595,0.331,0.475
2019-01-20 22:00,0.597,0.329,0.34
2019-01-20 21:00,0.597,0.133,0.34
2019-01-20 20:00,0.663,0.064,0.341
2019-01-20 19:00,0.663,0.2,0.341
2019-01-20 18:00,0.598,0.195,0.341
2019-01-20 17:00,0.663,0.065,0.341
2019-01-20 16:00,0.598,0.067,0.349
2019-01-20 15:00,0.533,0.065,0.35
2019-01-20 14:00,0.598,0.063,0.215
2019-01-20 13:00,0.663,0.064,0.214
2019-01-20 12:00,0.598,0.063,0.216
2019-01-20 11:00,0.598,0.195,0.277
2019-01-20 10:00,0.598,0.195,0.341
2019-01-20 09:00,0.663,0.195,0.341
2019-01-20 08:00,0.598,0.195,0.408
2019-01-20 07:00,0.598,2.374,0.341
2019-01-20 06:00,0.598,2.373,0.475
2019-01-20 05:00,0.598,2.372,3.028
2019-01-20 04:00,0.598,2.442,3.028
2019-01-20 03:00,0.598,2.503,3.028
2019-01-20 02:00,0.598,2.373,3.095
2019-01-20 01:00,0.598,2.375,3.167
2019-01-20 00:00,0.598,2.376,3.17
2019-01-19 23:00,0.598,2.443,3.17
2019-01-19 22:00,0.598,2.376,3.17
2019-01-19 21:00,0.663,2.047,3.17
2019-01-19 20:00,0.598,2.708,2.498
2019-01-19 19:00,0.598,1.648,1.693
2019-01-19 18:00,0.663,1.518,1.558
2019-01-19 17:00,0.598,1.189,1.961
2019-01-19 16:00,0.663,0.992,2.101
2019-01-19 15:00,0.663,0.397,1.163
2019-01-19 14:00,0.271,0.728,0.894
2019-01-19 13:00,0.205,0.462,0.558
2019-01-19 12:00,1.71,0.592,0.625
2019-01-19 11:00,1.71,0.398,0.625
2019-01-19 10:00,1.579,0.393,0.624
2019-01-19 09:00,2.365,0.46,0.76
2019-01-19 08:00,2.43,0.394,0.894
2019-01-19 07:00,2.495,0.393,0.767
2019-01-19 06:00,2.495,0.393,0.768
2019-01-19 05:00,2.103,6.135,0.357
2019-01-19 04:00,1.841,6.264,7.199
2019-01-19 03:00,1.71,5.932,6.662
2019-01-19 02:00,1.579,5.738,6.662
2019-01-19 01:00,1.318,5.604,6.527
2019-01-19 00:00,1.187,5.079,5.722
2019-01-18 23:00,1.056,4.618,5.453
2019-01-18 22:00,0.86,4.023,5.05
2019-01-18 21:00,0.533,2.771,3.707
2019-01-18 20:00,0.14,1.982,2.634
2019-01-18 19:00,0.14,0.203,1.289
2019-01-18 18:00,0.14,0.071,0.617
2019-01-18 17:00,0.205,0.466,0.89
2019-01-18 16:00,0.336,0.466,0.894
2019-01-18 15:00,0.14,0.399,0.894
2019-01-18 14:00,0.009,0.4,0.902
2019-01-18 13:00,0.009,0.399,0.703
2019-01-18 12:00,0.009,0.2,0.7
2019-01-18 11:00,0.009,0.197,0.76
2019-01-18 10:00,0.14,0.329,0.752
2019-01-18 09:00,0.009,0.197,0.754
2019-01-18 08:00,0.14,0.199,0.752
2019-01-18 07:00,2.234,0.063,0.886
2019-01-18 06:00,2.299,0.197,0.618
2019-01-18 05:00,1.972,6.595,0.625
2019-01-18 04:00,2.299,6.135,7.744
2019-01-18 03:00,2.495,5.806,6.199
2019-01-18 02:00,2.626,4.947,5.864
2019-01-18 01:00,2.888,5.078,5.865
2019-01-18 00:00,2.495,4.616,5.327
2019-01-17 23:00,2.43,4.156,3.717
2019-01-17 22:00,1.972,2.97,4.52
2019-01-17 21:00,1.383,3.495,4.38
2019-01-17 20:00,0.663,2.97,3.841
2019-01-17 19:00,1.187,2.971,3.708
2019-01-17 18:00,0.794,1.785,3.172
2019-01-17 17:00,0.271,2.18,3.17
2019-01-17 16:00,0.271,1.389,2.834
2019-01-17 15:00,0.271,1.585,2.1
2019-01-17 14:00,0.402,1.519,2.37
2019-01-17 13:00,0.533,1.385,2.365
2019-01-17 12:00,0.271,1.384,2.365
2019-01-17 11:00,0.271,1.515,2.229
2019-01-17 10:00,0.271,1.581,2.094
2019-01-17 09:00,0.402,0.992,2.628
2019-01-17 08:00,0.271,1.383,2.625
2019-01-17 07:00,0.14,0.987,1.818
2019-01-17 06:00,0.533,0.327,1.415
2019-01-17 05:00,0.14,0.394,0.878
2019-01-17 04:00,0.14,0.197,0.475
2019-01-17 03:00,0.14,0.197,0.341
2019-01-17 02:00,0.14,0.197,0.475
2019-01-17 01:00,0.14,0.196,0.475
2019-01-17 00:00,0.14,0.261,0.475
2019-01-16 23:00,0.14,0.196,0.475
2019-01-16 22:00,0.14,0.195,0.473
2019-01-16 21:00,0.14,0.329,0.34
2019-01-16 20:00,0.14,0.063,0.475
2019-01-16 19:00,0.14,0.195,0.338
2019-01-16 18:00,0.139,0.196,0.341
2019-01-16 17:00,0.008,0.196,0.341
2019-01-16 16:00,0.137,0.195,0.341
2019-01-16 15:00,0.201,0.195,0.341
2019-01-16 14:00,0.138,0.195,0.346
2019-01-16 13:00,0.133,0.195,0.341
2019-01-16 12:00,0.26,0.063,0.339
2019-01-16 11:00,0.128,0.195,0.324
2019-01-16 10:00,0.128,0.195,0.324
2019-01-16 09:00,0.125,0.195,0.324
2019-01-16 08:00,0.124,0.195,0.459
2019-01-16 07:00,0.125,0.327,0.316
2019-01-16 06:00,0.124,0.195,0.316
2019-01-16 05:00,0.127,0.129,0.45
2019-01-16 04:00,0.128,0.195,0.314
2019-01-16 03:00,0.128,0.195,0.313
2019-01-16 02:00,0.128,0.195,0.31
2019-01-16 01:00,0.128,0.195,0.315
2019-01-16 00:00,0.128,0.327,0.318
2019-01-15 23:00,-0.003,0.195,0.324
2019-01-15 22:00,0.128,0.195,0.324
2019-01-15 21:00,0.128,0.195,0.324
2019-01-15 20:00,0.128,0.195,0.324
2019-01-15 19:00,0.128,0.131,0.325
2019-01-15 18:00,0.128,0.195,0.339
2019-01-15 17:00,0.129,0.195,0.34
2019-01-15 16:00,0.195,0.195,0.341
2019-01-15 15:00,0.194,0.195,0.341
2019-01-15 14:00,-0.003,0.195,0.341
2019-01-15 13:00,0.128,0.129,0.34
2019-01-15 12:00,0.128,0.195,0.392
2019-01-15 11:00,0.194,0.195,0.324
2019-01-15 10:00,0.128,0.063,0.324
2019-01-15 09:00,0.128,0.195,0.392
2019-01-15 08:00,0.128,0.195,0.459
2019-01-15 07:00,0.128,0.129,0.319
2019-01-15 06:00,0.128,0.129,0.317
2019-01-15 05:00,0.128,0.195,0.182
2019-01-15 04:00,0.128,0.195,0.319
2019-01-15 03:00,0.128,0.195,0.324
2019-01-15 02:00,0.128,0.195,0.399
2019-01-15 01:00,0.128,0.195,0.332
2019-01-15 00:00,0.128,0.195,0.392
2019-01-14 23:00,0.128,0.195,0.325
2019-01-14 22:00,0.194,0.195,0.392
2019-01-14 21:00,0.128,0.195,0.324
2019-01-14 20:00,0.128,0.195,0.325
2019-01-14 19:00,0.128,0.195,0.406
2019-01-14 18:00,0.129,0.196,0.341
2019-01-14 17:00,0.129,0.195,0.341
2019-01-14 16:00,0.26,0.197,0.349
2019-01-14 15:00,0.129,0.327,0.349
2019-01-14 14:00,0.128,0.195,0.349
2019-01-14 13:00,0.128,0.063,0.349
2019-01-14 12:00,0.128,0.327,0.342
2019-01-14 11:00,0.128,0.261,0.34
2019-01-14 10:00,-0.003,0.195,0.467
2019-01-14 09:00,0.128,0.393,0.393
2019-01-14 08:00,0.128,0.195,0.325
2019-01-14 07:00,0.128,0.261,0.257
2019-01-14 06:00,0.128,0.195,0.19
2019-01-14 05:00,0.128,0.195,0.324
2019-01-14 04:00,0.128,0.064,0.193
2019-01-14 03:00,0.129,0.195,0.34
2019-01-14 02:00,0.13,0.195,0.337
2019-01-14 01:00,0.133,0.331,0.206
2019-01-14 00:00,0.134,0.329,0.34
2019-01-13 23:00,0.134,0.397,0.341
2019-01-13 22:00,0.136,0.197,0.341
2019-01-13 21:00,0.134,0.196,0.205
2019-01-13 20:00,0.134,0.199,0.273
2019-01-13 19:00,0.2,0.331,0.339
2019-01-13 18:00,0.199,0.197,0.207
2019-01-13 17:00,0.129,0.199,0.214
2019-01-13 16:00,0.131,0.201,0.351
2019-01-13 15:00,0.131,0.199,0.215
2019-01-13 14:00,0.13,0.198,0.214
2019-01-13 13:00,0.129,0.065,0.349
2019-01-13 12:00,0.194,0.261,0.273
2019-01-13 11:00,0.129,0.196,0.341
2019-01-13 10:00,0.129,0.328,0.341
2019-01-13 09:00,0.129,0.195,0.341
2019-01-13 08:00,0.129,0.327,0.341
2019-01-13 07:00,0.13,0.261,0.341
2019-01-13 06:00,0.134,0.265,0.341
2019-01-13 05:00,0.134,0.329,0.408
2019-01-13 04:00,0.137,0.197,0.341
2019-01-13 03:00,0.135,0.199,0.273
2019-01-13 02:00,0.137,0.197,0.206
2019-01-13 01:00,0.139,0.196,0.274
2019-01-13 00:00,0.138,0.195,0.274
2019-01-12 23:00,0.137,0.329,0.341
2019-01-12 22:00,0.137,0.202,0.341
2019-01-12 21:00,0.135,0.333,0.342
2019-01-12 20:00,0.074,0.199,0.279
2019-01-12 19:00,0.14,0.201,0.347
2019-01-12 18:00,-0.056,0.202,0.348
2019-01-12 17:00,0.14,0.202,0.214
2019-01-12 16:00,0.14,0.201,0.215
2019-01-12 15:00,0.14,0.202,0.357
2019-01-12 14:00,-0.056,0.199,0.232
2019-01-12 13:00,0.14,0.2,0.226
2019-01-12 12:00,0.14,0.198,0.215
2019-01-12 11:00,0.14,0.198,0.216
2019-01-12 10:00,0.14,0.199,0.216
2019-01-12 09:00,0.14,0.199,0.214
2019-01-12 08:00,0.205,0.198,0.281
2019-01-12 07:00,0.14,0.197,0.214
2019-01-12 06:00,0.14,0.198,0.214
2019-01-12 05:00,0.271,0.199,0.215
2019-01-12 04:00,0.14,0.198,0.349
2019-01-12 03:00,0.14,0.2,0.349
2019-01-12 02:00,0.14,0.199,0.35
2019-01-12 01:00,0.14,0.198,0.349
2019-01-12 00:00,0.205,0.199,0.215
2019-01-11 23:00,0.14,0.2,0.214
2019-01-11 22:00,0.14,0.199,0.215
2019-01-11 21:00,0.205,0.2,0.35
2019-01-11 20:00,0.14,0.196,0.35
2019-01-11 19:00,0.14,0.199,0.352
2019-01-11 18:00,0.205,0.199,0.349
2019-01-11 17:00,0.14,0.201,0.35
2019-01-11 16:00,0.205,0.199,0.355
2019-01-11 15:00,0.205,0.071,0.357
2019-01-11 14:00,0.14,0.199,0.357
2019-01-11 13:00,0.14,0.196,0.357
2019-01-11 12:00,0.14,0.197,0.222
2019-01-11 11:00,0.14,0.195,0.216
2019-01-11 10:00,0.14,0.195,0.216
2019-01-11 09:00,0.14,0.262,0.349
2019-01-11 08:00,0.14,0.195,0.617
2019-01-11 07:00,0.14,0.261,0.62
2019-01-11 06:00,0.14,0.195,0.483
2019-01-11 05:00,0.14,0.195,0.485
2019-01-11 04:00,0.14,0.195,0.618
2019-01-11 03:00,0.14,0.195,0.483
2019-01-11 02:00,0.14,0.195,0.617
2019-01-11 01:00,0.205,0.195,0.483
2019-01-11 00:00,0.14,0.197,0.349
2019-01-10 23:00,0.205,0.196,0.08
2019-01-10 22:00,0.14,0.197,0.22
2019-01-10 21:00,0.14,0.2,0.35
2019-01-10 20:00,0.14,0.133,0.625
2019-01-10 19:00,0.14,0.2,0.627
2019-01-10 18:00,0.14,0.198,0.76
2019-01-10 17:00,-0.056,0.2,0.76
2019-01-10 16:00,0.14,0.202,0.632
2019-01-10 15:00,0.14,0.199,0.776
2019-01-10 14:00,0.205,0.199,0.641
2019-01-10 13:00,0.14,0.199,0.507
2019-01-10 12:00,0.14,0.065,0.109
2019-01-10 11:00,0.205,0.195,0.373
2019-01-10 10:00,0.205,0.261,0.499
2019-01-10 09:00,2.757,0.195,0.499
2019-01-10 08:00,2.888,0.195,30.58
2019-01-10 07:00,3.084,0.195,31.25
2019-01-10 06:00,3.15,0.327,30.71
2019-01-10 05:00,3.281,5.074,30.71
2019-01-10 04:00,3.281,5.008,6.811
2019-01-10 03:00,3.281,4.943,5.333
2019-01-10 02:00,3.279,4.283,5.332
2019-01-10 01:00,3.147,3.228,4.655
2019-01-10 00:00,1.97,2.766,3.847
2019-01-09 23:00,1.84,2.7,46.76
2019-01-09 22:00,2.43,2.568,3.976
2019-01-09 21:00,1.121,1.975,3.168
2019-01-09 20:00,-0.253,2.305,3.169
2019-01-09 19:00,1.383,1.647,2.899
2019-01-09 18:00,1.056,1.25,2.226
2019-01-09 17:00,0.14,0.989,1.955
2019-01-09 16:00,0.467,0.393,46.76
2019-01-09 15:00,0.598,0.394,46.76
2019-01-09 14:00,0.402,0.392,1.691
2019-01-09 13:00,0.271,0.392,1.155
2019-01-09 12:00,0.271,0.393,1.286
2019-01-09 11:00,0.2,0.392,1.415
2019-01-09 10:00,0.465,0.327,1.415
2019-01-09 09:00,0.333,0.327,1.682
2019-01-09 08:00,0.269,0.195,1.818
2019-01-09 07:00,0.136,0.129,1.818
2019-01-09 06:00,0.137,0.261,1.817
2019-01-09 05:00,1.839,6.195,1.012
2019-01-09 04:00,1.051,5.47,0.337
2019-01-09 03:00,0.922,5.206,0.332
2019-01-09 02:00,0.662,4.744,6.373
2019-01-09 01:00,0.921,5.14,6.641
2019-01-09 00:00,0.66,5.074,6.238
2019-01-08 23:00,0.594,5.074,7.045
2019-01-08 22:00,0.594,5.074,6.373
2019-01-08 21:00,0.661,4.612,5.163
2019-01-08 20:00,0.724,4.151,5.835
2019-01-08 19:00,0.66,3.953,46.76
2019-01-08 18:00,0.531,3.623,46.76
2019-01-08 17:00,1.185,3.162,4.088
2019-01-08 16:00,0.532,3.162,4.222
2019-01-08 15:00,0.268,2.436,3.013
2019-01-08 14:00,0.14,2.436,1.534
2019-01-08 13:00,0.138,1.645,2.475
2019-01-08 12:00,0.138,1.25,1.803
2019-01-08 11:00,0.528,0.854,0.456
2019-01-08 10:00,0.136,0.986,0.722
2019-01-08 09:00,0.269,0.195,0.451
2019-01-08 08:00,0.136,0.195,0.317
2019-01-08 07:00,0.137,0.129,0.316
2019-01-08 06:00,0.267,0.261,0.316
2019-01-08 05:00,0.137,2.436,2.868
2019-01-08 04:00,0.521,2.436,2.868
2019-01-08 03:00,19.24,2.436,3.004
2019-01-08 02:00,0.783,2.568,3.065
2019-01-08 01:00,0.783,2.7,3.132
2019-01-08 00:00,0.652,2.7,3.266
2019-01-07 23:00,0.586,2.502,2.86
2019-01-07 22:00,0.455,2.766,2.997
2019-01-07 21:00,0.652,2.898,3.065
2019-01-07 20:00,0.591,2.766,2.997
2019-01-07 19:00,0.724,2.898,3.407
2019-01-07 18:00,0.791,2.964,3.412
2019-01-07 17:00,0.925,2.964,3.679
2019-01-07 16:00,0.794,3.096,3.691
2019-01-07 15:00,0.925,3.096,3.632
2019-01-07 14:00,0.794,3.096,3.565
2019-01-07 13:00,0.925,3.096,3.296
2019-01-07 12:00,0.86,2.7,2.893
2019-01-07 11:00,0.14,2.7,1.076
2019-01-07 10:00,0.399,1.382,1.402
2019-01-07 09:00,0.138,0.92,0.862
2019-01-07 08:00,0.205,0.722,0.459
2019-01-07 07:00,0.139,0.458,0.326
2019-01-07 06:00,2.036,0.195,0.405
2019-01-07 05:00,2.756,7.32,7.726
2019-01-07 04:00,1.841,7.71,7.586
2019-01-07 03:00,1.187,5.601,7.321
2019-01-07 02:00,1.056,6.261,6.518
2019-01-07 01:00,1.448,4.019,4.237
2019-01-07 00:00,1.315,3.557,3.431
2019-01-06 23:00,1.055,3.096,2.49
2019-01-06 22:00,0.793,2.305,1.683
2019-01-06 21:00,0.138,1.975,1.681
2019-01-06 20:00,0.398,1.579,1.133
2019-01-06 19:00,0.267,1.382,1.131
2019-01-06 18:00,0.269,1.645,1.265
2019-01-06 17:00,0.271,1.579,1.258
2019-01-06 16:00,0.271,1.645,1.139
2019-01-06 15:00,0.271,1.382,1.012
2019-01-06 14:00,0.271,1.58,1.147
2019-01-06 13:00,0.271,0.986,1.147
2019-01-06 12:00,0.271,1.25,1.147
2019-01-06 11:00,0.271,0.392,0.881
2019-01-06 10:00,0.271,1.25,0.609
2019-01-06 09:00,0.14,1.118,0.744
2019-01-06 08:00,0.205,0.458,0.341
2019-01-06 07:00,0.14,0.458,0.341
2019-01-06 06:00,0.663,0.195,0.341
2019-01-06 05:00,0.598,2.371,3.901
2019-01-06 04:00,0.598,2.173,3.035
2019-01-06 03:00,0.205,1.845,0.617
2019-01-06 02:00,0.271,1.777,2.498
2019-01-06 01:00,0.271,1.777,2.229
2019-01-06 00:00,0.14,1.25,1.69
2019-01-05 23:00,0.14,0.59,1.02
2019-01-05 22:00,0.14,0.459,0.886
2019-01-05 21:00,0.14,0.593,1.02
2019-01-05 20:00,0.14,0.723,1.019
2019-01-05 19:00,0.14,0.79,1.02
2019-01-05 18:00,0.14,0.395,0.214
2019-01-05 17:00,0.14,0.195,0.349
2019-01-05 16:00,0.141,0.196,0.215
2019-01-05 15:00,0.14,0.195,0.215
2019-01-05 14:00,0.14,0.195,0.349
2019-01-05 13:00,0.14,0.327,0.351
2019-01-05 12:00,0.14,0.327,0.289
2019-01-05 11:00,0.14,0.195,0.223
2019-01-05 10:00,0.14,0.196,0.221
2019-01-05 09:00,0.663,0.195,0.355
2019-01-05 08:00,0.205,0.327,0.35
2019-01-05 07:00,0.14,0.196,0.349
2019-01-05 06:00,0.14,0.195,0.349
2019-01-05 05:00,0.14,0.988,2.096
2019-01-05 04:00,0.14,0.922,2.096
2019-01-05 03:00,0.14,0.987,2.096
2019-01-05 02:00,0.14,0.988,2.099
2019-01-05 01:00,0.205,0.988,2.102
2019-01-05 00:00,0.271,0.987,2.101
2019-01-04 23:00,0.205,0.987,2.095
2019-01-04 22:00,0.14,0.986,2.097
2019-01-04 21:00,0.14,0.987,2.095
2019-01-04 20:00,0.075,0.991,2.097
2019-01-04 19:00,0.271,0.989,2.103
2019-01-04 18:00,0.14,0.989,2.108
2019-01-04 17:00,0.14,1.122,1.974
2019-01-04 16:00,0.14,1.122,1.976
2019-01-04 15:00,0.205,1.185,1.573
2019-01-04 14:00,0.14,1.184,1.573
2019-01-04 13:00,0.205,1.251,1.573
2019-01-04 12:00,0.598,0.987,1.305
2019-01-04 11:00,0.271,0.987,1.305
2019-01-04 10:00,0.14,0.722,1.028
2019-01-04 09:00,0.14,0.592,0.357
2019-01-04 08:00,0.205,0.327,0.491
2019-01-04 07:00,0.271,0.195,0.491
2019-01-04 06:00,0.205,0.196,0.491
2019-01-04 05:00,0.205,0.395,0.492
2019-01-04 04:00,0.271,0.395,3.922
2019-01-04 03:00,0.271,0.395,3.319
2019-01-04 02:00,0.271,0.394,3.05
2019-01-04 01:00,0.271,0.199,0.969
2019-01-04 00:00,0.205,0.201,0.5
2019-01-03 23:00,0.205,0.199,0.371
2019-01-03 22:00,0.14,0.2,0.371
2019-01-03 21:00,0.271,0.202,0.373
2019-01-03 20:00,0.271,0.202,0.507
2019-01-03 19:00,0.271,0.203,0.507
2019-01-03 18:00,0.271,0.203,0.373
2019-01-03 17:00,0.271,0.071,0.373
2019-01-03 16:00,0.14,0.202,0.373
2019-01-03 15:00,0.14,0.203,0.375
2019-01-03 14:00,0.14,0.201,0.381
2019-01-03 13:00,0.14,0.202,0.314
2019-01-03 12:00,0.14,0.198,0.515
2019-01-03 11:00,0.14,0.201,0.381
2019-01-03 10:00,0.14,0.066,0.379
2019-01-03 09:00,0.205,0.134,0.38
2019-01-03 08:00,0.205,0.197,0.514
2019-01-03 07:00,0.205,0.066,0.245
2019-01-03 06:00,0.271,0.064,0.381
2019-01-03 05:00,0.271,0.395,0.381
2019-01-03 04:00,0.271,0.197,0.381
2019-01-03 03:00,0.14,0.198,0.378
2019-01-03 02:00,0.14,0.327,0.507
2019-01-03 01:00,0.203,0.198,0.373
2019-01-03 00:00,0.14,0.329,0.373
2019-01-02 23:00,0.14,0.265,0.238
2019-01-02 22:00,0.139,0.394,0.503
2019-01-02 21:00,0.14,0.395,0.499
2019-01-02 20:00,0.138,0.196,0.491
2019-01-02 19:00,0.139,0.261,0.35
2019-01-02 18:00,0.139,0.196,0.349
2019-01-02 17:00,0.14,0.196,0.349
2019-01-02 16:00,0.14,0.328,0.351
2019-01-02 15:00,0.14,0.195,0.222
2019-01-02 14:00,0.14,0.195,0.365
2019-01-02 13:00,0.14,0.063,0.366
2019-01-02 12:00,0.14,0.063,0.365
2019-01-02 11:00,0.137,0.063,0.365
2019-01-02 10:00,0.134,0.129,0.365
2019-01-02 09:00,0.13,0.129,0.499
2019-01-02 08:00,0.128,0.195,0.498
2019-01-02 07:00,0.129,0.129,0.498
2019-01-02 06:00,0.128,0.063,0.494
2019-01-02 05:00,0.128,0.195,0.357
2019-01-02 04:00,0.128,0.195,0.349
2019-01-02 03:00,0.128,0.195,0.282
2019-01-02 02:00,0.128,0.195,0.491
2019-01-02 01:00,0.128,0.195,0.484
2019-01-02 00:00,0.128,0.261,0.349
2019-01-01 23:00,0.129,0.195,0.281
2019-01-01 22:00,0.134,0.195,0.349
2019-01-01 21:00,0.134,0.195,0.35
2019-01-01 20:00,0.136,0.196,0.483
2019-01-01 19:00,0.14,0.195,0.475
2019-01-01 18:00,0.14,0.195,0.341
2019-01-01 17:00,0.14,0.195,0.341
2019-01-01 16:00,0.205,0.196,0.341
2019-01-01 15:00,0.14,0.065,0.341
2019-01-01 14:00,0.14,0.063,0.341
2019-01-01 13:00,-0.187,0.129,0.341
2019-01-01 12:00,0.271,0.063,0.34
2019-01-01 11:00,0.14,0.063,0.459
2019-01-01 10:00,0.138,0.063,0.472
2019-01-01 09:00,0.137,0.327,0.329
2019-01-01 08:00,0.136,0.063,0.459
2019-01-01 07:00,0.136,0.129,0.459
2019-01-01 06:00,0.135,0.392,0.459
2019-01-01 05:00,0.137,0.195,0.459
2019-01-01 04:00,0.136,0.195,0.459
2019-01-01 03:00,0.134,0.195,0.392
2019-01-01 02:00,0.134,0.063,0.459
2019-01-01 01:00,0.134,0.195,0.459
2019-01-01 00:00,-0.064,0.063,0.459
