Date/Time (PST),Battery Voltage (v),Temperature (deg F),"24 Hour Snow ("")","Total Snow Depth ("")"
2019-06-22 17:00,13.17,41.78,-0.234,-3.932
2019-06-22 16:00,13.35,43.61,42.0,-4.203
2019-06-22 15:00,13.65,52.04,-0.406,-4.987
2019-06-22 14:00,14.89,51.8,0.252,-4.613
2019-06-22 13:00,16.22,48.83,-0.152,-4.25
2019-06-22 12:00,14.09,50.32,-0.168,-4.333
2019-06-22 11:00,16.11,46.97,-0.309,-4.175
2019-06-22 10:00,13.84,46.48,-0.25,-3.619
2019-06-22 09:00,13.43,45.18,-6.153,-3.487
2019-06-22 08:00,12.93,44.04,-0.252,-3.497
2019-06-22 07:00,12.8,42.82,-0.266,-3.171
2019-06-22 06:00,12.64,42.83,-0.2,-3.304
2019-06-22 05:00,12.59,41.07,-0.2,-2.905
2019-06-22 04:00,12.58,40.42,-0.2,-2.905
2019-06-22 03:00,12.59,40.18,-0.202,-2.914
2019-06-22 02:00,12.59,40.28,-0.137,-3.053
2019-06-22 01:00,12.6,40.14,-0.205,-3.132
2019-06-21 23:00,12.63,39.31,-0.143,-3.021
2019-06-21 22:00,12.69,38.69,-0.201,-3.375
2019-06-21 21:00,12.74,38.98,-0.2,-3.038
2019-06-21 20:00,12.8,39.71,-0.198,-3.56
2019-06-21 19:00,12.85,41.56,2.005,-3.487
2019-06-21 18:00,12.93,42.94,-0.25,-3.354
2019-06-21 17:00,13.12,45.2,-0.183,-4.012
2019-06-21 16:00,13.33,44.59,-0.234,-3.802
2019-06-21 15:00,13.63,44.59,-0.367,-4.598
2019-06-21 14:00,14.04,43.8,-0.306,-3.898
2019-06-21 13:00,14.43,43.57,-0.317,-3.885
2019-06-21 12:00,13.54,41.28,41.99,-4.498
2019-06-21 11:00,13.15,38.11,-0.2,-3.702
2019-06-21 10:00,13.01,37.59,-0.144,-4.02
2019-06-21 09:00,12.79,36.1,-0.213,-3.634
2019-06-21 08:00,12.67,35.29,1.045,-3.649
2019-06-21 07:00,12.62,34.88,-0.216,-3.386
2019-06-21 06:00,12.55,34.3,-0.216,-2.855
2019-06-21 05:00,12.55,33.89,-0.216,-2.855
2019-06-21 04:00,12.56,33.61,-0.216,-2.987
2019-06-21 03:00,12.55,33.75,-0.216,-3.585
2019-06-21 02:00,12.56,34.2,0.249,-2.855
2019-06-21 01:00,12.57,33.92,-6.189,-2.855
2019-06-21 00:00,12.58,33.79,-0.216,-3.12
2019-06-20 23:00,12.61,33.3,-0.216,-3.253
2019-06-20 22:00,12.65,33.75,-0.216,-2.987
2019-06-20 21:00,12.72,33.42,-0.216,-3.85
2019-06-20 20:00,12.77,33.78,-0.216,-3.651
2019-06-20 19:00,12.87,34.4,-0.212,-4.161
2019-06-20 18:00,13.02,34.64,-0.215,-4.112
2019-06-20 17:00,13.17,34.22,-0.214,-4.369
2019-06-20 16:00,13.25,34.5,-0.216,-4.58
2019-06-20 15:00,13.44,34.7,-0.216,-3.319
2019-06-20 14:00,13.48,34.22,42.06,-3.85
2019-06-20 13:00,13.58,32.99,-0.216,-3.651
2019-06-20 12:00,13.75,32.44,-6.122,-3.452
2019-06-20 11:00,13.7,32.01,-0.15,-3.718
2019-06-20 10:00,13.72,30.98,42.06,-3.718
2019-06-20 09:00,13.14,30.51,0.181,-3.26
2019-06-20 08:00,12.82,30.03,-5.8,-3.427
2019-06-20 07:00,12.61,29.12,0.174,-4.756
2019-06-20 06:00,12.57,28.96,0.041,-4.09
2019-06-20 05:00,12.56,28.51,-0.027,-3.173
2019-06-20 04:00,12.56,29.27,-0.225,-3.896
2019-06-20 03:00,12.57,29.65,-0.224,-4.091
2019-06-20 02:00,12.58,29.51,-0.224,-3.161
2019-06-20 01:00,12.6,29.68,-5.534,-3.427
2019-06-20 00:00,12.65,29.85,-0.354,-3.212
2019-06-19 23:00,12.7,30.53,-0.349,-3.186
2019-06-19 22:00,12.74,30.85,-0.349,-3.054
2019-06-19 21:00,12.79,32.16,-0.349,-3.054
2019-06-19 20:00,12.86,33.12,-0.347,-3.31
2019-06-19 19:00,12.99,34.7,-0.202,-3.444
2019-06-19 18:00,13.16,35.87,-0.2,-3.038
2019-06-19 17:00,13.37,39.02,-0.266,-3.436
2019-06-19 16:00,13.45,37.09,-0.333,-3.237
2019-06-19 15:00,13.52,36.95,-0.199,-3.231
2019-06-19 14:00,14.39,38.33,-0.325,-3.594
2019-06-19 13:00,13.74,35.51,-5.821,-3.155
2019-06-19 12:00,13.37,36.47,-0.333,-3.171
2019-06-19 11:00,13.52,34.75,-0.2,-3.503
2019-06-19 10:00,13.41,36.05,-0.339,-3.665
2019-06-19 09:00,13.01,34.98,-0.346,-3.306
2019-06-19 08:00,12.81,34.81,-0.216,-2.588
2019-06-19 07:00,12.8,34.5,-0.216,-2.987
2019-06-19 06:00,12.63,33.48,-0.216,-2.855
2019-06-19 05:00,12.6,32.93,-0.349,-2.722
2019-06-19 04:00,12.61,33.95,-0.349,-2.721
2019-06-19 03:00,12.64,34.36,-0.347,-2.711
2019-06-19 02:00,12.66,35.19,-0.339,-3.004
2019-06-19 01:00,12.68,36.11,15.79,-2.839
2019-06-19 00:00,12.71,36.65,-0.2,-3.038
2019-06-18 23:00,12.74,38.4,15.32,-3.569
2019-06-18 22:00,12.76,39.31,0.928,-3.702
2019-06-18 21:00,12.78,39.48,-0.2,-3.104
2019-06-18 20:00,12.8,39.21,-0.266,-3.499
2019-06-18 19:00,12.84,40.32,-0.184,-3.619
2019-06-18 18:00,12.92,41.63,0.812,-3.811
2019-06-18 17:00,13.06,46.17,-0.366,-4.197
2019-06-18 16:00,13.24,48.54,-0.409,-4.077
2019-06-18 15:00,13.61,49.79,-0.21,-3.545
2019-06-18 14:00,13.64,50.43,-0.409,-4.342
2019-06-18 13:00,16.03,50.94,-0.483,-4.648
2019-06-18 12:00,16.35,49.99,-0.292,-3.624
2019-06-18 11:00,15.9,47.91,-5.472,-3.537
2019-06-18 10:00,16.4,48.66,-0.301,-3.208
2019-06-18 09:00,15.99,48.16,-0.449,-1.895
2019-06-18 08:00,12.96,46.41,-0.25,-1.63
2019-06-18 07:00,13.03,44.83,-0.184,-1.696
2019-06-18 06:00,12.77,44.1,-0.25,-1.364
2019-06-18 05:00,12.68,44.01,41.99,-1.232
2019-06-18 04:00,12.67,43.55,41.99,-1.431
2019-06-18 03:00,12.69,44.71,-0.184,-0.767
2019-06-18 02:00,12.7,45.19,-0.184,-0.834
2019-06-18 01:00,12.73,45.6,-0.25,-0.502
2019-06-18 00:00,12.74,45.73,-0.25,-0.436
2019-06-17 23:00,12.77,46.24,0.877,-0.303
2019-06-17 22:00,12.78,46.76,-0.25,-0.303
2019-06-17 21:00,12.8,45.45,-0.184,-0.303
2019-06-17 20:00,12.83,46.23,-0.25,-0.7
2019-06-17 19:00,12.87,48.27,-0.168,-0.753
2019-06-17 18:00,12.96,50.56,-0.167,-0.879
2019-06-17 17:00,13.1,52.51,-0.285,-1.069
2019-06-17 16:00,13.29,53.11,-0.138,-1.661
2019-06-17 15:00,13.61,55.08,1.193,-1.76
2019-06-17 14:00,14.36,56.21,0.793,-1.11
2019-06-17 13:00,13.67,55.69,-0.204,0.197
2019-06-17 12:00,13.68,54.39,-0.279,0.018
2019-06-17 11:00,16.31,53.56,-0.285,0.853
2019-06-17 10:00,16.33,54.12,-0.291,0.623
2019-06-17 09:00,16.37,51.42,1.085,2.66
2019-06-17 08:00,13.22,48.83,-0.383,1.951
2019-06-17 07:00,12.96,45.94,41.99,2.482
2019-06-17 06:00,12.69,46.07,-6.219,3.41
2019-06-17 05:00,12.67,44.3,-0.254,3.257
2019-06-17 04:00,12.68,44.07,-0.187,3.396
2019-06-17 03:00,12.7,44.56,-0.258,3.237
2019-06-17 02:00,12.72,44.58,15.27,3.463
2019-06-17 01:00,12.74,45.33,-0.191,3.374
2019-06-17 00:00,12.74,44.28,41.99,3.645
2019-06-16 23:00,12.78,44.84,-0.253,3.132
2019-06-16 22:00,12.79,44.77,-5.821,3.411
2019-06-16 21:00,12.81,44.99,41.99,3.411
2019-06-16 20:00,12.84,46.85,-0.25,3.676
2019-06-16 19:00,12.88,48.24,-0.175,3.454
2019-06-16 18:00,12.98,49.33,-0.3,3.624
2019-06-16 17:00,13.18,52.76,-0.286,3.167
2019-06-16 16:00,13.39,53.08,-0.279,3.33
2019-06-16 15:00,13.54,54.25,-0.27,3.711
2019-06-16 14:00,14.56,54.05,-0.401,3.251
2019-06-16 13:00,15.85,53.46,-0.277,3.345
2019-06-16 12:00,14.09,53.73,-0.149,4.511
2019-06-16 11:00,14.82,54.74,-0.285,4.763
2019-06-16 10:00,14.47,54.86,-0.287,5.415
2019-06-16 09:00,14.63,53.73,-0.377,6.227
2019-06-16 08:00,12.73,49.92,-0.184,6.196
2019-06-16 07:00,12.66,48.88,-0.184,6.859
2019-06-16 06:00,12.64,46.1,-0.25,6.992
2019-06-16 05:00,12.65,46.1,-0.254,6.975
2019-06-16 04:00,12.67,46.34,-0.184,6.859
2019-06-16 03:00,12.69,46.91,-0.25,6.992
2019-06-16 02:00,12.7,47.1,-5.887,7.257
2019-06-16 01:00,12.73,48.07,-0.25,6.726
2019-06-16 00:00,12.74,47.7,-0.25,6.859
2019-06-15 23:00,12.75,48.12,-0.184,6.726
2019-06-15 22:00,12.78,49.24,-0.25,6.992
2019-06-15 21:00,12.79,48.91,-0.25,6.329
2019-06-15 20:00,12.81,49.12,1.415,6.899
2019-06-15 19:00,12.83,50.65,-5.604,7.203
2019-06-15 18:00,12.87,52.28,-0.158,6.193
2019-06-15 17:00,12.94,55.7,-5.714,5.714
2019-06-15 16:00,13.12,56.3,-0.13,6.861
2019-06-15 15:00,13.48,54.92,-0.194,6.869
2019-06-15 14:00,13.8,56.77,-0.261,6.737
2019-06-15 13:00,14.82,56.53,-6.553,6.604
2019-06-15 12:00,16.0,59.53,-0.273,7.602
2019-06-15 11:00,16.09,58.28,-0.409,7.85
2019-06-15 10:00,15.95,58.83,-0.285,7.678
2019-06-15 09:00,13.72,57.55,-0.302,9.32
2019-06-15 08:00,12.64,53.11,-0.317,9.64
2019-06-15 07:00,12.62,50.59,-0.184,9.91
2019-06-15 06:00,12.63,48.18,-0.184,9.78
2019-06-15 05:00,12.61,46.7,-0.187,9.76
2019-06-15 04:00,12.61,46.08,-6.159,10.28
2019-06-15 03:00,12.61,46.21,0.471,10.2
2019-06-15 02:00,12.62,45.19,-0.197,10.24
2019-06-15 01:00,12.64,44.98,-0.199,10.23
2019-06-15 00:00,12.65,43.83,-0.265,10.23
2019-06-14 23:00,12.69,44.04,-0.199,10.23
2019-06-14 22:00,12.72,44.21,-0.266,10.23
2019-06-14 21:00,12.75,43.93,-0.186,10.17
2019-06-14 20:00,12.78,44.68,-5.357,10.44
2019-06-14 19:00,12.82,47.27,-0.184,10.18
2019-06-14 18:00,12.87,47.91,-0.176,9.95
2019-06-14 17:00,13.0,49.87,-0.168,9.99
2019-06-14 16:00,13.21,48.98,-0.284,9.94
2019-06-14 15:00,13.59,49.92,-0.278,9.56
2019-06-14 14:00,14.59,48.39,-0.277,9.71
2019-06-14 13:00,13.52,51.22,-0.281,10.35
2019-06-14 12:00,13.26,51.28,-152.8,10.42
2019-06-14 11:00,13.51,49.18,-0.168,11.78
2019-06-14 10:00,14.0,48.83,-0.243,10.61
2019-06-14 09:00,13.41,46.17,-0.322,12.34
2019-06-14 08:00,12.65,44.71,-0.2,12.88
2019-06-14 07:00,12.65,42.08,-0.2,12.88
2019-06-14 06:00,12.69,38.14,-5.242,13.02
2019-06-14 05:00,12.65,39.23,-0.2,13.08
2019-06-14 04:00,12.67,41.45,2.056,13.08
2019-06-14 03:00,12.68,41.77,-0.206,12.85
2019-06-14 02:00,12.7,41.63,1.115,13.09
2019-06-14 01:00,12.72,38.3,0.06,14.32
2019-06-14 00:00,12.74,38.64,-0.2,12.62
2019-06-13 23:00,12.76,41.93,-0.191,12.86
2019-06-13 22:00,12.78,43.51,-0.184,12.7
2019-06-13 21:00,12.8,47.57,-0.181,12.31
2019-06-13 20:00,12.82,49.57,0.429,12.77
2019-06-13 19:00,12.86,50.78,-0.167,11.98
2019-06-13 18:00,12.94,53.9,-0.152,11.52
2019-06-13 17:00,13.02,56.21,-0.144,12.75
2019-06-13 16:00,13.24,59.61,-0.194,13.03
2019-06-13 15:00,13.45,62.07,-0.319,12.6
2019-06-13 14:00,13.89,61.44,-0.378,12.7
2019-06-13 13:00,14.03,62.25,-0.386,12.73
2019-06-13 12:00,14.21,63.49,1.859,13.36
2019-06-13 11:00,13.55,61.01,-0.204,14.24
2019-06-13 10:00,13.47,64.04,-0.209,14.75
2019-06-13 09:00,13.36,61.62,-0.286,15.76
2019-06-13 08:00,12.71,60.01,-0.168,16.22
2019-06-13 07:00,12.7,58.33,-0.036,16.35
2019-06-13 06:00,12.7,55.67,-0.176,16.84
2019-06-13 05:00,12.69,52.83,0.023,16.98
2019-06-13 04:00,12.71,53.07,-0.175,16.72
2019-06-13 03:00,12.72,53.66,1.22,16.2
2019-06-13 02:00,12.73,54.3,2.086,16.75
2019-06-13 01:00,12.75,54.96,-0.035,16.88
2019-06-13 00:00,12.77,55.72,-0.168,15.95
2019-06-12 23:00,12.78,57.52,0.031,17.15
2019-06-12 22:00,12.79,57.39,-0.168,16.62
2019-06-12 21:00,12.81,56.97,-0.165,17.03
2019-06-12 20:00,12.83,57.95,-0.086,16.96
2019-06-12 19:00,12.86,59.52,-0.144,17.06
2019-06-12 18:00,12.96,61.66,-0.139,15.56
2019-06-12 17:00,13.12,63.9,-0.127,16.55
2019-06-12 16:00,13.2,65.9,-0.245,15.56
2019-06-12 15:00,13.49,70.26,-0.311,14.1
2019-06-12 14:00,13.44,66.9,-0.31,16.88
2019-06-12 13:00,14.98,69.89,-0.245,17.01
2019-06-12 12:00,13.53,68.57,-0.322,16.7
2019-06-12 11:00,13.43,67.74,0.988,16.49
2019-06-12 10:00,15.57,64.4,-0.21,18.05
2019-06-12 09:00,13.1,61.37,-0.285,19.21
2019-06-12 08:00,12.9,58.13,41.86,18.9
2019-06-12 07:00,12.76,57.71,-0.168,19.53
2019-06-12 06:00,12.67,55.76,-0.17,20.05
2019-06-12 05:00,12.66,53.48,-0.169,20.32
2019-06-12 04:00,12.67,54.06,-0.168,20.06
2019-06-12 03:00,12.68,55.17,-6.002,20.73
2019-06-12 02:00,12.69,56.0,-0.168,20.06
2019-06-12 01:00,12.71,56.04,-0.168,20.06
2019-06-12 00:00,12.72,55.65,-0.301,19.8
2019-06-11 23:00,12.74,56.79,-0.168,20.59
2019-06-11 22:00,12.77,56.92,1.025,20.4
2019-06-11 21:00,12.79,57.99,1.025,20.06
2019-06-11 20:00,12.8,56.85,-0.157,20.31
2019-06-11 19:00,12.83,58.46,-0.085,20.14
2019-06-11 18:00,12.86,60.56,0.92,20.33
2019-06-11 17:00,12.91,66.11,-0.127,19.2
2019-06-11 16:00,13.05,66.46,0.418,19.93
2019-06-11 15:00,13.39,68.15,-0.311,19.26
2019-06-11 14:00,13.87,66.7,-0.443,19.4
2019-06-11 13:00,14.12,66.53,-0.312,19.66
2019-06-11 12:00,13.8,64.74,-0.328,19.85
2019-06-11 11:00,13.71,61.6,-6.108,20.97
2019-06-11 10:00,13.25,61.11,-0.086,21.86
2019-06-11 09:00,13.17,57.54,-0.168,22.52
2019-06-11 08:00,12.66,53.88,-0.176,23.08
2019-06-11 07:00,12.66,52.45,-0.184,23.31
2019-06-11 06:00,12.66,50.86,-0.184,23.77
2019-06-11 05:00,12.64,50.03,0.811,23.7
2019-06-11 04:00,12.65,49.99,-0.184,23.57
2019-06-11 03:00,12.67,51.04,-0.184,23.57
2019-06-11 02:00,12.69,46.61,-0.184,23.04
2019-06-11 01:00,12.71,47.26,-0.192,23.54
2019-06-11 00:00,12.73,44.72,-0.184,24.1
2019-06-10 23:00,12.75,47.22,1.275,23.7
2019-06-10 22:00,12.77,47.45,-0.184,24.37
2019-06-10 21:00,12.79,47.17,-0.184,24.37
2019-06-10 20:00,12.8,47.33,-0.184,23.84
2019-06-10 19:00,12.83,48.57,-0.176,23.74
2019-06-10 18:00,12.88,50.24,-0.301,22.58
2019-06-10 17:00,12.98,52.19,-0.286,23.31
2019-06-10 16:00,13.16,54.43,-0.142,23.76
2019-06-10 15:00,13.54,55.39,-0.271,23.25
2019-06-10 14:00,14.06,56.89,-0.404,22.98
2019-06-10 13:00,13.42,55.13,-0.277,23.55
2019-06-10 12:00,13.68,55.31,16.22,24.02
2019-06-10 11:00,13.69,55.47,0.179,24.25
2019-06-10 10:00,16.12,55.61,-5.863,25.53
2019-06-10 09:00,13.12,53.78,-0.378,26.84
2019-06-10 08:00,12.73,50.25,-0.184,26.75
2019-06-10 07:00,12.73,48.36,-0.184,27.15
2019-06-10 06:00,12.68,48.01,-0.2,27.48
2019-06-10 05:00,12.64,43.93,-0.2,26.68
2019-06-10 04:00,12.66,46.18,0.861,27.21
2019-06-10 03:00,12.68,42.52,1.259,27.35
2019-06-10 02:00,12.69,43.67,-0.067,27.48
2019-06-10 01:00,12.71,43.6,-5.242,27.48
2019-06-10 00:00,12.74,43.24,-0.2,27.74
2019-06-09 23:00,12.76,43.03,-0.2,27.88
2019-06-09 22:00,12.79,44.0,-0.067,27.88
2019-06-09 21:00,12.81,42.54,-0.196,26.84
2019-06-09 20:00,12.83,43.41,-0.184,26.29
2019-06-09 19:00,12.88,45.38,-0.184,25.96
2019-06-09 18:00,12.96,47.29,-0.168,26.43
2019-06-09 17:00,13.15,49.55,-0.158,26.48
2019-06-09 16:00,13.37,51.02,-0.416,25.84
2019-06-09 15:00,13.56,52.82,41.87,26.62
2019-06-09 14:00,13.31,53.81,-0.273,26.55
2019-06-09 13:00,14.79,55.08,-0.475,25.74
2019-06-09 12:00,13.51,54.97,-0.285,26.63
2019-06-09 11:00,13.83,52.9,-0.426,26.79
2019-06-09 10:00,13.64,51.59,-0.367,27.49
2019-06-09 09:00,13.54,50.17,-0.317,28.48
2019-06-09 08:00,12.78,48.01,-62.56,28.67
2019-06-09 07:00,12.64,46.76,-0.201,28.27
2019-06-09 06:00,12.61,43.68,-0.214,28.88
2019-06-09 05:00,12.58,41.95,-0.15,29.27
2019-06-09 04:00,12.59,38.64,-0.218,29.19
2019-06-09 03:00,12.61,35.94,0.838,29.49
2019-06-09 02:00,12.64,33.1,-0.091,29.3
2019-06-09 01:00,12.67,35.09,-0.353,28.72
2019-06-09 00:00,12.71,36.43,-0.225,28.3
2019-06-08 23:00,12.74,31.51,-0.083,29.4
2019-06-08 22:00,12.76,34.09,-0.216,28.87
2019-06-08 21:00,12.8,34.02,-0.15,28.34
2019-06-08 20:00,12.83,35.46,-5.786,28.49
2019-06-08 19:00,12.92,36.27,-0.2,28.87
2019-06-08 18:00,13.11,37.81,0.729,29.07
2019-06-08 17:00,13.28,38.09,-0.257,28.91
2019-06-08 16:00,13.63,39.7,-0.317,28.08
2019-06-08 15:00,13.59,39.76,-0.321,28.86
2019-06-08 14:00,13.53,35.89,-5.758,29.0
2019-06-08 13:00,14.41,36.04,-0.333,28.41
2019-06-08 12:00,14.18,38.97,-0.47,28.65
2019-06-08 11:00,14.98,35.17,-154.6,29.27
2019-06-08 10:00,13.7,33.01,-0.349,29.4
2019-06-08 09:00,13.37,33.05,1.244,29.93
2019-06-08 08:00,13.0,32.08,1.038,30.3
2019-06-08 07:00,12.78,30.69,0.04,30.42
2019-06-08 06:00,12.63,29.56,0.034,30.39
2019-06-08 05:00,12.56,28.1,0.034,30.85
2019-06-08 04:00,12.58,28.24,-63.15,31.01
2019-06-08 03:00,12.61,28.62,0.039,30.61
2019-06-08 02:00,12.64,28.72,-5.136,30.56
2019-06-08 01:00,12.68,28.93,-0.025,30.29
2019-06-08 00:00,12.71,28.86,-0.025,28.56
2019-06-07 23:00,12.73,28.78,-0.026,28.69
2019-06-07 22:00,12.76,28.79,-0.027,29.02
2019-06-07 21:00,12.8,28.96,-0.026,27.37
2019-06-07 20:00,12.87,29.16,-5.799,28.7
2019-06-07 19:00,13.03,29.09,-0.216,29.13
2019-06-07 18:00,13.22,30.72,-0.349,27.01
2019-06-07 17:00,13.45,31.86,0.713,28.34
2019-06-07 16:00,13.57,31.98,-61.79,27.89
2019-06-07 15:00,13.74,33.76,-0.341,28.77
2019-06-07 14:00,13.66,32.05,-0.347,29.27
2019-06-07 13:00,13.77,33.57,1.046,28.81
2019-06-07 12:00,14.0,32.33,1.908,28.6
2019-06-07 11:00,13.96,32.45,-0.08,28.88
2019-06-07 10:00,13.26,31.96,0.248,28.47
2019-06-07 09:00,13.45,30.47,1.642,27.54
2019-06-07 08:00,13.15,30.89,0.248,29.53
2019-06-07 07:00,12.76,30.28,0.307,29.63
2019-06-07 06:00,12.59,27.89,0.365,28.8
2019-06-07 05:00,12.53,27.59,0.299,29.92
2019-06-07 04:00,12.55,27.26,2.423,30.26
2019-06-07 03:00,12.55,27.15,0.033,30.12
2019-06-07 02:00,12.57,27.43,0.034,29.92
2019-06-07 01:00,12.6,27.56,0.036,30.13
2019-06-07 00:00,12.63,27.99,0.039,29.81
2019-06-06 23:00,12.68,28.1,0.04,30.29
2019-06-06 22:00,12.72,28.13,0.041,30.03
2019-06-06 21:00,12.76,28.58,-4.87,27.77
2019-06-06 20:00,12.81,28.54,-0.224,28.57
2019-06-06 19:00,12.9,29.19,-0.354,29.11
2019-06-06 18:00,13.06,29.82,-0.349,28.73
2019-06-06 17:00,13.21,30.85,-6.189,28.87
2019-06-06 16:00,13.44,31.88,-0.215,28.61
2019-06-06 15:00,13.68,34.15,-0.339,27.98
2019-06-06 14:00,13.87,35.22,-0.339,28.05
2019-06-06 13:00,13.83,32.86,-0.076,28.77
2019-06-06 12:00,13.87,33.02,-4.859,28.88
2019-06-06 11:00,13.21,31.31,-4.065,28.2
2019-06-06 10:00,12.86,31.32,0.647,28.2
2019-06-06 09:00,12.63,30.27,0.713,29.4
2019-06-06 08:00,12.63,29.58,0.64,27.91
2019-06-06 07:00,12.58,28.81,1.369,27.84
2019-06-06 06:00,12.57,29.2,0.572,27.64
2019-06-06 05:00,12.58,29.19,-154.6,28.23
2019-06-06 04:00,12.59,29.99,0.314,28.53
2019-06-06 03:00,12.61,30.98,-4.928,27.81
2019-06-06 02:00,12.63,31.65,-5.658,28.34
2019-06-06 01:00,12.66,32.56,-6.056,28.6
2019-06-06 00:00,12.68,33.06,-0.15,28.34
2019-06-05 23:00,12.72,34.5,-0.15,29.13
2019-06-05 22:00,12.75,34.82,-0.148,28.87
2019-06-05 21:00,12.78,35.01,-0.207,28.64
2019-06-05 20:00,12.82,36.63,-0.2,28.87
2019-06-05 19:00,12.92,38.22,-0.2,28.41
2019-06-05 18:00,13.11,39.64,-0.19,28.45
2019-06-05 17:00,13.34,40.7,-0.184,28.61
2019-06-05 16:00,13.47,42.19,-4.826,28.21
2019-06-05 15:00,13.39,41.81,0.744,28.48
2019-06-05 14:00,13.46,42.5,-0.25,29.01
2019-06-05 13:00,13.38,42.83,-5.881,28.84
2019-06-05 12:00,13.51,46.55,-0.301,27.89
2019-06-05 11:00,13.59,50.16,-0.375,28.38
2019-06-05 10:00,13.55,45.59,-62.65,27.56
2019-06-05 09:00,13.44,43.78,41.99,28.61
2019-06-05 08:00,12.87,43.88,-0.266,29.27
2019-06-05 07:00,12.68,41.43,-0.2,29.6
2019-06-05 06:00,12.64,41.78,-0.2,29.47
2019-06-05 05:00,12.61,40.3,-0.136,29.66
2019-06-05 04:00,12.62,40.42,-0.21,29.62
2019-06-05 03:00,12.64,39.68,-0.136,29.86
2019-06-05 02:00,12.66,40.69,-0.2,29.73
2019-06-05 01:00,12.69,41.13,-0.134,29.87
2019-06-05 00:00,12.71,42.07,-0.2,29.34
2019-06-04 23:00,12.74,42.0,-0.2,29.93
2019-06-04 22:00,12.76,42.39,-5.839,30.0
2019-06-04 21:00,12.79,42.0,-6.104,30.13
2019-06-04 20:00,12.82,40.38,15.32,29.8
2019-06-04 19:00,12.85,42.79,-0.184,29.67
2019-06-04 18:00,12.92,44.2,-0.183,29.55
2019-06-04 17:00,13.11,47.05,0.365,28.69
2019-06-04 16:00,13.31,49.33,-0.278,29.18
2019-06-04 15:00,13.43,50.43,-229.4,27.93
2019-06-04 14:00,13.37,51.12,-0.409,26.01
2019-06-04 13:00,13.75,49.79,-0.152,28.62
2019-06-04 12:00,13.94,50.32,-0.156,28.87
2019-06-04 11:00,16.35,49.59,-0.367,29.08
2019-06-04 10:00,16.49,48.62,-0.382,29.28
2019-06-04 09:00,13.16,46.01,-0.333,30.93
2019-06-04 08:00,12.72,42.6,-0.213,30.47
2019-06-04 07:00,12.63,39.05,-0.15,29.26
2019-06-04 06:00,12.59,38.31,-0.224,31.75
2019-06-04 05:00,12.58,33.97,-0.091,31.29
2019-06-04 04:00,12.58,31.76,-0.093,31.08
2019-06-04 03:00,12.59,33.7,-0.091,31.22
2019-06-04 02:00,12.6,32.51,-0.092,31.48
2019-06-04 01:00,12.62,32.28,-0.091,31.49
2019-06-04 00:00,12.65,33.44,-0.216,30.06
2019-06-03 23:00,12.68,34.27,-0.15,29.53
2019-06-03 22:00,12.71,35.98,-0.15,31.39
2019-06-03 21:00,12.75,37.97,-0.213,31.01
2019-06-03 20:00,12.77,38.13,0.861,31.46
