Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),"Total Snow Depth ("")","Intermittent/Shot Snow ("")"
2019-05-13 01:00,11.55,39.71,61.82,74.06,-263.7
2019-05-13 00:00,11.56,38.73,64.14,73.73,-262.4
2019-05-12 23:00,11.57,39.71,74.72,73.66,-215.5
2019-05-12 22:00,11.58,39.84,80.4,73.66,-223.2
2019-05-12 21:00,11.6,41.04,87.3,73.91,-259.7
2019-05-12 20:00,11.62,42.88,78.04,73.64,-298.6
2019-05-12 19:00,11.66,45.9,68.11,73.58,-298.6
2019-05-12 18:00,11.72,49.69,69.6,74.28,-335.5
2019-05-12 17:00,11.78,52.98,58.75,73.91,-357.8
2019-05-12 16:00,11.89,53.83,44.91,74.39,-379.1
2019-05-12 15:00,12.04,55.64,44.35,74.5,-407.9
2019-05-12 14:00,12.43,57.1,44.75,74.05,-406.6
2019-05-12 13:00,12.45,57.23,47.21,74.24,-395.1
2019-05-12 12:00,12.2,55.16,53.68,74.15,-353.6
2019-05-12 11:00,11.97,53.71,60.58,74.46,-288.5
2019-05-12 10:00,11.77,52.76,55.28,75.49,-297.9
2019-05-12 09:00,11.63,49.6,57.07,75.71,-180.2
2019-05-12 08:00,11.58,48.37,62.26,75.44,-56.46
2019-05-12 07:00,11.56,46.81,61.66,75.79,39.89
2019-05-12 06:00,11.53,45.21,64.39,75.99,98.2
2019-05-12 05:00,11.52,45.46,66.37,76.19,139.6
2019-05-12 04:00,11.52,44.84,71.21,76.73,178.6
2019-05-12 03:00,11.53,45.46,82.1,76.6,201.5
2019-05-12 02:00,11.54,45.83,81.5,76.6,86.9
2019-05-12 01:00,11.54,46.93,76.6,76.6,32.44
2019-05-12 00:00,11.55,46.68,76.66,76.74,-50.04
2019-05-11 23:00,11.56,47.39,79.58,76.64,-140.1
2019-05-11 22:00,11.57,48.62,74.94,76.64,-209.6
2019-05-11 21:00,11.58,50.31,68.3,76.69,-291.7
2019-05-11 20:00,11.6,51.78,59.44,76.49,-315.8
2019-05-11 19:00,11.63,53.48,52.21,76.38,-330.9
2019-05-11 18:00,11.67,56.77,45.65,77.01,-360.5
2019-05-11 17:00,11.73,60.42,40.26,75.71,-373.7
2019-05-11 16:00,11.83,61.02,36.78,75.53,-375.6
2019-05-11 15:00,12.02,64.68,31.19,76.3,-412.2
2019-05-11 14:00,12.43,64.4,32.47,75.34,-383.3
2019-05-11 13:00,12.48,64.03,31.04,76.01,-353.7
2019-05-11 12:00,12.33,65.39,29.61,76.6,-296.6
2019-05-11 11:00,12.1,62.59,31.6,75.89,-75.37
2019-05-11 10:00,11.78,60.91,29.63,77.45,-195.0
2019-05-11 09:00,11.56,63.65,30.73,77.14,20.11
2019-05-11 08:00,11.53,59.74,39.4,76.71,93.3
2019-05-11 07:00,11.52,57.67,41.45,78.43,133.7
2019-05-11 06:00,11.51,56.07,40.97,78.43,317.3
2019-05-11 05:00,11.5,53.99,44.85,78.97,315.6
2019-05-11 04:00,11.51,54.11,43.49,78.97,282.7
2019-05-11 03:00,11.51,54.72,41.45,77.63,262.9
2019-05-11 02:00,11.52,53.87,47.17,77.9,312.4
2019-05-11 01:00,11.53,53.87,46.42,78.97,151.3
2019-05-11 00:00,11.53,54.11,47.78,78.03,333.3
2019-05-10 23:00,11.54,53.99,50.03,78.97,365.3
2019-05-10 22:00,11.55,54.36,49.35,78.3,416.4
2019-05-10 21:00,11.56,54.36,48.53,78.7,425.8
2019-05-10 20:00,11.58,55.06,48.11,79.28,322.9
2019-05-10 19:00,11.61,58.0,44.43,78.62,313.7
2019-05-10 18:00,11.65,61.04,41.28,78.93,331.1
2019-05-10 17:00,11.69,62.87,37.6,79.33,348.7
2019-05-10 16:00,11.8,63.94,32.21,78.98,-7999.0
2019-05-10 15:00,11.99,66.73,29.41,78.35,475.0
2019-05-10 14:00,12.43,67.22,26.07,78.89,150.7
2019-05-10 13:00,12.48,67.95,26.75,78.08,69.16
2019-05-10 12:00,12.33,65.26,27.43,78.22,-76.67
2019-05-10 11:00,12.07,62.84,28.12,78.71,514.6
2019-05-10 10:00,11.75,62.02,30.99,79.06,474.8
2019-05-10 09:00,11.53,59.25,31.83,80.5,-7999.0
2019-05-10 08:00,11.5,56.07,36.67,80.2,-7999.0
2019-05-10 07:00,11.49,53.02,43.84,81.0,-7999.0
2019-05-10 06:00,11.48,51.81,47.39,81.3,-7999.0
2019-05-10 05:00,11.48,49.97,49.3,81.5,-7999.0
2019-05-10 04:00,11.48,49.97,48.96,80.3,-7999.0
2019-05-10 03:00,11.49,50.09,49.71,81.3,-7999.0
2019-05-10 02:00,11.49,50.46,48.35,81.1,-7999.0
2019-05-10 01:00,11.5,49.85,51.28,81.6,-7999.0
2019-05-10 00:00,11.51,50.09,51.28,81.1,-7999.0
2019-05-09 23:00,11.51,50.71,50.87,81.3,-7999.0
2019-05-09 22:00,11.52,50.58,51.14,80.7,-7999.0
2019-05-09 21:00,11.53,50.2,53.38,81.0,-7999.0
2019-05-09 20:00,11.55,50.31,53.44,81.1,-7999.0
2019-05-09 19:00,11.58,53.74,47.92,81.0,-7999.0
2019-05-09 18:00,11.62,56.65,40.34,80.9,-7999.0
2019-05-09 17:00,11.67,58.6,29.23,81.3,-7999.0
2019-05-09 16:00,11.78,59.44,29.16,80.5,-7999.0
2019-05-09 15:00,11.95,61.65,24.18,81.1,-7999.0
2019-05-09 14:00,12.31,59.16,25.67,81.0,-7999.0
2019-05-09 13:00,12.4,59.29,25.74,80.9,-7999.0
2019-05-09 12:00,12.29,56.36,32.28,81.4,-7999.0
2019-05-09 11:00,12.04,56.5,32.83,81.5,-7999.0
2019-05-09 10:00,11.72,56.41,34.68,81.6,-7999.0
2019-05-09 09:00,11.5,54.74,41.93,81.8,-7999.0
2019-05-09 08:00,11.47,50.21,49.1,81.6,-7999.0
2019-05-09 07:00,11.45,48.16,50.95,82.9,-7999.0
2019-05-09 06:00,11.44,45.58,54.84,82.9,-7999.0
2019-05-09 05:00,11.44,44.35,54.57,83.2,-7999.0
2019-05-09 04:00,11.44,46.79,46.3,82.9,-7999.0
2019-05-09 03:00,11.45,47.76,43.91,83.4,-7999.0
2019-05-09 02:00,11.45,49.11,42.41,83.0,-7999.0
2019-05-09 01:00,11.46,49.23,43.23,83.5,-7999.0
2019-05-09 00:00,11.47,48.99,48.69,83.5,-7999.0
2019-05-08 23:00,11.47,47.15,71.87,82.1,-7999.0
2019-05-08 22:00,11.49,47.64,80.1,83.8,-7999.0
2019-05-08 21:00,11.5,48.01,81.4,83.3,-7999.0
2019-05-08 20:00,11.52,49.22,75.61,82.5,-7999.0
2019-05-08 19:00,11.56,51.41,68.3,83.5,-7999.0
2019-05-08 18:00,11.6,54.82,57.99,82.8,-7999.0
2019-05-08 17:00,11.7,56.77,50.97,82.6,-7999.0
2019-05-08 16:00,11.71,57.86,49.33,82.7,-7999.0
2019-05-08 15:00,11.85,58.22,46.05,82.7,-7999.0
2019-05-08 14:00,12.03,58.83,44.48,83.1,-7999.0
2019-05-08 13:00,12.07,58.95,43.94,83.2,-7999.0
2019-05-08 12:00,11.85,56.74,49.52,83.5,-7999.0
2019-05-08 11:00,12.05,56.13,50.82,83.3,-7999.0
2019-05-08 10:00,11.71,54.22,53.3,83.9,-7999.0
2019-05-08 09:00,11.54,53.02,56.32,84.0,-7999.0
2019-05-08 08:00,11.51,49.23,62.12,84.3,-7999.0
2019-05-08 07:00,11.47,46.44,67.39,84.7,-7999.0
2019-05-08 06:00,11.45,43.75,71.15,83.7,-7999.0
2019-05-08 05:00,11.44,42.53,71.98,84.7,-7999.0
2019-05-08 04:00,11.45,42.16,70.82,84.2,-7999.0
2019-05-08 03:00,11.45,41.67,72.67,84.7,-7999.0
2019-05-08 02:00,11.46,42.28,74.3,84.2,-7999.0
2019-05-08 01:00,11.46,42.41,76.21,83.9,-7999.0
2019-05-08 00:00,11.47,41.55,83.6,85.3,-7999.0
2019-05-07 23:00,11.48,42.03,82.0,85.0,-7999.0
2019-05-07 22:00,11.49,42.02,87.5,85.0,-7999.0
2019-05-07 21:00,11.5,43.37,84.0,85.3,-7999.0
2019-05-07 20:00,11.52,44.45,78.49,85.2,-7999.0
2019-05-07 19:00,11.56,47.38,67.29,85.1,-7999.0
2019-05-07 18:00,11.58,50.43,60.67,85.0,-7999.0
2019-05-07 17:00,11.64,51.41,59.03,85.3,-7999.0
2019-05-07 16:00,11.75,52.97,55.2,84.8,-7999.0
2019-05-07 15:00,11.9,54.9,49.25,85.2,-7999.0
2019-05-07 14:00,12.4,55.49,40.66,85.5,-7999.0
2019-05-07 13:00,12.43,56.97,37.53,84.4,-7999.0
2019-05-07 12:00,12.26,56.13,39.65,85.4,-7999.0
2019-05-07 11:00,12.02,55.28,41.83,85.6,-7999.0
2019-05-07 10:00,11.7,55.67,38.09,85.5,-7999.0
2019-05-07 09:00,11.48,53.65,39.41,86.2,-7999.0
2019-05-07 08:00,11.44,48.16,43.72,86.1,478.9
2019-05-07 07:00,11.43,46.32,45.5,86.9,-7999.0
2019-05-07 06:00,11.43,44.0,54.72,86.8,485.3
2019-05-07 05:00,11.42,41.56,60.05,86.6,429.6
2019-05-07 04:00,11.42,40.57,63.66,86.6,298.2
2019-05-07 03:00,11.43,41.55,64.68,87.0,36.81
2019-05-07 02:00,11.43,41.8,67.89,87.0,-7999.0
2019-05-07 01:00,11.44,41.3,76.62,86.9,-7999.0
2019-05-07 00:00,11.45,42.28,78.32,86.9,-7999.0
2019-05-06 23:00,11.46,41.9,86.9,86.9,-7999.0
2019-05-06 22:00,11.47,43.12,87.5,86.7,-7999.0
2019-05-06 21:00,11.48,43.86,87.2,86.0,-7999.0
2019-05-06 20:00,11.5,45.31,80.9,86.3,-7999.0
2019-05-06 19:00,11.53,47.87,65.79,87.0,-7999.0
2019-05-06 18:00,11.58,51.17,59.65,87.1,-7999.0
2019-05-06 17:00,11.66,52.01,57.19,86.2,-7999.0
2019-05-06 16:00,11.74,52.73,53.15,86.2,-7999.0
2019-05-06 15:00,11.87,55.64,50.27,87.1,-7999.0
2019-05-06 14:00,12.25,56.71,47.53,86.7,-7999.0
2019-05-06 13:00,12.37,58.06,39.29,86.1,-7999.0
2019-05-06 12:00,12.23,57.11,41.48,87.4,479.1
2019-05-06 11:00,11.99,54.9,46.87,87.4,481.3
2019-05-06 10:00,11.68,54.94,48.99,87.5,-7999.0
2019-05-06 09:00,11.45,52.3,48.28,87.9,390.6
2019-05-06 08:00,11.42,49.51,55.39,88.3,393.6
2019-05-06 07:00,11.4,46.81,65.76,88.9,392.6
2019-05-06 06:00,11.39,44.74,73.14,88.9,394.0
2019-05-06 05:00,11.39,41.55,82.0,89.4,399.0
2019-05-06 04:00,11.39,41.55,95.2,89.2,403.0
2019-05-06 03:00,11.4,40.82,96.1,88.6,412.2
2019-05-06 02:00,11.4,40.94,97.6,89.2,416.0
2019-05-06 01:00,11.41,41.06,99.9,89.0,430.1
2019-05-06 00:00,11.42,40.82,99.8,88.9,-7999.0
2019-05-05 23:00,11.43,40.08,100.0,88.8,36.81
2019-05-05 22:00,11.44,40.2,97.0,88.7,36.4
2019-05-05 21:00,11.45,41.16,95.7,88.7,36.0
2019-05-05 20:00,11.47,42.26,91.1,88.8,35.6
2019-05-05 19:00,11.5,44.94,80.8,88.5,36.13
2019-05-05 18:00,11.54,48.11,71.38,88.7,370.3
2019-05-05 17:00,11.59,49.82,64.69,88.5,370.6
2019-05-05 16:00,11.72,51.26,57.85,88.7,370.6
2019-05-05 15:00,11.85,53.82,52.39,88.0,370.1
2019-05-05 14:00,12.31,53.43,47.55,88.4,379.3
2019-05-05 13:00,12.39,54.78,45.37,87.5,407.3
2019-05-05 12:00,12.2,52.47,47.69,87.6,396.1
2019-05-05 11:00,11.94,49.17,52.2,89.1,379.8
2019-05-05 10:00,11.63,47.36,55.83,88.6,382.2
2019-05-05 09:00,11.41,47.79,52.39,89.3,376.2
2019-05-05 08:00,11.38,43.63,59.9,90.1,380.0
2019-05-05 07:00,11.36,41.31,68.58,90.1,377.0
2019-05-05 06:00,11.35,38.75,75.97,90.3,379.3
2019-05-05 05:00,11.35,36.79,80.2,90.3,378.4
2019-05-05 04:00,11.35,36.67,79.86,90.3,379.0
2019-05-05 03:00,11.36,37.28,78.29,90.3,378.0
2019-05-05 02:00,11.36,36.55,81.4,90.5,376.3
2019-05-05 01:00,11.37,36.3,82.9,90.3,376.5
2019-05-05 00:00,11.38,36.04,93.8,90.2,376.2
2019-05-04 23:00,11.39,37.13,98.8,90.1,375.3
2019-05-04 22:00,11.4,37.99,95.1,90.2,373.7
2019-05-04 21:00,11.41,38.61,94.9,90.1,372.4
2019-05-04 20:00,11.43,39.93,91.6,90.0,370.8
2019-05-04 19:00,11.46,42.14,83.5,90.0,367.2
2019-05-04 18:00,11.5,45.06,71.8,90.1,367.2
2019-05-04 17:00,11.56,47.24,68.78,90.2,366.7
2019-05-04 16:00,11.67,49.31,62.36,89.3,365.9
2019-05-04 15:00,11.82,52.24,56.22,90.3,365.1
2019-05-04 14:00,12.14,51.84,54.84,89.9,363.9
2019-05-04 13:00,12.17,51.61,53.76,90.0,368.9
2019-05-04 12:00,12.08,50.14,54.44,89.8,371.9
2019-05-04 11:00,11.87,49.44,54.19,89.3,376.0
2019-05-04 10:00,11.59,45.92,64.58,90.1,369.4
2019-05-04 09:00,11.37,43.64,69.4,90.5,374.1
2019-05-04 08:00,11.32,39.25,80.6,90.7,375.7
2019-05-04 07:00,11.3,34.21,96.4,91.0,374.3
2019-05-04 06:00,11.29,32.49,99.9,91.1,374.5
2019-05-04 05:00,11.29,32.0,99.8,91.1,374.2
2019-05-04 04:00,11.29,32.37,99.1,91.1,373.8
2019-05-04 03:00,11.3,32.74,97.0,91.1,372.8
2019-05-04 02:00,11.31,33.11,96.9,91.1,372.4
2019-05-04 01:00,11.31,33.47,98.8,91.1,371.9
2019-05-04 00:00,11.32,34.09,95.8,91.1,371.2
2019-05-03 23:00,11.33,35.07,94.0,91.1,370.6
2019-05-03 22:00,11.34,35.19,93.0,91.0,369.3
2019-05-03 21:00,11.35,35.19,88.7,91.1,368.2
2019-05-03 20:00,11.37,35.54,86.1,91.2,365.8
2019-05-03 19:00,11.4,36.52,84.4,90.9,361.0
2019-05-03 18:00,11.45,37.6,80.4,91.0,336.5
2019-05-03 17:00,11.52,38.83,77.97,90.7,-7999.0
2019-05-03 16:00,11.63,41.13,71.39,90.6,-7999.0
2019-05-03 15:00,11.78,44.19,63.82,90.6,-7999.0
2019-05-03 14:00,12.11,43.21,66.75,91.0,-7999.0
2019-05-03 13:00,11.61,41.9,70.19,90.7,-7999.0
2019-05-03 12:00,11.49,40.67,73.4,91.2,-7999.0
2019-05-03 11:00,11.42,38.36,82.2,91.2,-7999.0
2019-05-03 10:00,11.39,36.03,91.1,91.3,-7999.0
2019-05-03 09:00,11.39,35.67,87.6,91.6,-7999.0
2019-05-03 08:00,11.34,34.46,93.8,91.8,-7999.0
2019-05-03 07:00,11.31,32.25,99.9,91.9,-7999.0
2019-05-03 06:00,11.3,32.0,98.6,91.9,-7999.0
2019-05-03 05:00,11.3,31.88,95.3,91.9,-7999.0
2019-05-03 04:00,11.3,32.12,93.9,91.9,-7999.0
2019-05-03 03:00,11.31,32.37,91.5,91.9,-7999.0
2019-05-03 02:00,11.31,32.12,92.5,91.9,-7999.0
2019-05-03 01:00,11.32,32.25,91.0,92.0,-7999.0
2019-05-03 00:00,11.32,32.12,91.6,91.9,-7999.0
2019-05-02 23:00,11.33,32.49,87.8,92.1,-7999.0
2019-05-02 22:00,11.34,32.25,88.6,92.1,-7999.0
2019-05-02 21:00,11.35,32.61,84.2,92.1,-7999.0
2019-05-02 20:00,11.37,33.35,81.5,92.1,-7999.0
2019-05-02 19:00,11.4,33.72,83.8,92.1,-7999.0
2019-05-02 18:00,11.44,34.31,80.6,92.0,-7999.0
2019-05-02 17:00,11.52,36.4,73.69,92.0,-7999.0
2019-05-02 16:00,11.58,37.11,71.15,91.8,-7999.0
2019-05-02 15:00,11.68,36.86,72.71,91.4,-7999.0
2019-05-02 14:00,11.86,36.85,73.39,91.8,-7999.0
2019-05-02 13:00,11.7,38.95,67.87,91.5,-7999.0
2019-05-02 12:00,11.55,37.01,76.08,92.0,-7999.0
2019-05-02 11:00,11.52,35.17,83.7,91.7,-7999.0
2019-05-02 10:00,11.44,33.47,84.9,91.7,-7999.0
2019-05-02 09:00,11.41,31.88,91.1,92.1,-7999.0
2019-05-02 08:00,11.36,30.18,93.8,92.0,-7999.0
2019-05-02 07:00,11.33,28.71,95.0,92.2,-7999.0
2019-05-02 06:00,11.33,29.32,95.9,92.2,-7999.0
2019-05-02 05:00,11.33,28.46,94.6,92.2,-7999.0
2019-05-02 04:00,11.33,28.71,92.9,92.3,-7999.0
2019-05-02 03:00,11.34,29.2,92.1,92.4,-7999.0
2019-05-02 02:00,11.35,29.44,90.0,92.4,-7999.0
2019-05-02 01:00,11.35,29.56,89.0,92.3,490.7
2019-05-02 00:00,11.36,30.65,82.4,92.3,488.9
2019-05-01 23:00,11.37,31.02,78.5,92.4,486.8
2019-05-01 22:00,11.38,32.12,77.68,92.4,484.1
2019-05-01 21:00,11.39,33.6,69.42,92.6,480.3
2019-05-01 20:00,11.41,34.7,62.8,92.6,476.3
2019-05-01 19:00,11.44,35.41,55.07,92.5,471.5
2019-05-01 18:00,11.48,39.09,50.49,92.3,455.8
2019-05-01 17:00,11.53,40.05,41.13,92.4,444.8
2019-05-01 16:00,11.65,41.75,39.75,92.3,433.7
2019-05-01 15:00,11.8,44.54,31.63,92.4,426.2
2019-05-01 14:00,12.27,44.9,27.61,92.0,420.8
2019-05-01 13:00,12.41,43.67,32.92,91.6,410.2
2019-05-01 12:00,12.2,44.05,31.97,91.8,392.1
2019-05-01 11:00,11.88,42.11,27.89,92.6,432.1
2019-05-01 10:00,11.56,39.81,27.69,92.2,464.7
2019-05-01 09:00,11.35,38.37,29.82,92.7,508.1
2019-05-01 08:00,11.3,36.42,36.04,93.2,483.5
2019-05-01 07:00,11.28,33.6,48.67,93.0,482.7
2019-05-01 06:00,11.28,33.99,46.43,93.1,482.1
2019-05-01 05:00,11.28,31.9,49.3,93.2,487.2
2019-05-01 04:00,11.28,31.66,47.59,93.1,483.6
2019-05-01 03:00,11.29,32.75,44.38,93.4,481.9
2019-05-01 02:00,11.29,32.88,46.98,93.4,482.1
2019-05-01 01:00,11.3,32.15,49.85,93.3,480.8
2019-05-01 00:00,11.31,32.15,46.98,93.0,478.9
2019-04-30 23:00,11.32,32.37,48.87,93.2,479.1
2019-04-30 22:00,11.33,32.62,50.85,93.3,474.3
2019-04-30 21:00,11.34,33.47,50.85,93.3,466.0
2019-04-30 20:00,11.36,34.45,53.37,93.3,463.9
2019-04-30 19:00,11.39,36.77,48.38,93.2,467.0
2019-04-30 18:00,11.43,39.58,46.46,93.1,462.6
2019-04-30 17:00,11.46,40.3,42.63,93.0,460.9
2019-04-30 16:00,11.57,39.67,39.28,93.5,461.3
2019-04-30 15:00,11.71,45.18,39.21,93.2,460.8
2019-04-30 14:00,11.83,40.49,34.36,93.5,465.1
2019-04-30 13:00,11.93,44.66,28.15,93.1,471.1
2019-04-30 12:00,11.92,42.95,27.81,93.3,488.2
2019-04-30 11:00,11.75,42.47,30.75,93.7,487.2
2019-04-30 10:00,11.55,42.12,25.44,93.9,-7999.0
2019-04-30 09:00,11.33,42.05,30.64,94.1,-7999.0
2019-04-30 08:00,11.28,38.14,27.71,94.4,-7999.0
2019-04-30 07:00,11.27,34.36,43.09,94.5,-7999.0
2019-04-30 06:00,11.26,31.91,42.75,94.6,-7999.0
2019-04-30 05:00,11.26,30.93,42.34,94.7,-7999.0
2019-04-30 04:00,11.26,29.94,46.02,94.7,-7999.0
2019-04-30 03:00,11.27,30.3,45.82,94.6,-7999.0
2019-04-30 02:00,11.27,31.41,47.05,94.5,-7999.0
2019-04-30 01:00,11.28,30.81,50.81,94.6,-7999.0
2019-04-30 00:00,11.29,29.95,59.14,94.6,-7999.0
2019-04-29 23:00,11.3,29.58,64.4,94.6,-7999.0
2019-04-29 22:00,11.31,28.95,71.9,94.6,-7999.0
2019-04-29 21:00,11.32,29.07,76.82,94.5,-7999.0
2019-04-29 20:00,11.34,30.91,74.7,94.5,-7999.0
2019-04-29 19:00,11.37,30.77,77.61,94.5,-7999.0
2019-04-29 18:00,11.41,34.09,72.49,94.5,-7999.0
2019-04-29 17:00,11.46,35.17,69.4,94.3,502.5
2019-04-29 16:00,11.56,35.39,70.53,94.3,505.8
2019-04-29 15:00,11.73,39.07,52.8,94.1,-7999.0
2019-04-29 14:00,11.63,37.23,50.61,94.2,-7999.0
2019-04-29 13:00,11.76,38.06,71.53,94.0,-7999.0
2019-04-29 12:00,12.07,38.55,49.57,94.6,483.1
2019-04-29 11:00,11.87,38.58,49.52,94.3,-7999.0
2019-04-29 10:00,11.49,35.29,69.74,94.9,-7999.0
2019-04-29 09:00,11.31,35.93,79.39,94.9,-7999.0
2019-04-29 08:00,11.24,32.15,86.1,95.0,-7999.0
2019-04-29 07:00,11.24,29.46,92.4,93.9,-7999.0
2019-04-29 06:00,11.23,27.01,95.2,95.1,449.8
2019-04-29 05:00,11.23,26.27,95.2,94.6,494.4
2019-04-29 04:00,11.24,27.0,96.0,94.7,-7999.0
2019-04-29 03:00,11.25,27.86,96.4,94.3,-7999.0
2019-04-29 02:00,11.25,28.23,97.0,92.7,-7999.0
2019-04-29 01:00,11.26,27.72,96.1,95.4,-7999.0
2019-04-29 00:00,11.27,28.34,96.8,95.5,503.2
2019-04-28 23:00,11.28,29.07,97.9,95.8,504.9
2019-04-28 22:00,11.29,29.07,99.8,94.3,501.6
2019-04-28 21:00,11.3,29.55,99.8,92.4,488.7
2019-04-28 20:00,11.32,30.53,97.0,93.4,465.2
2019-04-28 19:00,11.35,30.89,95.5,92.9,456.5
2019-04-28 18:00,11.42,33.58,90.2,93.7,456.9
2019-04-28 17:00,11.48,34.19,88.3,94.0,440.0
2019-04-28 16:00,11.58,37.36,86.4,94.0,447.7
2019-04-28 15:00,11.63,37.5,63.25,94.4,433.7
2019-04-28 14:00,11.64,34.53,82.3,94.4,434.4
2019-04-28 13:00,11.59,36.13,80.0,94.3,434.4
2019-04-28 12:00,11.75,37.11,65.83,94.3,437.1
2019-04-28 11:00,11.74,35.03,66.38,94.4,451.7
2019-04-28 10:00,11.56,34.57,67.5,94.6,-7999.0
2019-04-28 09:00,11.33,32.15,78.59,95.4,-7999.0
2019-04-28 08:00,11.26,27.99,88.0,95.6,465.4
2019-04-28 07:00,11.24,26.29,86.2,96.1,436.1
2019-04-28 06:00,11.22,23.96,93.5,96.0,415.4
2019-04-28 05:00,11.21,22.11,93.9,96.1,395.0
2019-04-28 04:00,11.22,22.48,93.3,96.1,400.8
2019-04-28 03:00,11.22,22.23,93.1,96.1,401.6
2019-04-28 02:00,11.23,22.11,92.4,96.4,403.9
2019-04-28 01:00,11.23,22.6,90.9,96.3,412.6
2019-04-28 00:00,11.24,23.07,89.9,96.2,423.9
2019-04-27 23:00,11.25,24.8,90.0,96.2,473.4
2019-04-27 22:00,11.26,24.92,92.6,95.8,497.1
2019-04-27 21:00,11.27,25.04,91.9,95.8,-7999.0
2019-04-27 20:00,11.28,24.3,91.3,94.4,505.7
2019-04-27 19:00,11.31,24.8,89.2,95.9,-7999.0
2019-04-27 18:00,11.36,25.03,88.2,96.1,-7999.0
2019-04-27 17:00,11.39,25.63,85.4,96.1,-7999.0
2019-04-27 16:00,11.46,26.74,87.8,94.2,-7999.0
2019-04-27 15:00,11.49,25.98,90.2,95.7,-7999.0
2019-04-27 14:00,11.75,27.09,85.8,94.5,-7999.0
2019-04-27 13:00,11.52,27.72,92.0,94.3,-7999.0
2019-04-27 12:00,11.48,25.88,94.4,95.0,214.3
2019-04-27 11:00,11.37,24.77,96.4,94.2,-328.8
2019-04-27 10:00,11.43,25.26,95.3,94.1,-351.8
2019-04-27 09:00,11.39,25.15,94.9,91.9,-202.6
2019-04-27 08:00,11.28,23.93,94.7,93.3,-202.3
2019-04-27 07:00,11.26,25.28,95.8,93.2,-309.1
2019-04-27 06:00,11.25,27.12,96.9,91.6,-258.3
2019-04-27 05:00,11.26,27.11,97.7,91.8,-258.4
2019-04-27 04:00,11.26,26.99,95.6,90.0,-255.3
2019-04-27 03:00,11.27,28.34,100.0,91.1,-199.1
2019-04-27 02:00,11.28,28.58,99.9,90.6,-164.0
2019-04-27 01:00,11.28,28.83,99.9,91.0,-111.3
2019-04-27 00:00,11.29,29.31,100.0,91.2,75.71
2019-04-26 23:00,11.3,29.91,99.9,91.0,-191.8
2019-04-26 22:00,11.31,31.14,96.7,91.5,-132.9
2019-04-26 21:00,11.33,32.49,93.0,91.4,-16.73
2019-04-26 20:00,11.34,34.33,87.4,91.4,78.71
2019-04-26 19:00,11.36,35.42,83.0,91.4,49.03
2019-04-26 18:00,11.41,36.03,80.2,90.9,-36.58
2019-04-26 17:00,11.49,38.21,71.62,91.1,155.8
2019-04-26 16:00,11.57,39.43,62.27,90.8,110.4
2019-04-26 15:00,11.7,42.24,48.62,91.0,155.0
2019-04-26 14:00,12.1,41.47,47.85,91.3,6.42
2019-04-26 13:00,12.15,43.8,50.85,90.4,476.5
2019-04-26 12:00,11.93,41.49,58.77,91.0,-7999.0
2019-04-26 11:00,11.6,40.52,61.23,91.4,492.5
2019-04-26 10:00,11.52,41.27,57.63,91.1,486.0
2019-04-26 09:00,11.35,40.45,52.47,91.9,-7999.0
2019-04-26 08:00,11.25,36.18,59.66,91.9,483.9
2019-04-26 07:00,11.24,35.69,67.44,91.8,481.6
2019-04-26 06:00,11.22,32.74,87.0,91.7,467.6
2019-04-26 05:00,11.22,32.12,90.2,91.8,456.3
2019-04-26 04:00,11.23,33.35,88.6,91.9,459.4
2019-04-26 03:00,11.23,34.09,84.9,91.9,461.8
2019-04-26 02:00,11.24,35.32,81.4,91.5,456.1
2019-04-26 01:00,11.25,35.06,92.1,92.0,452.9
2019-04-26 00:00,11.26,36.16,94.1,91.8,442.9
2019-04-25 23:00,11.27,36.77,90.7,92.0,431.9
2019-04-25 22:00,11.28,38.12,85.0,92.0,431.1
2019-04-25 21:00,11.29,40.08,64.69,92.0,433.8
2019-04-25 20:00,11.31,40.55,59.96,92.2,440.1
2019-04-25 19:00,11.34,42.14,59.0,92.0,446.0
2019-04-25 18:00,11.39,45.06,58.44,91.7,476.0
2019-04-25 17:00,11.46,47.73,47.24,91.9,490.2
2019-04-25 16:00,11.55,49.32,39.06,92.3,-7999.0
2019-04-25 15:00,11.65,51.87,31.28,92.2,-7999.0
2019-04-25 14:00,11.92,49.91,33.87,91.7,-7999.0
2019-04-25 13:00,11.9,49.66,35.98,91.4,-7999.0
2019-04-25 12:00,11.71,48.1,36.4,91.8,-7999.0
2019-04-25 11:00,11.59,46.5,37.76,92.0,-7999.0
2019-04-25 10:00,11.44,44.81,37.78,92.5,501.3
2019-04-25 09:00,11.31,43.86,39.63,93.0,506.0
2019-04-25 08:00,11.24,41.43,39.71,92.9,444.2
2019-04-25 07:00,11.22,39.37,37.2,93.3,458.4
2019-04-25 06:00,11.2,36.3,37.88,93.4,464.5
2019-04-25 05:00,11.2,34.46,29.69,93.4,468.1
2019-04-25 04:00,11.21,34.83,21.5,93.4,476.7
2019-04-25 03:00,11.21,35.81,23.62,93.6,472.5
2019-04-25 02:00,11.22,34.83,23.96,93.4,461.3
2019-04-25 01:00,11.23,33.99,44.11,93.4,463.3
2019-04-25 00:00,11.24,32.76,84.2,93.1,463.9
2019-04-24 23:00,11.24,32.15,94.2,93.4,466.5
2019-04-24 22:00,11.25,32.49,94.5,93.4,469.6
