Date/Time (PST),Battery Voltage (v),Temperature (deg F),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Speed Maximum (mph),Wind Direction (deg.)
2017-12-25 08:00,12.8,22.52,0.0,1.554,8.22,271.0
2017-12-25 07:00,13.44,23.15,0.0,2.658,8.55,275.0
2017-12-25 06:00,12.61,22.99,0.0,2.907,9.49,277.0
2017-12-25 05:00,12.61,23.37,0.0,4.45,11.88,273.3
2017-12-25 04:00,12.61,21.59,0.0,0.986,7.76,297.5
2017-12-25 03:00,12.62,12.74,0.0,4.628,8.46,84.8
2017-12-25 02:00,12.62,9.75,5.392,6.883,8.35,81.9
2017-12-25 01:00,12.64,9.14,4.625,6.234,7.562,84.4
2017-12-25 00:00,12.64,8.47,5.151,7.792,9.82,80.1
2017-12-24 23:00,12.65,7.835,6.751,8.27,9.62,78.76
2017-12-24 22:00,12.67,7.154,3.858,6.369,9.58,75.07
2017-12-24 21:00,12.69,6.925,3.661,6.22,8.31,74.32
2017-12-24 20:00,12.73,6.737,4.888,7.44,10.26,77.92
2017-12-24 19:00,12.89,7.071,3.924,7.32,9.95,76.83
2017-12-24 18:00,12.6,7.317,7.519,8.89,10.11,78.29
2017-12-24 17:00,12.6,8.71,5.546,7.663,10.06,79.55
2017-12-24 16:00,12.61,9.39,3.485,5.818,9.14,80.5
2017-12-24 15:00,12.61,10.07,3.091,4.114,5.59,78.23
2017-12-24 14:00,12.62,9.93,3.047,4.435,6.423,77.58
2017-12-24 13:00,12.63,12.01,3.507,5.168,7.76,84.9
2017-12-24 12:00,12.64,10.53,4.976,6.328,8.13,80.8
2017-12-24 11:00,12.65,10.01,2.893,5.889,9.12,80.6
2017-12-24 10:00,12.66,8.39,3.025,3.998,5.392,81.1
2017-12-24 09:00,12.68,6.675,3.113,4.591,6.598,81.6
2017-12-24 08:00,12.7,6.065,3.639,4.721,5.699,79.87
2017-12-24 07:00,12.77,6.296,3.441,4.694,6.291,80.0
2017-12-24 06:00,13.46,6.064,3.047,4.037,5.261,81.5
2017-12-24 05:00,12.6,5.96,2.521,3.45,4.559,79.79
2017-12-24 04:00,12.6,5.537,2.543,3.603,4.735,81.4
2017-12-24 03:00,12.61,5.282,2.148,3.243,4.559,87.3
2017-12-24 02:00,12.61,4.725,2.148,3.115,4.625,85.4
2017-12-24 01:00,12.62,5.197,2.543,4.06,6.072,86.0
2017-12-24 00:00,12.63,5.474,3.156,4.799,7.168,86.6
2017-12-23 23:00,12.63,6.233,3.332,5.632,9.23,82.5
2017-12-23 22:00,12.65,6.653,4.187,5.824,8.42,83.2
2017-12-23 21:00,12.66,7.278,3.551,5.057,7.146,79.45
2017-12-23 20:00,12.68,8.17,3.135,5.265,7.913,77.5
2017-12-23 19:00,12.71,8.33,0.0,3.376,7.935,83.2
2017-12-23 18:00,12.88,8.52,0.0,0.001,0.11,90.9
2017-12-23 17:00,12.59,9.83,0.0,0.0,0.0,0.0
2017-12-23 16:00,12.6,11.14,0.0,0.0,0.0,0.0
2017-12-23 15:00,12.6,14.08,0.0,0.0,0.0,0.0
2017-12-23 14:00,12.61,15.37,0.0,0.0,0.0,0.0
2017-12-23 13:00,12.61,15.91,0.0,0.0,0.0,0.0
2017-12-23 12:00,12.62,13.93,0.0,0.0,0.0,0.0
2017-12-23 11:00,12.63,14.36,0.0,0.0,0.0,0.0
2017-12-23 10:00,12.64,13.22,0.0,0.0,0.022,104.1
2017-12-23 09:00,12.65,9.51,0.0,0.979,2.718,79.26
2017-12-23 08:00,12.67,9.14,0.0,1.917,3.88,79.6
2017-12-23 07:00,12.67,9.79,0.0,0.0,0.022,53.14
2017-12-23 06:00,12.75,10.45,0.0,0.0,0.044,67.58
2017-12-23 05:00,13.09,11.52,0.0,0.0,0.0,0.0
2017-12-23 04:00,12.6,12.56,0.0,0.0,0.0,0.0
2017-12-23 03:00,12.6,14.18,0.0,0.0,0.022,65.5
2017-12-23 02:00,12.6,14.32,0.0,0.18,3.288,65.24
2017-12-23 01:00,12.6,14.3,0.0,0.0,0.0,0.0
2017-12-23 00:00,12.61,14.47,0.0,0.986,3.376,80.9
2017-12-22 23:00,12.61,14.61,0.351,1.922,2.915,75.0
2017-12-22 22:00,12.62,15.03,0.921,1.862,3.135,73.29
2017-12-22 21:00,12.64,15.29,0.899,2.147,3.398,73.67
2017-12-22 20:00,12.66,15.87,1.381,2.519,4.055,77.18
2017-12-22 19:00,12.68,16.75,1.184,2.632,3.507,81.7
2017-12-22 18:00,12.73,17.26,1.249,2.881,4.121,90.3
2017-12-22 17:00,12.84,18.0,0.0,1.211,5.502,89.3
2017-12-22 16:00,13.49,18.74,0.0,0.477,10.26,271.9
2017-12-22 15:00,12.6,20.55,0.0,3.226,8.75,253.5
2017-12-22 14:00,12.6,21.67,0.0,0.612,5.48,202.9
2017-12-22 13:00,12.61,22.61,0.0,0.572,4.669,92.7
2017-12-22 12:00,12.61,21.04,0.0,2.332,4.45,91.4
2017-12-22 11:00,12.61,22.48,0.0,0.794,4.625,109.0
2017-12-22 10:00,12.61,22.17,0.0,1.39,9.54,272.5
2017-12-22 09:00,12.62,22.58,0.0,0.312,3.2,272.8
2017-12-22 08:00,12.63,22.61,0.0,2.777,11.35,271.2
2017-12-22 07:00,12.65,22.65,2.937,6.309,10.37,262.4
2017-12-22 06:00,12.68,22.99,1.929,5.772,11.27,266.8
2017-12-22 05:00,12.73,23.34,1.118,6.825,13.24,265.6
2017-12-22 04:00,12.95,23.37,1.534,9.25,15.83,268.7
2017-12-22 03:00,12.59,23.32,0.548,7.366,16.35,278.8
2017-12-22 02:00,12.59,22.58,0.066,4.771,15.06,285.3
2017-12-22 01:00,12.59,22.24,0.46,6.396,17.19,281.2
2017-12-22 00:00,12.59,22.0,1.754,13.01,22.34,278.4
2017-12-21 23:00,12.6,21.4,5.502,14.63,21.74,259.6
2017-12-21 22:00,12.58,20.95,2.696,15.7,23.39,257.2
2017-12-21 21:00,12.61,20.39,0.153,16.78,25.54,265.8
2017-12-21 20:00,12.63,18.83,11.9,21.45,28.78,260.3
2017-12-21 19:00,12.65,18.61,1.03,15.51,29.46,274.8
2017-12-21 18:00,12.67,18.07,0.504,10.66,24.4,276.2
2017-12-21 17:00,12.71,17.85,0.0,6.393,17.78,263.5
2017-12-21 16:00,12.8,18.04,2.543,14.92,24.9,274.1
2017-12-21 15:00,13.48,19.18,5.612,18.04,27.79,268.5
2017-12-21 14:00,12.6,20.4,2.17,12.89,25.21,269.8
2017-12-21 13:00,12.6,20.77,0.526,17.58,31.37,262.6
2017-12-21 12:00,12.6,20.3,14.34,21.28,30.32,255.5
2017-12-21 11:00,12.61,22.05,14.03,20.28,28.65,256.0
2017-12-21 10:00,12.58,24.07,1.293,11.14,22.99,252.8
2017-12-21 09:00,12.61,23.07,0.263,8.35,20.01,251.6
2017-12-21 08:00,12.59,22.05,1.71,7.749,19.53,252.4
2017-12-21 07:00,12.63,20.28,4.866,10.36,14.77,259.0
2017-12-21 06:00,12.64,19.63,4.318,11.07,17.86,260.0
2017-12-21 05:00,12.66,20.66,7.519,12.32,17.32,261.7
2017-12-21 04:00,12.7,20.66,7.365,13.4,21.31,256.9
2017-12-21 03:00,12.85,20.27,1.556,9.4,17.67,252.8
2017-12-21 02:00,12.6,19.16,5.261,8.5,13.92,257.6
2017-12-21 01:00,12.58,20.31,3.77,6.696,10.72,253.1
2017-12-21 00:00,12.6,18.82,2.85,5.954,9.27,257.3
2017-12-20 23:00,12.61,17.23,2.06,3.645,6.357,262.5
2017-12-20 22:00,12.61,17.07,1.271,2.665,3.595,270.5
2017-12-20 21:00,12.62,16.96,0.745,3.101,4.472,266.0
2017-12-20 20:00,12.63,16.59,1.995,3.464,5.151,261.2
2017-12-20 19:00,12.64,17.54,2.345,4.546,6.664,256.4
2017-12-20 18:00,12.66,17.5,0.0,1.799,4.932,255.5
2017-12-20 17:00,12.68,18.54,0.701,3.505,5.436,254.8
2017-12-20 16:00,12.71,19.1,2.521,4.052,6.094,254.4
2017-12-20 15:00,12.79,19.89,2.28,4.59,6.992,258.6
2017-12-20 14:00,13.52,20.15,1.578,5.552,8.77,259.6
2017-12-20 13:00,12.59,20.49,3.025,5.073,7.935,259.7
2017-12-20 12:00,12.62,20.11,0.066,3.46,6.028,254.3
2017-12-20 11:00,12.6,21.2,0.0,3.683,7.891,250.7
2017-12-20 10:00,12.63,20.42,1.819,5.918,9.64,255.6
2017-12-20 09:00,12.64,20.48,1.666,5.684,10.26,253.4
2017-12-20 08:00,12.65,20.64,0.0,4.336,9.4,262.7
2017-12-20 07:00,12.66,20.92,2.082,6.353,10.02,262.9
2017-12-20 06:00,12.67,21.17,3.507,7.518,11.0,259.5
2017-12-20 05:00,12.68,21.02,3.924,7.752,12.71,263.9
2017-12-20 04:00,12.7,21.41,0.504,6.87,13.7,277.1
2017-12-20 03:00,12.74,21.35,0.066,6.956,13.72,270.9
2017-12-20 02:00,12.89,21.75,0.0,0.311,8.64,271.3
2017-12-20 01:00,12.62,21.77,0.0,0.0,0.0,0.0
2017-12-20 00:00,12.62,21.77,0.0,0.145,3.485,229.9
2017-12-19 23:00,12.62,22.3,0.0,2.011,6.861,248.0
2017-12-19 22:00,12.62,22.21,0.0,1.612,6.379,249.2
2017-12-19 21:00,12.62,22.39,0.0,1.96,6.598,241.6
2017-12-19 20:00,12.63,22.64,0.0,0.857,4.011,272.3
2017-12-19 19:00,12.63,22.92,0.0,1.933,7.299,270.4
2017-12-19 18:00,12.65,23.31,0.0,1.703,5.677,306.0
2017-12-19 17:00,12.66,23.83,0.0,1.953,8.59,53.46
2017-12-19 16:00,12.67,25.08,0.022,2.31,7.54,30.17
2017-12-19 15:00,12.7,26.63,0.0,1.773,7.014,259.4
2017-12-19 14:00,12.76,25.69,0.0,1.72,5.853,78.79
2017-12-19 13:00,13.17,24.26,1.973,3.998,5.809,81.2
2017-12-19 12:00,12.62,23.98,2.126,3.74,5.458,83.5
2017-12-19 11:00,12.63,23.69,1.819,3.469,5.02,83.4
2017-12-19 10:00,12.63,23.67,2.039,3.702,5.392,80.4
2017-12-19 09:00,12.64,23.6,1.732,3.851,5.809,78.46
2017-12-19 08:00,12.65,23.71,2.367,3.818,5.633,80.4
2017-12-19 07:00,12.66,24.1,2.17,3.639,5.107,81.2
2017-12-19 06:00,12.67,24.43,2.63,3.858,5.436,79.93
2017-12-19 05:00,12.68,24.81,1.929,3.772,5.436,81.1
2017-12-19 04:00,12.69,24.61,2.499,4.418,6.094,81.2
2017-12-19 03:00,12.71,24.95,2.981,4.405,6.357,81.5
2017-12-19 02:00,12.74,25.18,3.003,4.453,6.554,80.5
2017-12-19 01:00,12.85,25.27,1.841,4.019,6.094,81.2
2017-12-19 00:00,12.63,25.73,2.806,4.12,6.51,82.3
2017-12-18 23:00,12.64,25.72,2.521,3.796,5.48,81.3
2017-12-18 22:00,12.64,25.62,1.995,3.158,4.559,88.9
2017-12-18 21:00,12.64,25.38,0.0,2.334,3.748,84.1
2017-12-18 20:00,12.64,25.17,0.0,1.43,5.918,252.5
2017-12-18 19:00,12.65,25.29,2.893,5.685,10.46,258.9
2017-12-18 18:00,12.66,25.51,5.327,8.76,15.17,260.2
2017-12-18 17:00,12.67,26.39,6.905,11.03,16.48,256.4
2017-12-18 16:00,12.67,26.7,1.841,10.87,22.07,276.1
2017-12-18 15:00,12.69,26.81,4.625,14.65,20.65,267.1
2017-12-18 14:00,12.71,26.58,5.94,17.96,24.99,273.3
2017-12-18 13:00,12.77,26.6,5.612,17.48,25.69,273.0
2017-12-18 12:00,13.05,26.74,8.81,18.42,26.94,267.1
2017-12-18 11:00,12.62,26.91,1.907,15.45,26.65,263.5
2017-12-18 10:00,12.63,27.13,0.175,12.36,20.52,260.3
2017-12-18 09:00,12.63,28.75,10.0,14.05,20.76,258.6
2017-12-18 08:00,12.64,29.84,7.387,17.49,25.51,268.8
2017-12-18 07:00,12.61,30.07,0.0,4.91,18.33,282.1
2017-12-18 06:00,12.65,30.8,0.044,3.626,11.64,254.7
2017-12-18 05:00,12.66,30.83,0.0,4.073,11.4,254.8
2017-12-18 04:00,12.67,31.01,0.0,3.309,11.86,30.79
2017-12-18 03:00,12.68,31.2,0.0,3.669,13.37,246.8
2017-12-18 02:00,12.7,31.37,0.0,5.111,10.96,244.7
2017-12-18 01:00,12.73,31.13,0.0,5.749,13.72,255.5
2017-12-18 00:00,12.82,30.56,0.0,4.841,13.35,250.6
2017-12-17 23:00,13.5,31.01,0.11,6.016,15.3,242.7
2017-12-17 22:00,12.62,30.92,0.0,6.734,15.59,244.3
2017-12-17 21:00,12.62,31.01,0.0,4.35,11.79,255.0
2017-12-17 20:00,12.62,30.76,0.0,4.499,12.03,250.2
2017-12-17 19:00,12.63,30.66,0.0,4.312,11.4,249.3
2017-12-17 18:00,12.64,30.71,0.0,2.953,10.5,261.6
2017-12-17 17:00,12.64,30.78,0.0,3.014,9.1,253.7
2017-12-17 16:00,12.65,30.92,0.0,4.057,12.74,245.9
2017-12-17 15:00,12.66,31.44,0.022,4.44,14.71,251.2
2017-12-17 14:00,12.67,31.89,0.0,4.442,15.1,253.2
2017-12-17 13:00,12.7,31.88,0.0,3.35,10.74,257.4
2017-12-17 12:00,12.75,31.77,0.0,2.499,10.11,250.3
2017-12-17 11:00,12.93,31.56,0.0,1.269,7.804,255.6
2017-12-17 10:00,12.61,31.75,0.0,0.0,0.0,0.0
2017-12-17 09:00,12.62,30.92,0.0,0.0,0.0,0.0
2017-12-17 08:00,12.62,29.79,0.0,0.0,0.0,0.0
2017-12-17 07:00,12.62,29.44,0.0,0.0,0.0,0.0
2017-12-17 06:00,12.62,28.82,0.0,0.0,0.0,0.0
2017-12-17 05:00,12.62,27.87,0.0,0.0,0.0,0.0
2017-12-17 04:00,12.63,27.08,0.0,0.0,0.0,0.0
2017-12-17 03:00,12.63,26.35,0.0,0.0,0.0,0.0
2017-12-17 02:00,12.64,26.07,0.0,0.0,0.0,0.0
2017-12-17 01:00,12.66,25.82,0.0,0.0,0.0,0.0
2017-12-17 00:00,12.69,25.57,0.0,0.0,0.0,0.0
2017-12-16 23:00,12.75,24.97,0.0,2.954,9.84,255.7
2017-12-16 22:00,13.47,24.57,0.0,4.089,16.9,255.2
2017-12-16 21:00,12.61,24.25,0.0,3.888,11.33,276.7
2017-12-16 20:00,12.61,23.48,0.0,3.579,12.43,266.5
2017-12-16 19:00,12.61,23.6,0.0,3.589,14.71,277.4
2017-12-16 18:00,12.62,23.52,0.0,5.871,18.76,287.4
2017-12-16 17:00,12.62,23.84,0.0,2.799,16.88,280.0
2017-12-16 16:00,12.62,23.98,2.082,13.84,22.64,277.6
2017-12-16 15:00,12.63,23.89,5.305,14.31,22.07,269.1
2017-12-16 14:00,12.64,24.04,2.915,9.93,17.19,265.4
2017-12-16 13:00,12.65,24.32,1.578,8.94,18.63,265.5
2017-12-16 12:00,12.68,24.46,0.0,5.82,13.85,265.5
2017-12-16 11:00,12.71,24.44,1.271,6.8,14.07,265.4
2017-12-16 10:00,12.83,23.32,0.789,4.429,8.97,267.1
2017-12-16 09:00,12.62,22.64,1.688,5.664,9.38,267.3
2017-12-16 08:00,12.6,22.59,0.022,4.235,9.07,275.2
2017-12-16 07:00,12.63,22.93,1.206,7.504,14.4,268.7
2017-12-16 06:00,12.64,23.27,0.526,6.864,12.95,271.6
2017-12-16 05:00,12.64,23.06,0.329,6.739,12.91,270.3
2017-12-16 04:00,12.65,23.0,0.964,5.351,12.36,269.3
2017-12-16 03:00,12.66,22.9,2.828,9.27,17.36,266.3
2017-12-16 02:00,12.67,23.06,2.345,14.45,28.78,269.0
2017-12-16 01:00,12.68,23.09,2.411,12.23,27.38,267.4
2017-12-16 00:00,12.7,23.04,4.976,18.94,33.32,265.0
2017-12-15 23:00,12.73,23.22,3.902,16.16,27.14,266.1
2017-12-15 22:00,12.81,24.41,5.239,15.08,25.95,269.1
2017-12-15 21:00,13.53,24.66,3.025,10.33,19.86,270.5
2017-12-15 20:00,12.64,24.59,0.329,9.25,23.65,273.3
2017-12-15 19:00,12.64,25.08,3.989,15.94,30.82,266.5
2017-12-15 18:00,12.65,25.33,8.72,22.41,33.93,263.6
2017-12-15 17:00,12.65,25.54,2.302,23.86,39.41,271.1
2017-12-15 16:00,12.66,26.6,1.907,19.16,33.1,283.7
2017-12-15 15:00,12.66,27.2,4.647,21.55,31.83,273.1
2017-12-15 14:00,12.67,27.67,1.644,21.88,31.89,273.8
2017-12-15 13:00,12.66,28.3,0.197,6.533,21.79,286.8
