Date/Time (PST),Battery Voltage (v),Temperature (deg F),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Speed Maximum (mph),Wind Direction (deg.)
2015-12-22 16:00,13.54,22.02,0.0,0.859,6.357,225.7
2015-12-22 15:00,12.57,23.54,0.0,1.385,9.29,229.1
2015-12-22 14:00,12.57,21.98,0.0,3.175,18.72,242.4
2015-12-22 13:00,12.58,22.05,0.0,2.615,11.77,234.8
2015-12-22 12:00,12.58,21.49,0.0,11.55,24.44,259.6
2015-12-22 11:00,12.59,19.61,7.497,20.83,29.53,269.7
2015-12-22 10:00,12.6,19.45,2.126,21.07,31.21,267.5
2015-12-22 09:00,12.62,19.1,0.592,18.49,32.16,277.4
2015-12-22 08:00,12.63,19.54,0.767,22.11,33.56,267.7
2015-12-22 07:00,12.66,20.97,4.713,19.49,33.47,262.8
2015-12-22 06:00,12.67,21.44,0.263,18.63,35.69,268.3
2015-12-22 05:00,12.71,22.24,0.022,3.854,14.75,260.1
2015-12-22 04:00,12.81,22.38,0.175,8.72,29.88,279.4
2015-12-22 03:00,12.59,22.33,2.104,17.76,31.78,270.7
2015-12-22 02:00,12.6,22.74,0.11,14.4,25.93,265.8
2015-12-22 01:00,12.61,22.75,0.0,6.218,23.08,265.5
2015-12-22 00:00,12.61,22.09,0.0,2.985,9.27,243.0
2015-12-21 23:00,12.62,21.64,0.0,2.771,11.24,223.0
2015-12-21 22:00,12.64,21.7,0.0,3.692,15.91,246.5
2015-12-21 21:00,12.64,21.43,0.175,12.77,32.0,277.7
2015-12-21 20:00,12.66,21.11,3.288,25.6,34.83,269.7
2015-12-21 19:00,12.67,21.05,0.395,18.66,33.34,279.3
2015-12-21 18:00,12.69,21.15,0.066,7.757,20.1,265.4
2015-12-21 17:00,12.71,20.49,0.0,2.837,4.91,253.0
2015-12-21 16:00,12.75,20.76,0.0,1.814,3.989,75.89
2015-12-21 15:00,13.54,20.82,0.0,0.998,4.187,61.91
2015-12-21 14:00,12.64,20.37,0.0,1.704,6.554,46.37
2015-12-21 13:00,12.65,20.2,0.0,2.441,7.146,56.46
2015-12-21 12:00,12.66,20.36,0.0,3.022,7.935,52.4
2015-12-21 11:00,12.66,21.32,0.0,1.077,3.288,203.4
2015-12-21 10:00,12.67,21.16,0.0,0.267,2.828,203.4
2015-12-21 09:00,12.67,20.81,0.723,1.57,3.266,203.4
2015-12-21 08:00,12.68,20.47,0.526,1.596,2.652,203.4
2015-12-21 07:00,12.69,20.96,0.986,1.682,2.433,203.4
2015-12-21 06:00,12.7,21.33,1.096,1.679,2.433,203.5
2015-12-21 05:00,12.71,21.53,0.811,1.769,2.718,203.5
2015-12-21 04:00,12.72,22.13,0.0,1.115,2.565,203.6
2015-12-21 03:00,12.76,22.4,0.0,1.094,2.455,203.6
2015-12-21 02:00,12.7,22.61,0.0,1.03,3.485,203.6
2015-12-21 01:00,12.71,22.56,0.0,0.0,0.0,0.0
2015-12-21 00:00,12.72,22.16,0.0,0.486,3.354,203.2
2015-12-20 23:00,12.73,22.09,0.0,1.234,8.24,204.4
2015-12-20 22:00,12.74,22.83,0.0,1.796,6.598,212.6
2015-12-20 21:00,12.75,22.72,0.0,1.359,7.014,216.2
2015-12-20 20:00,12.76,23.01,0.0,2.705,9.84,232.6
2015-12-20 19:00,12.78,23.1,0.0,0.996,6.927,202.3
2015-12-20 18:00,12.79,23.25,0.0,2.591,10.52,227.8
2015-12-20 17:00,12.81,23.89,0.0,3.165,22.16,231.5
2015-12-20 16:00,12.84,24.01,0.0,1.408,7.431,201.0
2015-12-20 15:00,12.9,23.53,0.0,1.683,9.27,206.3
2015-12-20 14:00,13.57,23.87,0.0,5.608,21.04,258.2
2015-12-20 13:00,13.51,24.3,0.0,1.351,8.79,181.4
2015-12-20 12:00,12.59,23.96,0.0,0.232,2.499,158.4
2015-12-20 11:00,12.58,23.03,0.0,0.485,2.915,141.6
2015-12-20 10:00,12.59,19.21,1.118,3.611,5.261,77.92
2015-12-20 09:00,12.6,15.76,0.0,4.234,7.76,81.4
2015-12-20 08:00,12.6,15.05,2.696,4.361,6.335,84.4
2015-12-20 07:00,12.61,14.98,2.543,3.827,5.261,85.7
2015-12-20 06:00,12.62,15.38,2.85,4.242,5.677,82.3
2015-12-20 05:00,12.64,15.87,3.047,4.67,6.488,84.1
2015-12-20 04:00,12.66,16.57,3.222,5.124,6.861,85.7
2015-12-20 03:00,12.68,18.77,3.398,4.986,7.277,89.0
2015-12-20 02:00,12.71,19.91,3.683,5.244,7.891,86.6
2015-12-20 01:00,12.78,21.38,3.091,5.902,9.36,86.3
2015-12-20 00:00,12.57,22.75,1.754,4.438,9.8,138.5
2015-12-19 23:00,12.57,22.85,0.0,2.302,5.042,198.0
2015-12-19 22:00,12.58,23.6,0.0,2.187,5.59,198.1
2015-12-19 21:00,12.58,23.6,0.0,0.733,3.902,198.1
2015-12-19 20:00,12.59,23.33,0.0,1.141,6.028,198.1
2015-12-19 19:00,12.6,23.44,0.0,0.957,6.357,198.1
2015-12-19 18:00,12.62,23.46,0.0,0.579,3.398,198.1
2015-12-19 17:00,12.64,23.62,0.0,0.429,2.608,198.1
2015-12-19 16:00,12.66,24.05,0.0,1.432,7.804,218.8
2015-12-19 15:00,12.67,24.15,0.0,1.502,9.6,200.3
2015-12-19 14:00,12.7,26.18,0.0,1.775,9.23,226.3
2015-12-19 13:00,12.74,25.13,0.0,1.653,7.212,242.6
2015-12-19 12:00,12.95,24.98,0.0,0.511,8.79,183.0
2015-12-19 11:00,12.57,25.09,0.0,0.335,3.398,168.2
2015-12-19 10:00,12.58,24.15,0.0,3.147,8.31,254.5
2015-12-19 09:00,12.58,23.17,0.0,0.984,6.686,259.0
2015-12-19 08:00,12.58,22.98,0.0,0.834,2.718,176.2
2015-12-19 07:00,12.59,23.05,0.0,1.39,4.318,176.2
2015-12-19 06:00,12.6,23.05,0.0,2.006,4.362,176.2
2015-12-19 05:00,12.62,22.98,0.132,2.444,5.699,177.5
2015-12-19 04:00,12.64,22.76,0.0,1.956,5.568,220.4
2015-12-19 03:00,12.66,22.48,0.0,2.259,5.721,230.6
2015-12-19 02:00,12.67,22.48,0.0,1.689,6.247,259.5
2015-12-19 01:00,12.7,22.56,0.0,0.778,5.348,276.1
2015-12-19 00:00,12.77,22.64,0.0,1.567,7.058,228.0
2015-12-18 23:00,13.55,23.21,0.0,0.661,4.121,209.3
2015-12-18 22:00,12.57,23.21,0.0,1.345,6.729,237.6
2015-12-18 21:00,12.57,23.37,0.0,1.906,7.014,229.3
2015-12-18 20:00,12.58,23.21,0.0,2.215,7.168,253.1
2015-12-18 19:00,12.59,23.97,0.0,1.657,5.831,230.7
2015-12-18 18:00,12.6,23.99,0.0,2.318,12.71,240.7
2015-12-18 17:00,12.61,24.17,0.0,2.607,10.28,262.1
2015-12-18 16:00,12.63,24.54,0.0,2.174,8.22,259.0
2015-12-18 15:00,12.65,25.22,0.0,3.292,12.6,265.3
2015-12-18 14:00,12.67,26.11,0.0,2.742,9.4,260.5
2015-12-18 13:00,12.69,26.15,0.0,2.824,15.08,238.1
2015-12-18 12:00,12.73,27.53,0.0,1.445,6.795,199.4
2015-12-18 11:00,12.89,27.07,0.0,2.837,9.14,232.5
2015-12-18 10:00,12.57,27.81,0.0,1.63,10.32,236.4
2015-12-18 09:00,12.57,26.93,0.0,1.853,8.42,228.1
2015-12-18 08:00,12.57,25.67,0.0,3.089,10.94,197.6
2015-12-18 07:00,12.58,27.68,0.0,4.158,15.61,156.9
2015-12-18 06:00,12.6,16.45,2.126,5.399,8.07,79.96
2015-12-18 05:00,12.61,15.28,2.082,6.48,12.01,83.3
2015-12-18 04:00,12.62,14.84,3.573,6.621,11.46,79.81
2015-12-18 03:00,12.64,14.75,3.88,6.874,9.6,79.18
2015-12-18 02:00,12.66,14.42,3.836,7.032,9.69,75.23
2015-12-18 01:00,12.68,14.63,4.779,7.284,10.35,75.23
2015-12-18 00:00,12.71,14.4,4.735,6.577,9.05,74.49
2015-12-17 23:00,12.77,14.35,4.165,6.66,9.29,74.18
2015-12-17 22:00,13.54,14.04,4.559,6.593,9.64,74.82
2015-12-17 21:00,12.58,14.11,3.069,5.662,8.15,75.56
2015-12-17 20:00,12.56,14.02,2.981,5.316,7.519,75.64
2015-12-17 19:00,12.58,14.19,2.937,5.425,8.94,76.28
2015-12-17 18:00,12.59,14.33,3.047,5.564,8.77,77.1
2015-12-17 17:00,12.6,14.69,3.31,5.824,12.47,76.94
2015-12-17 16:00,12.61,14.97,1.666,4.482,7.738,77.72
2015-12-17 15:00,12.64,15.66,0.723,4.279,8.72,74.89
2015-12-17 14:00,12.65,16.43,1.359,4.611,8.53,74.08
2015-12-17 13:00,12.67,16.34,1.841,4.697,9.56,74.82
2015-12-17 12:00,12.7,16.6,1.819,4.855,10.46,74.22
2015-12-17 11:00,12.71,16.75,0.701,4.279,12.25,76.27
2015-12-17 10:00,12.82,16.29,0.789,4.405,11.51,73.31
2015-12-17 09:00,12.58,16.31,0.57,4.488,11.24,74.67
2015-12-17 08:00,12.58,16.37,0.0,4.187,7.913,81.3
2015-12-17 07:00,12.58,16.43,0.0,0.0,0.0,0.0
2015-12-17 06:00,12.59,16.26,0.0,0.0,0.0,0.0
2015-12-17 05:00,12.59,16.03,0.0,0.0,0.0,0.0
2015-12-17 04:00,12.6,16.13,0.0,0.0,0.0,0.0
2015-12-17 03:00,12.62,16.69,0.0,0.0,0.0,0.0
2015-12-17 02:00,12.64,16.84,0.0,0.0,0.0,0.0
2015-12-17 01:00,12.66,16.91,0.0,0.0,0.0,0.0
2015-12-17 00:00,12.68,16.61,0.0,0.0,0.0,0.0
2015-12-16 23:00,12.7,16.07,0.0,0.0,0.0,0.0
2015-12-16 22:00,12.76,16.69,0.0,0.0,0.0,0.0
2015-12-16 21:00,13.51,17.55,0.0,0.0,0.0,0.0
2015-12-16 20:00,12.58,16.37,0.0,0.0,0.0,0.0
2015-12-16 19:00,12.58,17.25,0.0,0.0,0.0,0.0
2015-12-16 18:00,12.58,17.64,0.0,0.0,0.0,0.0
2015-12-16 17:00,12.59,18.99,0.0,0.0,0.0,0.0
2015-12-16 16:00,12.6,19.88,0.0,0.0,0.0,0.0
2015-12-16 15:00,12.61,20.32,0.0,0.0,0.0,0.0
2015-12-16 14:00,12.63,22.76,0.0,0.0,0.0,0.0
2015-12-16 13:00,12.65,25.86,0.0,0.0,0.0,0.0
2015-12-16 12:00,12.67,22.81,0.0,0.0,0.0,0.0
2015-12-16 11:00,12.67,20.96,0.0,0.0,0.0,0.0
2015-12-16 10:00,12.71,23.13,0.0,1.994,5.59,265.9
2015-12-16 09:00,12.82,19.92,0.0,3.183,9.1,255.5
2015-12-16 08:00,12.56,19.83,1.797,5.277,9.29,265.8
2015-12-16 07:00,12.59,20.76,0.614,6.519,12.56,266.8
2015-12-16 06:00,12.58,21.1,1.228,9.97,17.4,267.2
2015-12-16 05:00,12.59,21.63,0.0,6.331,12.65,270.1
2015-12-16 04:00,12.59,22.61,2.28,8.63,18.11,265.0
2015-12-16 03:00,12.6,22.69,0.964,13.92,22.25,265.6
2015-12-16 02:00,12.61,23.35,0.46,12.28,21.77,263.5
2015-12-16 01:00,12.64,25.32,1.929,14.65,26.26,271.2
2015-12-16 00:00,12.65,25.71,2.104,13.62,23.26,269.4
2015-12-15 23:00,12.67,25.76,0.0,9.22,24.0,276.5
2015-12-15 22:00,12.7,25.69,0.526,10.07,19.77,273.6
2015-12-15 21:00,12.74,25.69,0.0,3.276,17.97,269.8
2015-12-15 20:00,12.97,25.3,0.0,0.436,7.475,276.5
2015-12-15 19:00,12.58,24.96,0.0,1.236,13.46,280.1
2015-12-15 18:00,12.59,24.43,0.0,0.0,0.0,0.0
2015-12-15 17:00,12.59,23.56,0.0,0.0,0.0,0.0
2015-12-15 16:00,12.59,23.08,0.0,6.616,19.86,275.5
2015-12-15 15:00,12.6,22.42,1.644,14.94,22.36,266.6
2015-12-15 14:00,12.62,22.28,0.0,11.52,18.92,269.0
2015-12-15 13:00,12.64,21.81,5.612,16.01,23.5,261.4
