Date/Time (PST),Battery Voltage (v),Temperature (deg F),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Speed Maximum (mph),Wind Direction (deg.)
2019-05-11 05:00,12.79,58.04,0.0,2.586,5.129,207.9
2019-05-11 04:00,12.79,54.99,0.0,1.287,4.713,256.3
2019-05-11 03:00,12.81,56.45,1.841,4.388,8.42,258.4
2019-05-11 02:00,12.83,55.81,0.0,2.403,5.261,266.9
2019-05-11 01:00,12.87,55.76,0.0,2.687,5.261,219.9
2019-05-11 00:00,13.04,55.16,0.219,3.29,5.743,169.0
2019-05-10 23:00,13.56,55.1,0.0,4.337,6.664,215.3
2019-05-10 22:00,13.57,55.47,1.074,4.952,8.09,204.1
2019-05-10 21:00,13.51,55.61,1.469,6.141,10.98,245.9
2019-05-10 20:00,12.63,56.2,5.787,8.33,14.29,260.8
2019-05-10 19:00,12.63,58.69,6.532,10.8,16.48,262.0
2019-05-10 18:00,12.64,61.23,1.863,9.99,17.54,275.3
2019-05-10 17:00,12.65,62.5,0.0,7.034,14.62,280.7
2019-05-10 16:00,12.65,64.85,0.0,4.486,10.61,277.8
2019-05-10 15:00,12.66,65.63,0.0,3.524,10.92,282.1
2019-05-10 14:00,12.67,64.46,0.0,4.213,13.2,274.9
2019-05-10 13:00,12.69,65.95,0.0,1.398,5.612,318.0
2019-05-10 12:00,12.73,64.38,0.0,1.769,6.466,281.1
2019-05-10 11:00,12.77,62.95,0.0,1.077,4.888,290.8
2019-05-10 10:00,12.82,62.16,0.0,1.691,4.888,230.6
2019-05-10 09:00,12.94,63.48,0.0,1.477,4.406,227.4
2019-05-10 08:00,12.67,60.04,0.0,0.267,2.565,292.2
2019-05-10 07:00,12.68,57.96,0.0,0.429,2.411,217.2
2019-05-10 06:00,12.7,62.09,0.0,0.711,3.047,248.5
2019-05-10 05:00,12.71,54.02,0.0,1.202,3.441,292.9
2019-05-10 04:00,12.73,52.99,1.666,3.246,4.669,292.4
2019-05-10 03:00,12.75,52.65,0.0,2.729,4.516,267.7
2019-05-10 02:00,12.76,51.05,0.0,1.291,2.587,103.2
2019-05-10 01:00,12.78,51.34,0.0,0.971,2.521,85.5
2019-05-10 00:00,12.79,51.32,0.0,1.791,2.74,283.7
2019-05-09 23:00,12.81,53.07,0.0,2.291,5.414,260.2
2019-05-09 22:00,12.85,52.1,2.039,5.514,9.34,253.1
2019-05-09 21:00,12.95,51.28,3.047,7.955,13.52,271.8
2019-05-09 20:00,13.5,51.73,6.795,9.55,15.3,259.6
2019-05-09 19:00,12.63,53.78,3.88,9.12,17.4,255.7
2019-05-09 18:00,12.64,56.98,0.0,2.806,10.15,269.0
2019-05-09 17:00,12.65,60.5,0.0,1.063,5.853,315.2
2019-05-09 16:00,12.65,60.14,0.0,2.554,8.4,293.6
2019-05-09 15:00,12.66,59.48,0.0,2.24,7.365,290.2
2019-05-09 14:00,12.67,59.9,0.0,1.219,4.165,39.7
2019-05-09 13:00,12.68,57.56,0.0,4.653,9.01,95.8
2019-05-09 12:00,12.7,58.33,0.0,3.133,10.11,111.2
2019-05-09 11:00,12.73,56.24,0.0,4.049,11.79,81.2
2019-05-09 10:00,12.77,53.93,0.0,4.429,12.03,84.5
2019-05-09 09:00,12.83,53.53,0.0,2.414,8.24,103.8
2019-05-09 08:00,12.94,52.41,0.0,1.942,5.918,122.2
2019-05-09 07:00,13.53,52.08,0.0,2.461,6.401,107.7
2019-05-09 06:00,12.7,50.39,0.0,3.431,7.475,91.0
2019-05-09 05:00,12.72,46.46,0.0,5.687,16.75,84.0
2019-05-09 04:00,12.74,47.32,2.28,7.82,14.16,76.56
2019-05-09 03:00,12.75,47.41,1.776,6.295,12.54,75.07
2019-05-09 02:00,12.76,48.79,0.899,8.04,17.84,73.77
2019-05-09 01:00,12.77,48.57,1.512,6.803,15.1,69.64
2019-05-09 00:00,12.78,48.82,2.214,6.122,15.12,64.07
2019-05-08 23:00,12.79,49.25,0.0,3.204,5.962,59.64
2019-05-08 22:00,12.81,48.41,0.0,2.643,5.853,235.1
2019-05-08 21:00,12.84,49.39,0.219,4.206,7.606,273.9
2019-05-08 20:00,12.89,50.5,2.148,6.565,10.5,270.6
2019-05-08 19:00,13.13,50.99,4.779,8.54,14.36,259.1
2019-05-08 18:00,13.56,52.85,0.066,10.12,18.79,268.3
2019-05-08 17:00,12.59,55.75,0.0,3.817,10.28,282.7
2019-05-08 16:00,12.59,57.35,1.929,7.11,12.6,260.2
2019-05-08 15:00,12.6,53.84,3.354,7.117,11.27,252.8
2019-05-08 14:00,12.61,55.51,0.0,5.328,10.32,272.3
2019-05-08 13:00,12.61,54.12,2.784,6.054,10.35,250.9
2019-05-08 12:00,12.62,53.12,0.0,3.402,9.12,270.6
2019-05-08 11:00,12.64,56.26,0.132,3.134,5.765,282.8
2019-05-08 10:00,12.66,52.48,0.0,2.983,6.291,293.4
2019-05-08 09:00,12.7,51.67,0.0,3.94,6.16,282.0
2019-05-08 08:00,12.75,47.64,3.288,5.541,7.891,271.2
2019-05-08 07:00,12.81,46.01,3.683,6.409,10.37,268.1
2019-05-08 06:00,12.91,44.07,4.494,8.46,14.25,266.9
2019-05-08 05:00,13.57,44.37,3.288,6.796,10.98,264.1
2019-05-08 04:00,12.61,43.6,4.472,8.29,12.69,267.8
2019-05-08 03:00,12.62,44.42,4.625,9.43,13.63,266.5
2019-05-08 02:00,12.63,43.49,3.726,7.499,12.3,264.8
2019-05-08 01:00,12.63,43.43,3.683,6.844,11.51,263.9
2019-05-08 00:00,12.64,43.63,3.113,7.842,14.53,265.3
2019-05-07 23:00,12.65,42.72,2.543,6.909,10.85,266.7
2019-05-07 22:00,12.67,42.98,4.735,10.07,16.79,265.8
2019-05-07 21:00,12.7,43.82,4.428,11.67,21.37,260.7
2019-05-07 20:00,12.73,45.44,5.085,13.17,23.65,257.3
2019-05-07 19:00,12.78,47.74,7.212,12.68,18.76,263.0
2019-05-07 18:00,12.83,49.96,1.052,13.55,23.67,280.7
2019-05-07 17:00,13.0,51.7,0.395,10.6,23.17,287.5
2019-05-07 16:00,12.66,51.52,0.11,7.393,20.5,293.1
2019-05-07 15:00,12.66,54.0,0.0,5.098,20.78,299.3
2019-05-07 14:00,12.67,55.94,0.0,3.6,13.63,283.6
2019-05-07 13:00,12.67,54.45,0.0,2.922,8.5,281.6
2019-05-07 12:00,12.68,54.11,0.0,5.686,15.23,275.2
2019-05-07 11:00,12.68,50.72,0.438,8.59,16.2,274.8
2019-05-07 10:00,12.69,50.78,2.828,7.15,10.24,275.5
2019-05-07 09:00,12.7,48.49,3.441,7.733,13.55,268.3
2019-05-07 08:00,12.71,46.97,3.902,6.876,11.46,268.7
2019-05-07 07:00,12.74,46.28,2.345,5.259,7.497,268.6
2019-05-07 06:00,12.79,45.45,3.507,8.03,14.6,265.3
2019-05-07 05:00,12.86,44.31,4.472,9.42,14.34,266.5
2019-05-07 04:00,13.23,42.89,0.0,4.738,10.13,269.7
2019-05-07 03:00,12.73,42.56,2.981,9.91,17.01,274.5
2019-05-07 02:00,12.74,43.14,5.721,10.14,15.52,278.5
2019-05-07 01:00,12.75,42.46,4.647,8.5,12.25,281.8
2019-05-07 00:00,12.76,41.85,5.502,8.22,11.27,283.9
2019-05-06 23:00,12.77,42.03,0.0,6.167,10.78,266.5
2019-05-06 22:00,12.78,43.23,3.507,10.46,18.02,255.7
2019-05-06 21:00,12.79,44.08,7.256,13.38,20.58,255.3
2019-05-06 20:00,12.81,44.65,5.195,10.93,19.03,247.1
2019-05-06 19:00,12.83,47.87,0.044,6.733,15.21,259.7
2019-05-06 18:00,12.85,51.48,0.0,5.503,15.59,272.2
2019-05-06 17:00,12.9,52.23,0.022,5.739,20.3,293.3
2019-05-06 16:00,13.2,53.16,0.022,6.374,23.17,289.6
2019-05-06 15:00,13.55,56.69,0.0,3.795,14.95,287.4
2019-05-06 14:00,13.46,56.84,0.0,2.957,11.05,277.6
2019-05-06 13:00,12.69,56.86,0.0,4.204,11.51,269.3
2019-05-06 12:00,12.71,55.74,0.0,2.369,8.68,290.9
2019-05-06 11:00,12.72,55.94,0.0,2.852,7.738,284.3
2019-05-06 10:00,12.74,53.56,0.0,2.555,5.896,291.0
2019-05-06 09:00,12.75,51.83,0.022,2.1,3.946,297.0
2019-05-06 08:00,12.77,50.63,0.0,1.329,4.187,278.6
2019-05-06 07:00,12.78,54.18,0.0,1.054,3.113,248.8
2019-05-06 06:00,12.8,52.53,0.329,3.453,7.08,96.6
2019-05-06 05:00,12.82,45.77,0.0,3.466,6.269,127.3
2019-05-06 04:00,12.85,43.43,0.0,1.676,3.069,159.6
2019-05-06 03:00,12.91,42.39,0.0,2.029,4.866,243.1
2019-05-06 02:00,13.28,42.95,2.85,5.306,7.497,289.3
2019-05-06 01:00,13.56,41.92,4.625,6.742,9.69,273.2
2019-05-06 00:00,12.53,41.5,4.932,7.784,11.53,266.1
2019-05-05 23:00,12.54,40.39,3.463,8.37,13.33,270.7
2019-05-05 22:00,12.54,40.02,3.902,8.91,14.66,267.9
2019-05-05 21:00,12.54,40.87,4.077,8.2,13.7,259.3
2019-05-05 20:00,12.55,42.13,5.524,11.19,16.72,254.0
2019-05-05 19:00,12.57,44.88,4.713,14.09,20.76,266.8
2019-05-05 18:00,12.59,46.93,0.921,9.91,20.21,275.6
2019-05-05 17:00,12.62,48.86,0.022,6.094,18.41,284.7
2019-05-05 16:00,12.66,50.99,0.0,5.017,16.75,284.5
2019-05-05 15:00,12.72,52.01,0.0,5.489,20.54,290.2
2019-05-05 14:00,12.8,52.36,0.0,3.07,10.17,292.9
2019-05-05 13:00,12.96,51.86,0.0,3.866,13.72,290.7
2019-05-05 12:00,13.56,50.95,0.022,5.841,13.5,272.1
2019-05-05 11:00,12.51,47.84,0.0,5.1,15.04,292.7
2019-05-05 10:00,12.52,45.75,0.0,4.747,11.68,290.1
2019-05-05 09:00,12.52,43.64,1.162,4.581,10.92,278.2
2019-05-05 08:00,12.53,43.93,1.381,4.315,8.4,269.4
2019-05-05 07:00,12.54,41.26,2.608,6.608,12.43,259.7
2019-05-05 06:00,12.56,39.75,2.345,7.259,14.36,254.1
2019-05-05 05:00,12.6,38.89,7.847,12.82,23.19,265.2
2019-05-05 04:00,12.63,38.3,6.357,11.26,17.38,268.1
2019-05-05 03:00,12.69,39.06,5.327,14.04,22.29,273.1
2019-05-05 02:00,12.75,38.87,7.299,12.28,20.82,272.5
2019-05-05 01:00,12.85,38.91,4.252,10.27,18.33,272.5
2019-05-05 00:00,13.08,38.32,6.313,15.54,25.98,265.0
2019-05-04 23:00,12.53,37.5,3.156,15.4,25.47,269.4
2019-05-04 22:00,12.53,37.7,0.0,10.95,22.67,288.6
2019-05-04 21:00,12.53,38.48,0.219,8.5,18.79,271.2
2019-05-04 20:00,12.53,39.18,0.241,9.28,21.11,287.8
2019-05-04 19:00,12.53,41.16,1.907,12.49,25.41,283.7
2019-05-04 18:00,12.54,44.15,0.241,8.29,24.51,288.8
2019-05-04 17:00,12.56,46.49,0.197,5.247,18.79,290.1
2019-05-04 16:00,12.59,48.89,0.0,6.375,19.51,290.4
2019-05-04 15:00,12.63,49.11,0.088,7.244,21.07,287.1
2019-05-04 14:00,12.69,49.28,0.0,6.351,17.97,281.7
2019-05-04 13:00,12.79,50.46,0.0,9.32,18.87,255.4
2019-05-04 12:00,12.95,46.36,0.11,7.271,17.4,285.0
2019-05-04 11:00,13.6,46.51,5.151,9.57,17.45,279.0
2019-05-04 10:00,12.5,43.92,3.661,6.108,9.97,286.6
2019-05-04 09:00,12.49,42.34,1.578,3.867,5.37,271.1
2019-05-04 08:00,12.5,46.12,0.022,4.591,8.44,282.5
2019-05-04 07:00,12.5,41.76,2.039,6.143,9.34,273.7
2019-05-04 06:00,12.51,40.83,0.701,6.337,11.11,271.5
2019-05-04 05:00,12.52,36.89,1.359,4.602,8.2,299.4
2019-05-04 04:00,12.55,32.94,3.726,7.605,11.92,288.0
2019-05-04 03:00,12.59,32.06,6.028,11.11,16.57,269.4
2019-05-04 02:00,12.65,32.56,5.633,11.33,17.78,264.9
2019-05-04 01:00,12.72,32.92,0.044,9.27,18.59,277.1
2019-05-04 00:00,12.83,33.31,0.0,5.041,13.9,280.7
2019-05-03 23:00,13.06,33.81,0.219,6.76,16.26,280.3
2019-05-03 22:00,12.51,34.22,0.0,3.947,13.44,282.7
2019-05-03 21:00,12.5,34.44,0.0,5.417,15.5,298.8
2019-05-03 20:00,12.51,35.11,0.46,9.91,20.1,286.9
2019-05-03 19:00,12.51,36.3,0.022,8.15,19.22,298.4
2019-05-03 18:00,12.51,37.13,0.438,8.56,22.03,292.3
2019-05-03 17:00,12.51,37.87,0.088,6.733,20.47,295.8
2019-05-03 16:00,12.53,39.65,0.044,5.084,15.87,278.9
2019-05-03 15:00,12.55,40.35,0.066,5.225,19.27,282.8
2019-05-03 14:00,12.6,41.28,0.0,4.544,13.83,279.7
2019-05-03 13:00,12.67,40.25,0.0,6.386,15.67,280.2
2019-05-03 12:00,12.77,37.51,1.447,6.947,13.13,276.1
2019-05-03 11:00,12.94,35.41,0.088,5.213,9.82,272.4
2019-05-03 10:00,13.3,34.43,0.022,4.331,10.98,275.2
2019-05-03 09:00,12.49,32.92,1.096,6.307,12.28,275.1
2019-05-03 08:00,12.5,32.06,3.573,10.07,16.9,273.2
2019-05-03 07:00,12.5,31.16,5.392,11.32,20.52,267.2
2019-05-03 06:00,12.5,30.78,3.178,10.4,20.89,268.8
2019-05-03 05:00,12.51,30.61,7.431,12.89,20.08,267.5
2019-05-03 04:00,12.51,30.88,6.51,14.21,20.93,272.3
2019-05-03 03:00,12.54,30.74,6.62,14.55,20.96,272.7
2019-05-03 02:00,12.57,30.97,7.76,15.76,27.42,275.3
2019-05-03 01:00,12.62,30.83,4.121,17.68,26.83,277.1
2019-05-03 00:00,12.7,30.83,4.625,19.26,28.56,276.9
2019-05-02 23:00,12.82,30.6,1.973,17.66,28.89,282.5
2019-05-02 22:00,13.01,30.95,0.636,20.32,31.48,285.3
2019-05-02 21:00,13.49,31.59,3.31,18.03,27.47,276.8
2019-05-02 20:00,12.52,32.51,6.817,17.49,27.09,277.7
2019-05-02 19:00,12.52,32.42,6.269,19.05,27.31,278.2
2019-05-02 18:00,12.52,33.56,0.373,8.21,22.97,291.0
2019-05-02 17:00,12.52,32.75,1.206,14.65,25.67,285.4
2019-05-02 16:00,12.53,33.51,0.241,5.71,19.55,307.6
2019-05-02 15:00,12.53,33.79,0.395,5.694,18.15,293.7
2019-05-02 14:00,12.54,33.94,0.132,5.168,18.06,293.0
2019-05-02 13:00,12.56,34.34,0.044,3.906,12.58,291.3
2019-05-02 12:00,12.6,32.28,0.0,8.41,21.17,282.5
2019-05-02 11:00,12.68,30.15,0.877,11.5,22.12,283.0
2019-05-02 10:00,12.79,29.1,0.0,7.524,17.86,289.0
2019-05-02 09:00,13.01,29.12,0.0,7.094,24.38,291.1
2019-05-02 08:00,12.54,27.74,0.745,7.942,20.74,280.9
2019-05-02 07:00,12.55,27.39,0.592,13.15,28.93,292.8
2019-05-02 06:00,12.56,27.18,0.592,11.5,26.06,298.9
2019-05-02 05:00,12.56,27.09,4.274,18.73,30.18,289.6
2019-05-02 04:00,12.57,27.14,1.315,14.43,26.08,291.9
2019-05-02 03:00,12.59,27.46,1.03,12.45,22.95,284.5
2019-05-02 02:00,12.61,27.42,0.263,13.83,28.06,282.3
2019-05-02 01:00,12.63,27.6,0.504,14.47,29.79,291.9
2019-05-02 00:00,12.67,28.47,1.03,14.59,28.82,298.8
2019-05-01 23:00,12.72,29.6,2.674,16.44,27.25,295.2
2019-05-01 22:00,12.8,30.66,1.052,11.81,22.77,290.8
2019-05-01 21:00,12.93,32.34,1.732,16.06,28.04,284.5
2019-05-01 20:00,13.53,33.7,3.113,17.41,28.85,283.6
2019-05-01 19:00,12.63,35.3,1.074,17.74,29.42,285.7
2019-05-01 18:00,12.64,37.99,0.504,8.67,27.01,299.9
2019-05-01 17:00,12.65,38.83,0.11,10.86,26.87,291.7
2019-05-01 16:00,12.66,42.0,0.197,6.032,18.57,289.2
2019-05-01 15:00,12.67,40.77,0.044,6.231,22.93,292.2
2019-05-01 14:00,12.68,42.78,0.044,4.686,17.56,291.2
2019-05-01 13:00,12.68,42.15,0.0,4.616,15.59,294.3
2019-05-01 12:00,12.69,42.14,0.0,3.347,13.74,309.5
2019-05-01 11:00,12.7,41.12,0.0,2.972,13.66,296.5
2019-05-01 10:00,12.73,39.54,0.0,2.83,13.39,307.0
2019-05-01 09:00,12.79,38.78,0.0,2.21,9.49,303.3
2019-05-01 08:00,12.95,37.8,0.0,2.619,11.84,310.0
2019-05-01 07:00,12.71,33.64,0.0,8.01,14.25,281.5
2019-05-01 06:00,12.73,35.21,0.0,7.902,14.97,290.6
2019-05-01 05:00,12.74,33.36,1.491,8.13,11.68,272.0
2019-05-01 04:00,12.74,33.23,4.669,7.844,11.55,263.0
2019-05-01 03:00,12.75,33.55,4.91,8.47,13.2,272.5
2019-05-01 02:00,12.76,33.5,4.516,8.7,12.91,275.0
2019-05-01 01:00,12.77,33.73,4.779,8.96,15.59,273.1
2019-05-01 00:00,12.78,33.99,2.85,8.53,14.18,268.4
2019-04-30 23:00,12.8,33.07,5.962,9.23,13.33,267.0
2019-04-30 22:00,12.82,34.52,4.91,11.97,16.22,275.2
2019-04-30 21:00,12.85,35.28,8.18,12.7,17.65,274.7
2019-04-30 20:00,12.93,36.32,5.283,12.32,16.57,276.0
2019-04-30 19:00,13.58,37.24,0.088,9.15,20.58,283.8
2019-04-30 18:00,13.52,38.46,0.0,8.7,21.96,287.2
2019-04-30 17:00,12.64,38.35,0.0,5.536,12.43,278.6
2019-04-30 16:00,12.64,38.55,0.482,8.72,19.79,284.7
2019-04-30 15:00,12.65,41.2,0.044,7.277,19.29,283.4
2019-04-30 14:00,12.66,39.14,0.0,3.424,23.65,292.0
2019-04-30 13:00,12.67,41.23,0.0,4.946,18.17,292.8
2019-04-30 12:00,12.67,40.77,0.0,3.248,12.1,306.8
2019-04-30 11:00,12.68,46.16,0.0,2.919,10.06,103.5
2019-04-30 10:00,12.69,42.35,0.0,2.301,8.44,67.83
2019-04-30 09:00,12.72,40.91,0.0,1.827,6.357,52.05
2019-04-30 08:00,12.76,40.3,0.0,1.562,5.699,98.8
2019-04-30 07:00,12.81,38.89,0.0,3.176,5.94,88.3
2019-04-30 06:00,12.96,36.5,0.0,2.394,5.064,61.48
2019-04-30 05:00,12.7,31.77,0.088,2.629,5.107,43.46
2019-04-30 04:00,12.71,31.34,0.0,0.791,4.165,53.03
2019-04-30 03:00,12.73,30.67,0.0,3.672,8.2,41.62
2019-04-30 02:00,12.74,31.65,0.044,4.406,9.43,43.4
2019-04-30 01:00,12.75,31.95,0.0,4.115,10.04,36.44
2019-04-30 00:00,12.75,31.67,0.0,2.22,5.655,59.41
2019-04-29 23:00,12.76,31.79,0.044,3.117,6.291,46.71
2019-04-29 22:00,12.78,31.43,0.0,2.908,5.502,56.55
2019-04-29 21:00,12.8,30.12,0.0,1.164,3.639,42.75
2019-04-29 20:00,12.82,30.03,0.0,2.485,8.5,358.4
2019-04-29 19:00,12.84,30.21,0.0,2.904,9.89,286.9
2019-04-29 18:00,12.91,32.48,0.0,4.864,9.51,275.7
2019-04-29 17:00,13.58,33.67,0.0,4.185,8.29,219.2
2019-04-29 16:00,13.51,36.77,0.0,3.895,10.72,106.2
2019-04-29 15:00,12.6,39.92,0.219,7.004,13.46,86.3
2019-04-29 14:00,12.61,37.21,0.0,5.059,13.17,279.5
2019-04-29 13:00,12.62,44.63,0.0,2.232,7.65,29.13
2019-04-29 12:00,12.65,39.97,0.0,2.972,7.277,78.31
2019-04-29 11:00,12.66,40.04,0.0,3.622,8.75,89.2
2019-04-29 10:00,12.69,40.84,0.0,3.292,7.54,96.2
2019-04-29 09:00,12.72,37.57,0.0,3.056,7.277,87.8
2019-04-29 08:00,12.76,37.12,0.0,2.595,6.664,94.3
2019-04-29 07:00,12.78,35.14,1.14,3.429,7.102,82.9
2019-04-29 06:00,12.81,28.38,0.066,2.705,6.686,74.44
2019-04-29 05:00,12.87,25.26,1.315,3.953,8.26,89.7
2019-04-29 04:00,13.07,26.05,0.0,3.973,8.86,67.93
2019-04-29 03:00,13.48,26.8,0.0,2.681,6.949,46.74
2019-04-29 02:00,12.61,27.03,0.0,3.197,6.642,80.3
2019-04-29 01:00,12.62,27.08,0.0,2.714,6.488,79.41
2019-04-29 00:00,12.64,27.29,0.0,1.831,4.537,88.0
2019-04-28 23:00,12.67,28.09,0.0,2.435,6.795,86.4
2019-04-28 22:00,12.7,28.62,0.0,1.987,5.743,73.46
2019-04-28 21:00,12.74,29.17,0.0,1.881,6.949,87.3
2019-04-28 20:00,12.76,29.94,0.0,2.251,5.085,84.6
2019-04-28 19:00,12.79,30.07,0.0,2.739,8.24,278.3
2019-04-28 18:00,12.82,31.73,0.0,1.502,5.239,274.4
2019-04-28 17:00,12.86,35.0,0.0,4.08,7.672,131.6
2019-04-28 16:00,13.0,36.86,0.022,4.283,9.01,257.7
2019-04-28 15:00,13.57,36.45,0.0,2.156,7.343,17.77
2019-04-28 14:00,12.54,38.41,0.0,1.777,6.094,43.48
2019-04-28 13:00,12.54,37.19,0.0,2.432,6.686,272.0
2019-04-28 12:00,12.53,37.15,0.0,1.748,5.524,296.9
2019-04-28 11:00,12.53,37.98,0.0,0.896,3.661,319.6
2019-04-28 10:00,12.53,36.9,0.0,1.27,2.828,295.4
2019-04-28 09:00,12.53,32.47,0.0,2.141,3.836,289.2
2019-04-28 08:00,12.55,29.96,0.0,2.465,5.305,286.3
2019-04-28 07:00,12.59,25.91,2.367,4.766,9.56,278.4
2019-04-28 06:00,12.64,24.62,2.389,6.28,9.6,264.1
2019-04-28 05:00,12.71,22.7,3.288,7.051,12.08,260.9
2019-04-28 04:00,12.81,22.91,4.647,9.41,16.64,265.3
2019-04-28 03:00,12.99,22.84,5.042,11.25,18.08,262.1
2019-04-28 02:00,13.57,22.64,5.217,12.27,22.75,266.2
2019-04-28 01:00,12.54,23.44,3.222,13.21,23.04,267.0
2019-04-28 00:00,12.54,24.25,7.804,13.85,21.02,271.1
2019-04-27 23:00,12.55,24.1,5.283,13.45,20.96,271.2
2019-04-27 22:00,12.55,24.7,9.23,14.79,22.45,274.7
2019-04-27 21:00,12.57,24.53,4.888,15.6,24.62,276.1
