Date/Time (PST),Battery Voltage (v),Temperature (deg F)
2019-03-26 12:00,12.79,36.74
2019-03-26 11:00,12.82,38.59
2019-03-26 10:00,12.91,31.39
2019-03-26 09:00,12.72,28.78
2019-03-26 08:00,12.72,27.73
2019-03-26 07:00,12.73,26.11
2019-03-26 06:00,12.74,26.22
2019-03-26 05:00,12.74,26.18
2019-03-26 04:00,12.74,26.81
2019-03-26 03:00,12.75,27.74
2019-03-26 02:00,12.76,28.09
2019-03-26 01:00,12.77,28.26
2019-03-26 00:00,12.78,28.47
2019-03-25 23:00,12.8,28.95
2019-03-25 22:00,12.84,29.91
2019-03-25 21:00,12.99,31.24
2019-03-25 20:00,12.72,31.33
2019-03-25 19:00,12.73,32.34
2019-03-25 18:00,12.73,32.82
2019-03-25 17:00,12.74,33.1
2019-03-25 16:00,12.74,34.1
2019-03-25 15:00,12.75,34.91
2019-03-25 14:00,12.76,36.38
2019-03-25 13:00,12.76,35.0
2019-03-25 12:00,12.77,34.26
2019-03-25 11:00,12.79,35.0
2019-03-25 10:00,12.81,33.94
2019-03-25 09:00,12.87,34.14
2019-03-25 08:00,12.72,30.58
2019-03-25 07:00,12.72,30.07
2019-03-25 06:00,12.73,29.73
2019-03-25 05:00,12.73,30.32
2019-03-25 04:00,12.74,30.49
2019-03-25 03:00,12.74,30.68
2019-03-25 02:00,12.75,30.87
2019-03-25 01:00,12.75,31.32
2019-03-25 00:00,12.77,31.88
2019-03-24 23:00,12.78,32.49
2019-03-24 22:00,12.79,31.43
2019-03-24 21:00,12.83,31.47
2019-03-24 20:00,12.9,31.37
2019-03-24 19:00,12.73,31.47
2019-03-24 18:00,12.73,31.85
2019-03-24 17:00,12.73,32.91
2019-03-24 16:00,12.73,34.05
2019-03-24 15:00,12.74,34.12
2019-03-24 14:00,12.74,34.58
2019-03-24 13:00,12.75,33.99
2019-03-24 12:00,12.76,34.08
2019-03-24 11:00,12.77,34.75
2019-03-24 10:00,12.78,33.64
2019-03-24 09:00,12.8,32.2
2019-03-24 08:00,12.85,32.12
2019-03-24 07:00,12.98,30.47
2019-03-24 06:00,12.72,30.31
2019-03-24 05:00,12.72,30.1
2019-03-24 04:00,12.72,30.52
2019-03-24 03:00,12.73,30.35
2019-03-24 02:00,12.74,30.29
2019-03-24 01:00,12.74,30.53
2019-03-24 00:00,12.75,30.99
2019-03-23 23:00,12.76,31.3
2019-03-23 22:00,12.77,31.42
2019-03-23 21:00,12.79,31.71
2019-03-23 20:00,12.82,32.2
2019-03-23 19:00,12.87,33.17
2019-03-23 18:00,12.71,34.92
2019-03-23 17:00,12.71,37.97
2019-03-23 16:00,12.71,42.33
2019-03-23 15:00,12.72,43.98
2019-03-23 14:00,12.72,42.33
2019-03-23 13:00,12.73,43.21
2019-03-23 12:00,12.74,39.04
2019-03-23 11:00,12.74,37.84
2019-03-23 10:00,12.76,35.6
2019-03-23 09:00,12.78,32.67
2019-03-23 08:00,12.8,31.27
2019-03-23 07:00,12.84,30.08
2019-03-23 06:00,12.91,29.37
2019-03-23 05:00,12.7,30.32
2019-03-23 04:00,12.71,30.51
2019-03-23 03:00,12.71,31.05
2019-03-23 02:00,12.72,31.5
2019-03-23 01:00,12.72,32.09
2019-03-23 00:00,12.73,33.02
2019-03-22 23:00,12.74,33.23
2019-03-22 22:00,12.74,33.47
2019-03-22 21:00,12.76,33.69
2019-03-22 20:00,12.78,34.43
2019-03-22 19:00,12.8,35.22
2019-03-22 18:00,12.84,37.22
2019-03-22 17:00,12.96,39.54
2019-03-22 16:00,12.71,43.96
2019-03-22 15:00,12.71,46.18
2019-03-22 14:00,12.72,49.96
2019-03-22 13:00,12.72,53.07
2019-03-22 12:00,12.73,53.78
2019-03-22 11:00,12.73,44.02
2019-03-22 10:00,12.74,44.21
2019-03-22 09:00,12.75,34.24
2019-03-22 08:00,12.76,32.91
2019-03-22 07:00,12.78,32.3
2019-03-22 06:00,12.81,31.95
2019-03-22 05:00,12.86,33.49
2019-03-22 04:00,13.71,31.97
2019-03-22 03:00,12.71,32.66
2019-03-22 02:00,12.72,32.97
2019-03-22 01:00,12.72,33.37
2019-03-22 00:00,12.73,33.52
2019-03-21 23:00,12.73,34.03
2019-03-21 22:00,12.74,35.11
2019-03-21 21:00,12.75,34.61
2019-03-21 20:00,12.75,35.33
2019-03-21 19:00,12.77,36.33
2019-03-21 18:00,12.79,38.61
2019-03-21 17:00,12.82,42.67
2019-03-21 16:00,12.9,46.82
2019-03-21 15:00,12.71,51.98
2019-03-21 14:00,12.72,55.41
2019-03-21 13:00,12.72,52.83
2019-03-21 12:00,12.72,56.18
2019-03-21 11:00,12.73,52.32
2019-03-21 10:00,12.73,47.82
2019-03-21 09:00,12.74,43.24
2019-03-21 08:00,12.75,42.19
2019-03-21 07:00,12.76,42.64
2019-03-21 06:00,12.78,41.94
2019-03-21 05:00,12.8,41.31
2019-03-21 04:00,12.84,41.61
2019-03-21 03:00,12.95,43.02
2019-03-21 02:00,12.72,41.17
2019-03-21 01:00,12.72,44.61
2019-03-21 00:00,12.72,41.09
2019-03-20 23:00,12.72,42.24
2019-03-20 22:00,12.73,41.87
2019-03-20 21:00,12.74,41.07
2019-03-20 20:00,12.74,40.99
2019-03-20 19:00,12.75,41.72
2019-03-20 18:00,12.77,43.8
2019-03-20 17:00,12.78,46.0
2019-03-20 16:00,12.81,47.15
2019-03-20 15:00,12.86,50.36
2019-03-20 14:00,13.7,50.67
2019-03-20 13:00,12.72,51.74
2019-03-20 12:00,12.72,51.96
2019-03-20 11:00,12.72,50.88
2019-03-20 10:00,12.73,47.93
2019-03-20 09:00,12.73,42.54
2019-03-20 08:00,12.74,40.94
2019-03-20 07:00,12.75,40.11
2019-03-20 06:00,12.75,40.14
2019-03-20 05:00,12.77,40.55
2019-03-20 04:00,12.79,40.48
2019-03-20 03:00,12.82,40.34
2019-03-20 02:00,12.89,40.37
2019-03-20 01:00,12.72,40.34
2019-03-20 00:00,12.72,40.66
2019-03-19 23:00,12.72,40.33
2019-03-19 22:00,12.73,40.17
2019-03-19 21:00,12.73,40.33
2019-03-19 20:00,12.74,40.96
2019-03-19 19:00,12.74,41.13
2019-03-19 18:00,12.76,41.5
2019-03-19 17:00,12.76,42.37
2019-03-19 16:00,12.77,45.97
2019-03-19 15:00,12.79,47.41
2019-03-19 14:00,12.83,49.48
2019-03-19 13:00,12.93,48.84
2019-03-19 12:00,12.72,47.2
2019-03-19 11:00,12.72,45.91
2019-03-19 10:00,12.73,43.75
2019-03-19 09:00,12.73,39.91
2019-03-19 08:00,12.74,38.21
2019-03-19 07:00,12.74,37.1
2019-03-19 06:00,12.75,37.28
2019-03-19 05:00,12.76,37.52
2019-03-19 04:00,12.76,37.45
2019-03-19 03:00,12.78,37.37
2019-03-19 02:00,12.8,37.3
2019-03-19 01:00,12.86,36.14
2019-03-19 00:00,13.64,37.31
2019-03-18 23:00,12.72,37.35
2019-03-18 22:00,12.73,37.82
2019-03-18 21:00,12.73,37.48
2019-03-18 20:00,12.74,38.77
2019-03-18 19:00,12.74,39.1
2019-03-18 18:00,12.74,39.32
2019-03-18 17:00,12.76,40.91
2019-03-18 16:00,12.76,42.79
2019-03-18 15:00,12.77,45.74
2019-03-18 14:00,12.79,46.27
2019-03-18 13:00,12.82,46.2
2019-03-18 12:00,12.88,47.39
2019-03-18 11:00,12.72,46.08
2019-03-18 10:00,12.73,42.23
2019-03-18 09:00,12.73,35.89
2019-03-18 08:00,12.73,34.45
2019-03-18 07:00,12.74,35.09
2019-03-18 06:00,12.74,34.83
2019-03-18 05:00,12.75,36.16
2019-03-18 04:00,12.74,35.65
2019-03-18 03:00,12.77,37.84
2019-03-18 02:00,12.78,38.46
2019-03-18 01:00,12.79,37.34
2019-03-18 00:00,12.83,38.57
2019-03-17 23:00,12.93,37.46
2019-03-17 22:00,12.73,38.04
2019-03-17 21:00,12.73,39.98
2019-03-17 20:00,12.73,40.06
2019-03-17 19:00,12.74,40.81
2019-03-17 18:00,12.74,41.91
2019-03-17 17:00,12.75,43.87
2019-03-17 16:00,12.75,45.08
2019-03-17 15:00,12.76,46.49
2019-03-17 14:00,12.77,49.66
2019-03-17 13:00,12.78,50.83
2019-03-17 12:00,12.8,47.32
2019-03-17 11:00,12.85,45.57
2019-03-17 10:00,13.71,42.38
2019-03-17 09:00,12.72,39.42
2019-03-17 08:00,12.73,37.46
2019-03-17 07:00,12.73,39.47
2019-03-17 06:00,12.74,39.78
2019-03-17 05:00,12.74,40.23
2019-03-17 04:00,12.75,37.06
2019-03-17 03:00,12.75,38.16
2019-03-17 02:00,12.76,40.73
2019-03-17 01:00,12.77,38.51
2019-03-17 00:00,12.78,38.99
2019-03-16 23:00,12.81,38.13
2019-03-16 22:00,12.88,38.15
2019-03-16 21:00,12.72,37.33
2019-03-16 20:00,12.72,37.2
2019-03-16 19:00,12.73,37.52
2019-03-16 18:00,12.73,39.21
2019-03-16 17:00,12.74,42.14
2019-03-16 16:00,12.74,45.21
2019-03-16 15:00,12.75,44.89
2019-03-16 14:00,12.76,40.93
2019-03-16 13:00,12.77,42.18
2019-03-16 12:00,12.78,41.83
2019-03-16 11:00,12.8,38.27
2019-03-16 10:00,12.83,37.44
2019-03-16 09:00,12.93,35.62
2019-03-16 08:00,12.72,36.05
2019-03-16 07:00,12.72,33.44
2019-03-16 06:00,12.73,36.22
2019-03-16 05:00,12.73,36.58
2019-03-16 04:00,12.73,35.17
2019-03-16 03:00,12.74,33.01
2019-03-16 02:00,12.75,32.84
2019-03-16 01:00,12.75,33.92
2019-03-16 00:00,12.76,32.78
2019-03-15 23:00,12.78,33.47
2019-03-15 22:00,12.8,35.52
2019-03-15 21:00,12.85,35.11
2019-03-15 20:00,13.72,36.62
2019-03-15 19:00,12.72,35.07
2019-03-15 18:00,12.72,37.29
2019-03-15 17:00,12.72,40.38
2019-03-15 16:00,12.73,44.01
2019-03-15 15:00,12.73,46.08
2019-03-15 14:00,12.74,48.31
2019-03-15 13:00,12.75,50.2
2019-03-15 12:00,12.76,51.59
2019-03-15 11:00,12.77,50.72
2019-03-15 10:00,12.78,39.16
2019-03-15 09:00,12.82,35.84
2019-03-15 08:00,12.88,31.76
2019-03-15 07:00,12.72,30.72
2019-03-15 06:00,12.72,28.27
2019-03-15 05:00,12.73,28.71
2019-03-15 04:00,12.73,28.87
2019-03-15 03:00,12.74,28.62
2019-03-15 02:00,12.74,28.91
2019-03-15 01:00,12.74,28.69
2019-03-15 00:00,12.75,28.61
2019-03-14 23:00,12.76,28.31
2019-03-14 22:00,12.78,28.24
2019-03-14 21:00,12.79,28.37
2019-03-14 20:00,12.83,29.35
2019-03-14 19:00,12.93,29.98
2019-03-14 18:00,12.73,31.44
2019-03-14 17:00,12.73,33.86
2019-03-14 16:00,12.73,37.21
2019-03-14 15:00,12.74,38.05
2019-03-14 14:00,12.74,40.14
2019-03-14 13:00,12.75,42.01
2019-03-14 12:00,12.75,38.78
2019-03-14 11:00,12.76,36.7
2019-03-14 10:00,12.77,33.19
2019-03-14 09:00,12.78,30.49
2019-03-14 08:00,12.8,26.25
2019-03-14 07:00,12.85,23.77
2019-03-14 06:00,13.43,23.34
2019-03-14 05:00,12.72,22.3
2019-03-14 04:00,12.73,22.56
2019-03-14 03:00,12.73,22.52
2019-03-14 02:00,12.74,22.21
2019-03-14 01:00,12.74,21.98
2019-03-14 00:00,12.75,20.57
2019-03-13 23:00,12.76,22.17
2019-03-13 22:00,12.76,20.83
2019-03-13 21:00,12.77,21.3
2019-03-13 20:00,12.79,22.31
2019-03-13 19:00,12.82,23.09
2019-03-13 18:00,12.87,25.06
2019-03-13 17:00,12.72,28.84
2019-03-13 16:00,12.73,26.88
2019-03-13 15:00,12.73,28.6
2019-03-13 14:00,12.73,30.48
2019-03-13 13:00,12.74,29.47
2019-03-13 12:00,12.75,31.54
2019-03-13 11:00,12.75,28.71
2019-03-13 10:00,12.76,26.77
2019-03-13 09:00,12.76,24.43
2019-03-13 08:00,12.77,21.91
2019-03-13 07:00,12.79,21.04
2019-03-13 06:00,12.82,20.07
2019-03-13 05:00,12.91,21.22
2019-03-13 04:00,12.73,21.8
2019-03-13 03:00,12.73,21.4
2019-03-13 02:00,12.74,21.33
2019-03-13 01:00,12.74,21.69
2019-03-13 00:00,12.75,21.53
2019-03-12 23:00,12.75,21.53
2019-03-12 22:00,12.75,21.67
2019-03-12 21:00,12.76,21.91
2019-03-12 20:00,12.77,21.74
2019-03-12 19:00,12.78,21.59
2019-03-12 18:00,12.8,21.58
2019-03-12 17:00,12.84,21.94
2019-03-12 16:00,13.09,22.64
2019-03-12 15:00,12.73,23.17
2019-03-12 14:00,12.73,25.33
2019-03-12 13:00,12.73,26.19
2019-03-12 12:00,12.73,25.51
2019-03-12 11:00,12.74,25.34
2019-03-12 10:00,12.75,23.49
2019-03-12 09:00,12.75,23.49
2019-03-12 08:00,12.76,23.04
2019-03-12 07:00,12.77,23.74
2019-03-12 06:00,12.78,24.39
2019-03-12 05:00,12.81,24.92
2019-03-12 04:00,12.87,26.08
2019-03-12 03:00,12.72,26.61
2019-03-12 02:00,12.73,26.55
2019-03-12 01:00,12.74,27.22
2019-03-12 00:00,12.74,27.21
2019-03-11 23:00,12.74,27.46
2019-03-11 22:00,12.75,27.21
2019-03-11 21:00,12.76,26.88
2019-03-11 20:00,12.76,27.14
2019-03-11 19:00,12.77,27.95
2019-03-11 18:00,12.77,29.72
2019-03-11 17:00,12.79,30.83
2019-03-11 16:00,12.83,31.97
2019-03-11 15:00,12.92,34.72
2019-03-11 14:00,12.72,36.29
2019-03-11 13:00,12.73,40.23
2019-03-11 12:00,12.73,41.64
2019-03-11 11:00,12.73,45.44
2019-03-11 10:00,12.74,28.82
2019-03-11 09:00,12.75,25.65
2019-03-11 08:00,12.75,24.95
2019-03-11 07:00,12.76,25.45
2019-03-11 06:00,12.77,23.99
2019-03-11 05:00,12.78,23.9
2019-03-11 04:00,12.8,23.85
2019-03-11 03:00,12.85,23.31
2019-03-11 02:00,13.51,23.81
2019-03-11 01:00,12.73,23.88
2019-03-11 00:00,12.73,22.3
2019-03-10 23:00,12.73,22.4
2019-03-10 22:00,12.73,24.8
2019-03-10 21:00,12.74,23.11
2019-03-10 20:00,12.75,23.4
2019-03-10 19:00,12.75,24.54
2019-03-10 18:00,12.76,27.56
2019-03-10 17:00,12.77,30.79
2019-03-10 16:00,12.79,33.34
2019-03-10 15:00,12.81,39.97
2019-03-10 14:00,12.87,38.71
2019-03-10 13:00,12.72,35.88
2019-03-10 12:00,12.72,33.29
2019-03-10 11:00,12.73,29.63
2019-03-10 10:00,12.73,21.99
2019-03-10 09:00,12.73,19.81
2019-03-10 08:00,12.74,21.12
2019-03-10 07:00,12.75,21.95
2019-03-10 06:00,12.76,20.25
2019-03-10 05:00,12.77,19.48
2019-03-10 04:00,12.78,19.99
2019-03-10 03:00,12.79,17.22
2019-03-10 02:00,12.83,17.07
2019-03-10 01:00,12.92,17.37
2019-03-10 00:00,12.72,18.11
2019-03-09 23:00,12.73,18.34
2019-03-09 22:00,12.73,18.71
2019-03-09 21:00,12.73,19.26
2019-03-09 20:00,12.74,19.63
2019-03-09 19:00,12.74,20.62
2019-03-09 18:00,12.75,21.77
2019-03-09 17:00,12.76,24.46
2019-03-09 16:00,12.77,27.74
2019-03-09 15:00,12.78,33.69
2019-03-09 14:00,12.81,29.91
2019-03-09 13:00,12.85,30.09
2019-03-09 12:00,13.08,35.73
2019-03-09 11:00,12.72,27.82
2019-03-09 10:00,12.73,19.02
2019-03-09 09:00,12.73,18.26
2019-03-09 08:00,12.74,18.48
2019-03-09 07:00,12.74,16.32
2019-03-09 06:00,12.75,17.31
2019-03-09 05:00,12.75,18.37
2019-03-09 04:00,12.76,15.33
2019-03-09 03:00,12.77,14.95
2019-03-09 02:00,12.78,15.82
2019-03-09 01:00,12.81,14.85
2019-03-09 00:00,12.87,16.03
2019-03-08 23:00,12.72,15.31
2019-03-08 22:00,12.72,16.83
2019-03-08 21:00,12.72,16.57
2019-03-08 20:00,12.73,18.15
2019-03-08 19:00,12.73,19.43
2019-03-08 18:00,12.74,21.07
2019-03-08 17:00,12.75,25.17
2019-03-08 16:00,12.75,26.35
2019-03-08 15:00,12.76,27.56
2019-03-08 14:00,12.77,30.12
2019-03-08 13:00,12.8,24.59
2019-03-08 12:00,12.83,23.8
2019-03-08 11:00,12.92,22.28
2019-03-08 10:00,12.72,21.83
2019-03-08 09:00,12.72,17.67
2019-03-08 08:00,12.72,13.85
2019-03-08 07:00,12.73,13.52
2019-03-08 06:00,12.73,15.53
2019-03-08 05:00,12.74,15.49
2019-03-08 04:00,12.74,14.8
2019-03-08 03:00,12.76,16.32
2019-03-08 02:00,12.77,17.18
2019-03-08 01:00,12.78,17.61
2019-03-08 00:00,12.8,17.73
2019-03-07 23:00,12.85,18.03
2019-03-07 22:00,13.05,18.22
2019-03-07 21:00,12.71,18.7
2019-03-07 20:00,12.71,19.57
2019-03-07 19:00,12.72,19.81
2019-03-07 18:00,12.72,20.21
2019-03-07 17:00,12.72,21.89
2019-03-07 16:00,12.73,23.09
2019-03-07 15:00,12.74,25.84
2019-03-07 14:00,12.75,26.21
2019-03-07 13:00,12.77,29.7
2019-03-07 12:00,12.79,23.94
2019-03-07 11:00,12.82,28.57
2019-03-07 10:00,12.87,22.48
2019-03-07 09:00,12.7,20.08
2019-03-07 08:00,12.71,18.66
2019-03-07 07:00,12.71,17.16
2019-03-07 06:00,12.72,16.37
2019-03-07 05:00,12.73,16.29
2019-03-07 04:00,12.73,16.04
2019-03-07 03:00,12.74,16.68
2019-03-07 02:00,12.75,17.79
2019-03-07 01:00,12.76,18.53
2019-03-07 00:00,12.77,19.26
2019-03-06 23:00,12.79,19.93
2019-03-06 22:00,12.83,21.26
2019-03-06 21:00,12.9,21.8
2019-03-06 20:00,12.71,22.61
2019-03-06 19:00,12.72,22.82
2019-03-06 18:00,12.73,22.21
2019-03-06 17:00,12.73,22.11
2019-03-06 16:00,12.74,24.41
2019-03-06 15:00,12.74,23.49
2019-03-06 14:00,12.75,23.38
2019-03-06 13:00,12.75,24.88
2019-03-06 12:00,12.77,23.43
2019-03-06 11:00,12.78,22.67
2019-03-06 10:00,12.8,21.05
2019-03-06 09:00,12.84,20.05
2019-03-06 08:00,12.99,19.52
2019-03-06 07:00,12.72,18.6
2019-03-06 06:00,12.72,18.14
2019-03-06 05:00,12.73,17.84
2019-03-06 04:00,12.73,17.78
2019-03-06 03:00,12.74,17.41
2019-03-06 02:00,12.74,18.0
2019-03-06 01:00,12.75,19.74
2019-03-06 00:00,12.76,18.08
2019-03-05 23:00,12.77,15.87
2019-03-05 22:00,12.79,15.34
2019-03-05 21:00,12.82,15.07
2019-03-05 20:00,12.87,14.23
2019-03-05 19:00,12.72,13.73
2019-03-05 18:00,12.72,14.8
2019-03-05 17:00,12.72,16.8
2019-03-05 16:00,12.73,16.88
2019-03-05 15:00,12.73,19.26
2019-03-05 14:00,12.74,19.17
2019-03-05 13:00,12.74,17.8
2019-03-05 12:00,12.75,18.68
2019-03-05 11:00,12.76,21.13
2019-03-05 10:00,12.77,15.95
2019-03-05 09:00,12.79,15.0
2019-03-05 08:00,12.83,12.81
2019-03-05 07:00,12.9,11.87
2019-03-05 06:00,12.72,11.73
2019-03-05 05:00,12.72,12.02
2019-03-05 04:00,12.72,12.29
2019-03-05 03:00,12.73,11.88
2019-03-05 02:00,12.73,11.78
2019-03-05 01:00,12.74,11.9
2019-03-05 00:00,12.74,11.8
2019-03-04 23:00,12.75,11.42
2019-03-04 22:00,12.77,10.87
2019-03-04 21:00,12.78,10.7
2019-03-04 20:00,12.8,10.48
2019-03-04 19:00,12.84,10.1
2019-03-04 18:00,12.98,10.94
2019-03-04 17:00,12.72,12.22
2019-03-04 16:00,12.72,14.38
2019-03-04 15:00,12.73,15.71
2019-03-04 14:00,12.73,18.37
2019-03-04 13:00,12.73,18.79
2019-03-04 12:00,12.73,20.44
2019-03-04 11:00,12.74,17.85
2019-03-04 10:00,12.76,7.945
2019-03-04 09:00,12.77,6.378
2019-03-04 08:00,12.78,5.849
2019-03-04 07:00,12.81,5.254
2019-03-04 06:00,12.87,5.318
2019-03-04 05:00,12.72,5.871
2019-03-04 04:00,12.72,6.419
2019-03-04 03:00,12.72,6.078
2019-03-04 02:00,12.73,6.372
2019-03-04 01:00,12.73,7.001
2019-03-04 00:00,12.74,6.874
2019-03-03 23:00,12.74,6.874
2019-03-03 22:00,12.75,7.289
2019-03-03 21:00,12.76,7.947
2019-03-03 20:00,12.77,8.09
2019-03-03 19:00,12.79,8.71
2019-03-03 18:00,12.82,9.5
2019-03-03 17:00,12.89,11.19
2019-03-03 16:00,12.72,13.27
2019-03-03 15:00,12.72,18.7
2019-03-03 14:00,12.72,17.14
2019-03-03 13:00,12.73,20.43
2019-03-03 12:00,12.74,18.82
2019-03-03 11:00,12.74,15.46
2019-03-03 10:00,12.74,10.28
2019-03-03 09:00,12.76,10.4
2019-03-03 08:00,12.76,9.28
2019-03-03 07:00,12.78,9.38
2019-03-03 06:00,12.8,9.95
2019-03-03 05:00,12.84,10.75
2019-03-03 04:00,12.97,11.27
2019-03-03 03:00,12.72,11.62
2019-03-03 02:00,12.73,11.58
2019-03-03 01:00,12.73,11.54
2019-03-03 00:00,12.73,11.91
2019-03-02 23:00,12.74,12.13
2019-03-02 22:00,12.75,12.73
2019-03-02 21:00,12.75,12.99
2019-03-02 20:00,12.76,13.14
2019-03-02 19:00,12.77,14.11
2019-03-02 18:00,12.78,16.09
2019-03-02 17:00,12.81,19.29
2019-03-02 16:00,12.86,19.51
2019-03-02 15:00,12.72,20.84
2019-03-02 14:00,12.72,20.53
2019-03-02 13:00,12.73,21.5
2019-03-02 12:00,12.73,18.19
2019-03-02 11:00,12.73,17.75
2019-03-02 10:00,12.74,18.78
2019-03-02 09:00,12.74,16.32
2019-03-02 08:00,12.75,15.37
2019-03-02 07:00,12.76,16.26
2019-03-02 06:00,12.77,16.77
2019-03-02 05:00,12.79,16.97
2019-03-02 04:00,12.82,20.46
2019-03-02 03:00,12.9,19.49
2019-03-02 02:00,12.72,22.18
2019-03-02 01:00,12.73,19.37
2019-03-02 00:00,12.73,19.18
2019-03-01 23:00,12.73,19.2
2019-03-01 22:00,12.74,20.17
2019-03-01 21:00,12.74,21.17
2019-03-01 20:00,12.75,20.31
2019-03-01 19:00,12.75,22.14
2019-03-01 18:00,12.76,23.73
2019-03-01 17:00,12.77,26.58
2019-03-01 16:00,12.8,27.95
2019-03-01 15:00,12.83,28.7
2019-03-01 14:00,12.96,29.38
2019-03-01 13:00,12.72,28.4
2019-03-01 12:00,12.72,30.52
2019-03-01 11:00,12.73,30.53
2019-03-01 10:00,12.73,23.42
2019-03-01 09:00,12.74,17.37
2019-03-01 08:00,12.74,17.71
2019-03-01 07:00,12.75,17.26
2019-03-01 06:00,12.76,17.22
2019-03-01 05:00,12.77,17.89
2019-03-01 04:00,12.78,18.74
2019-03-01 03:00,12.81,17.82
2019-03-01 02:00,12.86,17.71
2019-03-01 01:00,13.67,16.32
2019-03-01 00:00,12.72,17.87
2019-02-28 23:00,12.73,19.3
2019-02-28 22:00,12.73,19.19
2019-02-28 21:00,12.73,19.47
2019-02-28 20:00,12.74,18.67
2019-02-28 19:00,12.75,19.37
2019-02-28 18:00,12.75,21.91
2019-02-28 17:00,12.76,25.01
2019-02-28 16:00,12.77,27.86
2019-02-28 15:00,12.79,30.9
2019-02-28 14:00,12.82,32.65
2019-02-28 13:00,12.89,35.89
2019-02-28 12:00,12.72,34.99
2019-02-28 11:00,12.72,31.97
2019-02-28 10:00,12.73,17.57
2019-02-28 09:00,12.73,17.21
2019-02-28 08:00,12.74,14.2
2019-02-28 07:00,12.74,12.65
2019-02-28 06:00,12.75,13.76
2019-02-28 05:00,12.75,13.59
2019-02-28 04:00,12.76,15.5
2019-02-28 03:00,12.77,15.77
2019-02-28 02:00,12.8,16.18
2019-02-28 01:00,12.84,16.39
2019-02-28 00:00,12.95,16.55
2019-02-27 23:00,12.72,16.66
2019-02-27 22:00,12.72,16.17
2019-02-27 21:00,12.73,15.41
2019-02-27 20:00,12.74,15.46
2019-02-27 19:00,12.74,15.31
2019-02-27 18:00,12.75,15.18
2019-02-27 17:00,12.75,17.12
2019-02-27 16:00,12.76,16.68
2019-02-27 15:00,12.77,19.83
2019-02-27 14:00,12.78,21.9
2019-02-27 13:00,12.8,21.25
2019-02-27 12:00,12.85,19.92
2019-02-27 11:00,13.67,15.81
2019-02-27 10:00,12.72,14.87
2019-02-27 09:00,12.73,13.43
2019-02-27 08:00,12.73,11.65
2019-02-27 07:00,12.74,11.23
2019-02-27 06:00,12.75,10.52
2019-02-27 05:00,12.75,9.86
2019-02-27 04:00,12.75,9.62
2019-02-27 03:00,12.76,9.43
2019-02-27 02:00,12.77,8.92
2019-02-27 01:00,12.79,8.25
2019-02-27 00:00,12.81,8.17
2019-02-26 23:00,12.88,7.961
2019-02-26 22:00,12.72,8.35
2019-02-26 21:00,12.72,8.48
2019-02-26 20:00,12.73,8.33
2019-02-26 19:00,12.73,7.898
2019-02-26 18:00,12.73,7.795
2019-02-26 17:00,12.74,9.02
2019-02-26 16:00,12.75,10.79
2019-02-26 15:00,12.76,11.49
2019-02-26 14:00,12.76,15.26
2019-02-26 13:00,12.77,13.66
2019-02-26 12:00,12.8,14.39
2019-02-26 11:00,12.83,11.31
2019-02-26 10:00,12.95,11.79
2019-02-26 09:00,12.72,11.75
2019-02-26 08:00,12.72,10.56
2019-02-26 07:00,12.72,10.14
2019-02-26 06:00,12.73,9.55
2019-02-26 05:00,12.73,9.83
2019-02-26 04:00,12.74,10.04
2019-02-26 03:00,12.75,9.23
2019-02-26 02:00,12.76,11.37
2019-02-26 01:00,12.77,11.47
2019-02-26 00:00,12.78,11.86
2019-02-25 23:00,12.8,12.22
2019-02-25 22:00,12.86,13.11
2019-02-25 21:00,13.71,13.81
2019-02-25 20:00,12.72,14.27
2019-02-25 19:00,12.72,14.35
2019-02-25 18:00,12.72,15.6
2019-02-25 17:00,12.73,16.92
2019-02-25 16:00,12.73,17.41
2019-02-25 15:00,12.74,19.91
2019-02-25 14:00,12.75,18.36
2019-02-25 13:00,12.76,16.55
2019-02-25 12:00,12.77,17.12
2019-02-25 11:00,12.79,16.84
2019-02-25 10:00,12.82,13.97
2019-02-25 09:00,12.89,12.42
2019-02-25 08:00,12.71,12.2
2019-02-25 07:00,12.72,12.12
2019-02-25 06:00,12.72,12.69
2019-02-25 05:00,12.73,12.73
2019-02-25 04:00,12.73,12.59
2019-02-25 03:00,12.74,12.53
2019-02-25 02:00,12.74,12.55
2019-02-25 01:00,12.75,12.84
2019-02-25 00:00,12.76,13.19
2019-02-24 23:00,12.77,13.69
2019-02-24 22:00,12.79,14.69
2019-02-24 21:00,12.83,14.92
2019-02-24 20:00,12.94,15.56
2019-02-24 19:00,12.72,16.4
2019-02-24 18:00,12.72,17.68
2019-02-24 17:00,12.72,19.85
2019-02-24 16:00,12.73,24.5
2019-02-24 15:00,12.74,20.35
2019-02-24 14:00,12.74,22.2
2019-02-24 13:00,12.75,19.22
2019-02-24 12:00,12.76,19.52
2019-02-24 11:00,12.77,18.01
2019-02-24 10:00,12.78,16.97
2019-02-24 09:00,12.8,15.99
2019-02-24 08:00,12.85,14.97
2019-02-24 07:00,13.62,14.41
2019-02-24 06:00,12.72,14.12
2019-02-24 05:00,12.73,14.27
2019-02-24 04:00,12.73,14.61
2019-02-24 03:00,12.74,15.03
2019-02-24 02:00,12.74,15.41
2019-02-24 01:00,12.75,15.94
2019-02-24 00:00,12.76,16.53
2019-02-23 23:00,12.76,16.81
2019-02-23 22:00,12.77,17.56
